"CUST_ITEM_CF_HAIR_MED": "露肩"
"PLAYER_MORPH_EYELID_LOOK_TEXT": "眼睑外观"
"FEMALE_OVERWEIGHT": "女性超重"
"CUST_SKIN_GREY_5": "黑玛瑙"
"HAIR_Black": "黑色"
"LOGO_SRAIR": "SR 航空"
"PLAYER_CREATION_PRESET_BLACK": "非裔"
"LOGO_CARDS": "纸牌"
"CUST_ITEM_CF_DLC_SPACE_OUTFIT": "太空公主"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRT": "山丘休闲装"
"CUST_ITEM_CM_NLMC_RWRST_M_WRISTBANDS": "锐舞 X 荧光棒手环"
"CUST_ITEM_CM_LLA_HAT_M_GIMPMASK": "暗号特供"
"HAIR_SALON_NAME_SHEAR": "剪发风暴"
"CUST_COMPLIMENT_APPROVAL": "赞许"
"CUST_VOICE_MALE_WHITE": "男性 1"
"CUST_ITEM_CF_NLMH_LWRST_F_WRISTBANDS": "派对时光手链"
"CUST_ITEM_CF_HAIR_M_LONGUP-01": "复古盘发"
"CUST_SKIN_GREEN_5": "清凉薄荷绿"
"PLAYER_MORPH_LOWER_LIP_SIDES_ELEVATION_TEXT": "下唇侧高低"
"CUST_SKIN": "皮肤"
"PLAYER_MORPH_CHEEKBONE_HEIGHT_TEXT": "颧骨高度"
"CUST_ITEM_BANDANA_1": "大盗"
"CUST_MOVEMENT_TAUNT": "嘲讽"
"LEVEL_3": "等级 3"
"LOGO_SPELUNKER_1": "洞穴探险者"
"CUST_ITEM_CM_IMPB_UBDY_M_JLOWSHIRT": "羊绒上流"
"CUST_ITEM_FEMALE_LL_EARRINGS_3": "条纹垂坠"
"CUST_FINE_TUNING": "面部"
"PLAYER_MORPH_JAW_SPACING_TEXT": "下颌间距"
"PLAYER_MORPH_EYE_ELEVATION_TEXT": "眼睛高低"
"PLAYER_MORPH_NECK_BACK_WIDTH_TEXT": "颈后宽度"
"CUST_SKIN_GREEN_1": "快活绿巨人"
"CUST_RONIN_TAUNT_D": "罗宁帮嘲讽 4"
"PLAYER_MORPH_JOWLS_ELEVATION_TEXT": "双下巴高低"
"WARDROBE_CONTROL_WEAR": "穿上"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT": "摩登男装带衬衫"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_UNZIPPED": "双侧敞开，低位"
"CUST_ITEM_LEATHER_LACE_FEMALE_R": "啤酒节女郎"
"CUST_MENU_PRESETS": "预设"
"CUST_MORPH_CAT_MOUTH": "嘴部"
"PLAYER_MORPH_BODY_TEXT": "身体"
"CUST_VARIANT_CANVAS": "帆布"
"CUST_WEAR_U": "U"
"CUST_ITEM_CM_IMPE_UBDY_M_SHIRT": "南海滩衬衫"
"CUST_ITEM_CF_LPH_FOOT_F_CLSHOES": "加油！队鞋"
"CUST_CAT_NOT_FOR_DEMO": "演示禁用"
"CUST_ITEM_CF_NLMC_UBDY_M_SHIRT": "黑暗面衬衫"
"CUST_ITEM_CM_NLMC_FOOT_M_SHOES": "锐舞 X 板鞋"
"CUST_ITEM_CF_IMPQ_FOOT_F_LATEXHEELS": "天后高跟鞋"
"STORE_WEAPON_AMMO": "购买弹药/手雷"
"SLOT_TIRE_DURABILITY_DESC": "升级轮胎，避免在关键时刻爆胎出糗。"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_4": "宝石耳环"
"PLAYER_CREATION_MENU_5": "身体"
"CUST_CAT_LEFT_WRIST": "左手腕"
"CUST_TATTOO_HAND_LEFT": "左手"
"PLAYER_MORPH_EAR_ELEVATION_TEXT": "耳朵高低"
"CUST_ITEM_CM_IMPO_LBDY_M_PANTS": "学院风西装裤"
"CUST_ITEM_FEMALE_MURDERBRAWL_OUTFIT": "三秒压制服（女）"
"CUST_COMPLIMENT_I": "驾！"
"CUST_ITEM_CM_FPIC_EYEBRIGHT": "右眉环"
"CUST_ITEM_CM_HAIR_SHORTAFRO": "服帖爆炸头"
"CUST_INSULT_F": "#FIAJ"
"PLAYER_MORPH_MOUTH_BITE_TEXT": "嘴咬"
"CUST_COMP_FEMALE_EYEBROWS_2": "后收"
"CUST_ITEM_CM_PSC_EYES_M_HPSGLASS": "潮人墨镜"
"CUST_PRESET_DESTRUCT_WARNING_TEXT": "选择预设会撤销你已做的所有其他更改，你将丢失此前的全部修改。\n\n继续？"
"CUST_SECONDARY_COLOR": "次要颜色"
"CUST_ITEM_CM_PSD_FOOT_M_HIPSNEAKERS": "考拉潮鞋"
"CUST_SKIN_GREY_1": "雪花石膏"
"FACIAL_EXPRESSION_SMARMY": "油嘴滑舌 "
"PLAYER_MORPH_EARS_YAW_TEXT": "耳朵外展"
"PLAYER_MORPH_NOSTRIL_WIDTH_TEXT": "鼻孔宽度"
"CUST_ITEM_MALE_NLM_OUTFIT_B": "前科犯"
"CUST_ITEM_CM_LPC_HAND_M_HEROGLOVES": "钢埠英雄手套"
"CUST_BRO_TAUNT_D": "兄弟会嘲讽 4"
"PLAYER_MORPH_UPPER_LIP_EDGES_LENGTH_TEXT": "上唇边缘长度"
"PLAYER_MORPH_EYELID_SLANT_TEXT": "眼睑倾斜"
"CUST_ITEM_FEMALE_NLM_OUTFIT_H": "嬉皮锐舞客"
"CUST_ITEM_CM_SUIT_M_CYBERAVATAR": "赛博圣徒"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_H": "海洋霸主"
"CUST_BODY_HAIR": "体毛"
"SLOT_TRIM_COLOR": "饰条颜色"
"CUST_ITEM_CF_NLMB_LWRST_F_WRISTBAND": "无政府手镯"
"CUST_ITEM_CM_IMPL_UBDY_M_JSCARF": "T-Roy 风"
"CUST_ITEM_FEMALE_LL_BRA_3": "触动我心"
"CUST_VOICE_MALE_LATINO": "男性 3"
"PLAYER_CREATION_PRESET_MALE": "男性"
"RIM_177": "SD RZ245"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_D": "沙滩闲人"
"STRONGHOLD_CUSTOMIZATION": "根据地自定义"
"TATTOO_STORE_TITLE": "锈针纹身"
"CUST_ITEM_CM_DLC_RING_M_PIMPSET": "Z 风大金链"
"CUST_ITEM_CM_FPIC_EYEBLEFT": "左眉环"
"CUST_ITEM_CM_IMPB_LBDY_M_DRESSPANTS": "时髦裤"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_E": "街头聪明"
"CUST_VARIANT_SPORT_SHORTS_1": "样式 2"
"CUST_VARIANT_ARGYLE": "菱形格"
"CUST_ITEM_PLAIN_WHITE_TEE": "T恤"
"CUST_ITEM_CM_PSF_UBDY_M_SAINTSJERSEY": "圣徒队球衣"
"CUST_TATTOO_TORSO_UPPER_BACK": "上背"
"CUST_WEAR_TATTOO_AZTEC_TURTLE": "阿兹特克龟"
"CUST_ITEM_MID_LENGTH_CHAIN_LOOPS_1": "嘻哈牛仔裤"
"CUST_SHOES": "鞋子"
"CUST_TATTOO_ENTIRE_BACK": "整个背部"
"PLAYER_MORPH_NOSE_SLOPE_TEXT": "鼻坡"
"CUST_MENU_MAKEUP": "妆容"
"CUST_ITEM_CF_CLASSICUP": "名媛"
"CUST_COMPLIMENT_V": "鼓掌"
"PLAYER_MORPH_OLD_TEXT": "年龄预设"
"LOGO_WASHINGTON": "华盛顿"
"CUST_VARIANT_PATTERN_1_DECALS": "带贴花样式"
"CUST_FACIAL_EXP_SAINTLY": "圣洁"
"CUST_ITEM_WEAR_OPTIONS": "穿着方式"
"CUST_EYEWEAR": "眼镜"
"CUST_FACIAL_FEATURES": "五官"
"TATTOO_NAME": "锈针纹身"
"CUST_ITEM_CF_LLI_EYES_F_SUNGLASSES": "跟踪狂墨镜"
"CUST_ITEM_CM_HAIR_WILDMESSY2": "硬摇滚"
"CUST_ITEM_CF_PSE_FOOT_F_STRAPPYSANDLES": "钢管舞者高跟鞋"
"CUST_SKIN_ASIAN_04": "亚洲 4"
"CUST_EYELINER": "眼线"
"CUST_MORPH_CAT_EYES": "眼睛"
"CUST_ITEM_LEATHER_LACE_MALE_A": "皮革与蕾丝套装"
"CUST_ITEM_CM_NLMD_UBDY_M_JACKETCOMBO": "朋克无政府夹克"
"PLAYER_MORPH_EYE_HEIGHT_TEXT": "眼睛高度"
"CUST_ITEM_CM_JOY_UBDY_THECODE": "摇杆狂魔密令服"
"CUST_ITEM_CF_LPC_LBDY_F_FEMHEROLEGS": "钢埠女英雄紧身裤"
"CUST_SKIN_CAUCASIAN_05": "高加索 5"
"EXIT": "退出"
"CUST_ITEM_CM_RADIATIONMASK": "核熔毁面具"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEDOWN": "醒后吸一口连帽衫"
"CUST_ITEM_CF_HAIR_PUNKSHAVEDSIDES": "朋克摇滚"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEUP": "连帽衫戴帽配衬衫领带"
"CUST_CAT_BODY_HAIR": "体毛"
"CUST_COMPLIMENT_ZZ": "点头"
"PLAYER_MORPH_TIPS_SPACING_TEXT": "鼻尖间距"
"LOGO_ROUNDHOUSE": "回旋踢"
"LOGO_REAPER": "死神"
"CUST_COMPLIMENT_R": "杰西卡"
"CUST_ITEM_CM_LPG_MASK_M_MASKPIG": "告密者"
"CUST_CAT_PIERCING_NOSE": "鼻子"
"PLAYER_MORPH_UPPER_LIP_SHAPE_TEXT": "上唇形状"
"CUST_VOICE_FEMALE_LATINO": "女性 3"
"CUST_VARIANT_3COLOR_THICK": "粗三色"
"CUST_WEAR_UNTUCKED": "外放"
"CUST_ITEM_CM_PSI_NECK_M_CHAINS": "鸢尾链"
"CUST_ITEM_LEATHER_LACE_FEMALE_I": "朋克摇滚舞娘"
"PLAYER_MORPH_JOWLS_SPACING_TEXT": "双下巴间距"
"PLAYER_CREATION_AGE_YOUNG": "年轻"
"PLAYER_MORPH_TIPS_ELEVATION_TEXT": "鼻尖高低"
"PLAYER_CREATION_PRESET_HISPANIC": "拉美裔"
"CUST_WEAR_ZIPPED_HOOD_DOWN": "拉链拉上，帽子放下"
"FACIAL_EXPRESSION_DEATH_A": "死亡 1"
"FACIAL_EXPRESSION_BLANK": "空白"
"PLAYER_MORPH_NOSE_ELEVATION_TEXT": "鼻子高低"
"CUST_VARIANT_SQUARES": "方格"
"CUST_WEAR_TUCKED_ZIPPED": "束入，拉上"
"CUST_ITEM_CM_PSC_FOOT_M_SNEAKERS": "高帮鞋"
"PLAYER_MORPH_TEMPLE_WIDTH_TEXT": "太阳穴宽度"
"CUST_ITEM_CM_NLME_EYES_M_SUNGLASSES": "网络墨镜"
"PLAYER_MORPH_MOUTH_EDGES_TEXT": "嘴角"
"CUST_ITEM_CF_LLR_NECK_F_IVORYCHOKER": "妖女项圈"
"CUST_CAT_HAIR_EYEBROWS": "眉毛"
"CUST_EXIT_WARNING_TITLE": "警告"
"PLAYER_CREATION_FIGURE_ATHLETIC": "运动"
"PLAYER_MORPH_NOSE_TIP_TEXT": "鼻尖"
"VCUST_UNDERGLOW_COLOR": "底盘灯颜色"
"CUST_ITEM_LEATHER_LACE_MALE_I": "公路霸王"
"CUST_ITEM_CM_HAT_CARDINAL_HAT": "红衣主教帽"
"CUST_MENU_LOGO_COLOR": "标志颜色"
"CUST_VARIANT_MATERIAL_15": "材质 #15"
"CUST_ITEM_CM_LPC_FOOT_M_HEROBOOTS": "钢埠英雄靴"
"CUST_VARIANT_STRIPE_2": "横条纹"
"CUST_WEAR_LOW_BOTH_ZIPPED": "低位"
"NOBODY_LOVE_NAME": "没人爱我"
"CUST_ITEM_CF_RING_F_LDYBUG_SPIDER": "虫虫特工戒指"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2D": "都市猎装高领款"
"CUST_SKIN_BLUE_1": "地下精灵"
"CUST_COMPLIMENT_Z": "竖大拇指"
"JEWELRY2_NAME": "闪闪惹人爱"
"PLAYER_MORPH_LIP_NOTCH_TEXT": "唇凹"
"PLAYER_MORPH_JOWLS_TEXT": "双下巴"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_SUSPENDERS": "超高腰裤，吊带"
"CUST_BODY_MASK": "全身涂装"
"CUST_COLOR_ORANGE_3": "橙色 3"
"CUST_WEAR_TATTOO_SAM_DESIGN1": "武士设计 1"
"CUST_WEAR_BUTTONED_HOOD_UP": "扣上，戴帽"
"CUST_ITEM_ZIMOS_BLING_PACK": "Z 风"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHRTBTTNS": "摩登男装"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_D": "假装一下（男款 D）"
"CUST_CAT_HAIR_FACIAL": "胡须"
"CUST_SAMEDI_TAUNT_A": "萨梅迪嘲讽 1"
"CUST_INSULT_HOOK": "右勾拳"
"CUST_MENU_HAIR": "发型"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_I": "嘻哈传奇"
"CUST_CAT_MAKEUP_AROUND_EYES": "眼周"
"CUST_SAMEDI_COMPLIMENT_D": "萨梅迪赞美 4"
"CUST_SKIN_RED_YELLOW_5": "病态黄"
"CUST_SKIN_METAL_2": "水银"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_H": "匪帮女孩"
"CUST_CAT_LEFT_HAND": "左手"
"PLAYER_MORPH_EYEBALLS_ELEVATION_TEXT": "眼球高低"
"PLAYER_MORPH_CHEEK_WIDTH_TEXT": "脸颊宽度"
"SLOT_WINDOW_GUARD": "车窗护栏"
"CUST_VARIANT_MATERIAL_#172": "普通"
"CUST_ITEM_CM_PSJ_UBDY_M_BDSHIRTVEST": "毛衣马甲配衬衫"
"CUST_ITEM_THREE_QUARTER_T_SHIRT": "旋风圈圈"
"CUST_ITEM_LEFT_UPPER_ARM_GEISHA_02": "拳击绷带"
"STORE_WEAPON_OWNED": "已拥有"
"CUST_VARIANT_FLOWERS": "花朵"
"CUST_WEAR_BACK LEFT": "后左"
"LOGO_VOLITION_3": "意志 3"
"CUST_PRIMARY_COLOR": "主色"
"PLAYER_MORPH_SKULL_SIZE_TEXT": "颅骨大小"
"PLAYER_MORPH_LOWER_LIP_NOTCH_TEXT": "下唇凹"
"CUST_ITEM_CM_NLMC_UBDY_M_SHIRTCOMBO": "锐舞 X 糖果构造"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPUP": "女式运动上衣（拉起）"
"CUST_TATTOO_HEAD": "头部"
"PLAYER_MORPH_LOWER_LIP_SIDES_SIZE_TEXT": "下唇侧大小"
"CUST_SKIN_RED_YELLOW_1": "恶魔红"
"CUST_VARIANT_BAGGAGE": "行李"
"CUST_ITEM_CM_PSF_UBDY_M_JERSEY23": "男式罚球球衣"
"CUST_VARIANT_PLAID_SMALL": "格纹 1"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-UP": "棉花糖大衣"
"PLAYER_MORPH_LOWER_LIP_MIDDLE_SIZE_TEXT": "下唇中部大小"
"CUST_VARIANT_TRIANGLE": "三角形"
"CUST_VARIANT_POLICE_CHIEF": "警长徽章"
"CUST_ITEM_CM_NECK_ROPECHAIN": "细链"
"CUST_ITEM_CM_LPE_HAND_M_GLOVESCOMB": "未来战士手套"
"CUST_ITEM_CM_DLC_HEAD_M_SHARKHAT": "鲨鱼咬帽"
"FACIAL_EXPRESSION_DISGUSTED": "厌恶"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2C": "都市猎装七分袖 T恤"
"CUST_ITEM_CM_LPG_MASK_M_MASKDOG": "狗狗式"
"CUST_VARIANT_CLOUDS": "云朵"
"CUST_ITEM_CM_RADIATIONSUIT": "为你燃烧"
"CUST_ITEM_CF_LPH_UBDY_F_CLSWEATER": "加油！队毛衣"
"CUST_ITEM_CM_LPH_NECK_M_PIRATENECKLACE": "海盗的财宝"
"CUST_INSULT_Q": "去你的"
"LOGO_UNIVERSITY_2": "斯蒂尔沃特大学 2"
"CUST_CAT_HAIR_HEAD": "头部"
"CUST_SKIN_BLUE_5": "冰封蓝"
"PLAYER_MORPH_OUTER_BROW_ELEVATION_TEXT": "眉尾高低"
"CUST_VARIANT_SHIRT_A": "样式 1"
"CUST_ITEM_CM_LLO_FOOT_M_LTHRBOOTS": "口袋火箭靴"
"CUST_BODY": "体型"
"PLAYER_MORPH_NOSE_TEXT": "鼻子"
"CUST_TATTOO_LUPPARM_3": "太阳之子"
"CUST_COMP_FEMALE_EYEBROWS_1": "拔过度"
"CUST_VARIANT_FLAME_2": "火焰 2"
"CUST_VARIANT_CHECKERS": "棋盘格"
"CUST_TATTOO_UPPER_LEG_RIGHT": "右上腿"
"CUST_TATTOO_ENTIRE_ARM_LEFT": "整个左臂"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_H": "啦啦队长"
"CUST_COMPLIMENT_J": "詹金斯"
"PLAYER_MORPH_EARS_WIDTH_TEXT": "耳朵宽度"
"PLAYER_MORPH_EYES_TEXT": "眼睛"
"LOGO_GHOST_2": "幽灵 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "左侧敞开，右侧卷起，高位"
"PRESET_WARNING_BODY2": "你将丢失已做出的全部更改。\n此操作无法撤销。\n\n继续？"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "下眼睑倾斜"
"CUST_ITEM_STAG_OUTFIT": "STAG 套装"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "女式运动上衣（放下）"
"CUST_CAT_HAT": "帽子"
"CUST_SKIN_GREY_2": "板岩灰"
"CUST_ITEM_SWAT_PANTS": "女孩打架紧身裤"
"PLAYER_CREATION_AGE_OLD": "年老"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "下颌高度"
"CUSTOM_WALK_9": "痞气步伐 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "上眼睑弧度"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "高位"
"CUST_TATTOO_TORSO_FRONT": "整个前胸"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "羽绒大衣"
"COMPONENT_CHASSIS": "组件底盘"
"LOGO_MECH_1": "机甲 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "耳朵俯仰"
"COLOR_SLOT_TRIM_AND_RIMS": "饰条与轮辋"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "OG 卫衣（拉起）"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "坏警察耳环"
"CUST_ITEM_WOMEN'S_BRA_3": "街头舒适文胸"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "恶棍与城堡板鞋"
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "快乐锐舞裤"
"PLAYER_CREATION_MENU_6": "皮肤"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "涟漪枢纽第三街"
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "支脚裤"
"CUST_MORPH_CAT_EARS": "耳朵"
"PAINT_2": "喷漆 2"
"CUST_VARIANT_POLO": "Polo 1"
"CUST_MOVEMENT_WALK": "移动风格"
"CUST_WEAR_NORMAL_HIGH": "正常，高位"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "机车手套"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "露趾高跟鞋"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "秀出你的枪 臂带"
"CUST_RONIN_TAUNT_C": "罗宁帮嘲讽 3"
"CUST_PRESET_RACE": "种族"
"PLAYER_MORPH_EARS_PITCH_TEXT": "耳朵角度"
"CUST_RACE_WHITE": "白人"
"FACIAL_EXPRESSION_EVIL": "邪恶"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "高腰裤，吊带"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "祭坛男孩法衣"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "机车夹克"
"CUST_MORPH_CAT_FOREHEAD": "额头"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "鼻中隔高低"
"PLAYER_CREATION_MENU_2": "头部"
"LOGO_HOE": "ETA Omicron Epsilon"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "邻居开衫"
"CUST_MORPH_CAT_NOSE": "鼻子"
"CUST_VARIANT_FULL_STRIPES": "全条纹"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "已婚"
"PLAYER_MORPH_MUSCLE_TEXT": "肌肉量"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "天外来客戒指"
"CUST_ITEM_CM_HAIR_LONGBG": "摇滚之爱"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "经典条纹手镯"
"CUST_RACE_HISPANIC": "拉美裔"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "涟漪枢纽 扫黑组 T恤"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "特别调查员"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "都市软呢帽"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "热粉低腰"
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "眼球深度"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "眼球大小"
"CUST_INSULT_A": "宠物侦探"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "上唇大小"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "耳朵宽度"
"PLAYER_MORPH_EAR_RIM_TEXT": "耳轮"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "摩登大衣夹克配领带"
"CUST_COMPLIMENT_N": "钞票花花公子"
"PLAYER_CREATION_PRESET_FEMALE": "女性"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "鼻孔大小"
"PLAYER_MORPH_HAIR_TEXT": "头发"
"CUST_INSULT_DUMP": "倒栽葱"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "颅后长度"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "恶棍与城堡 T恤 A"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "烈火流星"
"CUST_BRO_TAUNT_C": "兄弟会嘲讽 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "颅后深度"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "嘴部宽度"
"CUST_VARIANT_LARGE_FLOWERS": "大花朵"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "流浪汉手套"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "谋略混搭"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "船长手套"
"CUST_VARIANT_LEATHER_SKIRT": "皮革"
"CUST_WEAR_FRONT LEFT": "前左"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "下眼睑高度"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "眼睑形状"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "束入，扣上，超高腰裤，吊带"
"CUST_ITEM_CM_FPIC_SETA": "左眉钉与鼻钉"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "兄弟潮鞋"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "偏分短发右"
"CUST_ITEM_MALE_KILLBANEMASK": "杀霸面具"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "经典条纹手镯"
"CUST_HAIR_ACCESSORY_COLOR": "发饰颜色"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "歌舞伎"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "糖果女孩短裙"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "运动上衣组合"
"CUST_CAT_EAR_PIERCINGS": "耳饰"
"CUST_LOGO_COLOR": "标志颜色"
"PLAYER_MORPH_EAR_ROLL_TEXT": "耳朵卷曲"
"SLOT_ENGINE": "引擎"
"SK05": "皮肤 05"
"CUSTOM_WALK_5": "蹦跳风"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "嘴角"
"COMPONENT_DECAL_4": "贴花 4 "
"CUST_VARIANT_BRONZE": "青铜"
"CUST_SKIN_BLACK_01": "非裔 1"
"CUST_SKIN_PURPLE_2": "圣徒紫"
"CUSTOM_WALK_11": "痞气步伐 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "颧骨高低"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "基础内裤"
"CUST_VOICE_MALE_BLACK": "男性 2"
"SURGEON_CAT_SKIN": "皮肤"
"CUST_VARIANT_POTHEAD": "火焰"
"CUST_VARIANT_FISHNET_2": "渔网 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "卡巴纳腕表"
"CUST_RONIN_COMPLIMENT_A": "罗宁帮赞美 1"
"CUST_TATTOO_LOWER_ARM_LEFT": "左下臂"
"CUST_COMPLIMENT_F": "怪咖"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "面部高度"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "军人"
"CUST_TATTOO_UPPER_ARM_RIGHT": "右上臂"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "太阳穴高低"
"CUST_SKIN_OILED_1": "油光高加索 1"
"CUSTOM_WALK_FEMALE_3": "淑女痞子"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "鼻子大小"
"PLAYER_CREATION_PRESET_WHITE": "高加索"
"CUST_INSULT_I": "“四分之一圈前 + A”"
"CUST_MAKEUP_AREA_CHEEKS": "脸颊"
"CUST_TERTIARY_COLOR": "第三颜色"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "头顶宽度"
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "蒸汽朋克露指手套"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "兄弟衬衫组合"
"PLAYER_MORPH_EARS_DEPTH_TEXT": "耳朵深度"
"CUST_CAT_HANDS": "手部"
"CUST_TATTOO_HAND_RIGHT": "右手"
"LOGO_NUMBER7": "数字 7"
"LOGO_SKEETERS_1": "斯基特斯 1"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "加油！队短裙"
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "独立潮鞋"
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "钢埠英雄裤"
"CUST_ITEM_CF_HAIR_PIXIE": "精灵短发"
"CUST_COMPLIMENT_B": "目瞪口呆"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "少年兵靴"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "拳击绷带"
"CUST_INSULT_M": "升天"
"CUST_SKIN_OILED_5": "油光非裔 2"
"CUSTOM_WALK_FEMALE_7": "淑女摇摆"
"CUST_MORPH_CAT_CHEEKBONES": "颧骨"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "颅后宽度"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "嘴部深度"
"SLOT_GAS_CAPS": "油箱盖"
"SUIT_1": "西装 1"
"LOGO_VIRAL_2": "病毒 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "束入，扣上，超高腰裤，无吊带，领带"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "混战格斗臂甲"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "鼻型"
"FACIAL_EXPRESSION_HAUGHTY": "傲慢"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "鼻孔中部高度"
"CUST_VARIANT_BRA_2": "花朵"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "船长裤"
"CUST_ITEM_CARDINAL_OUTFIT": "红衣主教 "
