"CUST_ITEM_CF_HAIR_MED": "MI-LONGS"
"VEHICLE_COLOR_ALLOY": "ALLIAGE"
"VEHICLE_COLOR_FURIOUS_ORANGE": "ORANGE FURIEUX"
"RIM_182": "SD WGM TB"
"LOGO_GHOST_2": "FANTÔME 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "Ouvert G, revers D, haut"
"PRESET_WARNING_BODY2": "Tu vas perdre toutes les modifications effectuées.\nIl sera impossible de revenir en arrière.\n\nContinuer?"
"CUST_COLOR_GRAY": "GRIS"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "INCLINAISON LÈVRE INFÉRIEURE"
"CUST_TATTOO_RFORARM_3": "VOLEUR"
"CUST_COMP_FACE_BLOODY_SMEAR": "ENSANGLANTÉ(E)"
"CUST_COMP_FACE_MOLE_2": "GRAIN DE BEAUTÉ 2"
"VEHICLE_COLOR_PINK_SALMON": "ROSE SAUMON"
"CUST_ITEM_STAG_OUTFIT": "TENUE DE STAG"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "VESTE DE SURVÊTEMENT"
"CUST_CAT_HAT": "CHAPEAUX"
"CUST_SKIN_GREY_2": "GRIS ARDOISE"
"COMPONENT_ADD_REINFORCED_FRAME": "STRUCTURE RENFORCÉE"
"CUST_VARIANT_PECTORAL_COLORS": "BLOCS"
"CUST_WEAR_ZIPPED": "FERMÉ"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "COMBATTANT STEAMPUNK"
"CUST_ITEM_SWAT_PANTS": "COLLANTS DE COMBAT (FEMME)"
"PLAYER_CREATION_AGE_OLD": "VIEUX"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "HAUTEUR DE LA MÂCHOIRE"
"VEHICLE_PAINT_GLOSS_PAINT": "PEINTURE VERNIE"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "LUNETTES D'AVIATEUR SOUTH BEACH"
"CUST_SKIN_GREEN_2": "VERT PUTRIDE"
"CUSTOM_WALK_9": "STYLE VOYOU 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "COURBE PAUPIÈRE SUPÉRIEURE"
"VEHICLE_COLOR_TINT_70": "TEINTE 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "OR BLANC"
"CUST_VARIANT_PLASTIC": "PLASTIQUE"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "HAUT"
"CUST_TATTOO_TORSO_FRONT": "TOUT LE TORSE"
"CUST_ITEM_CF_DLC_BC_OUTFIT": "TOP CANON SANGLANTE"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "MANTEAU BOUFFANT"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Se lance plus loin."
"CUST_COMP_EYES_PURPLE": "VIOLET"
"CUST_COLOR_BRIGHT_PINK": "ROSE CLAIR"
"COMPONENT_CHASSIS": "COMPOSANT CHÂSSIS"
"LOGO_MECH_1": "ROBOT 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "INCLINAISON DES OREILLES"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "JAUNE-VERT 2"
"CUST_TATTOO_CHEST_1": "SIX SHOOTERS"
"CUST_COMP_TEST_EYE_MAKEUP": "NUIT DE FÊTE"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "TEINTE VERT CLAIR"
"COLOR_SLOT_TRIM_AND_RIMS": "GARNITURE ET JANTES"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "SWEAT GANGSTA CLASSIQUE (CAPUCHE)"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "MAUVAIS FLIC"
"CUST_ITEM_WOMEN'S_BRA_3": "SOUTIEN-GORGE CONFORT"
"CUST_COMP_FACE_BANDAGE_2": "BANDAGE FRONT"
"VEHICLE_COLOR_TINT_100": "TEINTE 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "T-SHIRT SANS MANCHES ROULÉ"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "BASKETS CROOKS & CASTLES"
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "PANTALON \"RAVER HEUREUX\""
"PLAYER_CREATION_MENU_6": "PEAU"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "JAUNE-ORANGE 7"
"CUST_TATTOO_LHAND_5": "DÉSOSSÉ"
"CUST_COLOR_INDIGO_1": "INDIGO 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "PETITS POIS"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "RIPPLE JUNCTION \"THIRD STREET\""
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "PANTALON DE BÉQUILLE"
"CUST_MORPH_CAT_EARS": "OREILLES"
"CUST_COMP_EYES_CAT_GREEN": "VERT CHAT"
"VEHICLE_COLOR_DYNASTY_BLUE": "BLEU DYNASTIE"
"SLOT_RIMS_REAR": "JANTES ARRIÈRE"
"COMPONENT_DECAL_8": "DÉCALCO 8"
"PAINT_2": "PEINTURE 2"
"CUST_VARIANT_POLO": "POLO 1"
"CUST_MOVEMENT_WALK": "STYLE DE MOUVEMENT"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "TEINTE MARRON CLAIR"
"SLOT_WINDOWS": "FENÊTRES"
"CUST_VARIANT_CRAZY_JACKET_TEST": "VESTE FANTAISIE TEST"
"CUST_WEAR_NORMAL_HIGH": "NORMAL, HAUT"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "GANTS DE MOTARD"
"HASH_C1DEC751": "DALLAS"
"CUST_COMP_MALE_EYEBROWS_3": "CRO-MAGNON"
"VEHICLE_COLOR_COCONUT_TAN": "NOIX DE COCO"
"DARK_PURPLE": "VIOLET FONCÉ"
"CUST_VARIANT_TAPE": "RUBAN"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "TALONS OUVERTS"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "BRASSARD \"MONTRE TES MUSCLES\""
"CUST_RONIN_TAUNT_C": "VANNE RONIN 3"
"CUST_PRESET_RACE": "TYPE"
"PLAYER_MORPH_EARS_PITCH_TEXT": "ANGLE DES OREILLES"
"CUST_COLOR_CLOTHING_ORANGE_4": "ORANGE 4"
"SLOT_BUMPERS": "PARE-CHOCS"
"CUST_VARIANT_TRIM": "GARNITURE"
"CUST_RACE_WHITE": "BLANC"
"FACIAL_EXPRESSION_EVIL": "MALÉFIQUE"
"CUST_VARIANT_VERT_STRIPES": "BANDES VERTICALES"
"CUST_VARIANT_SEMI_GLOSS": "SEMI-BRILLANT"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "MULTICOLORE MOYEN"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "HAUT, BRETELLES"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "SOUTANE GARÇON D'AUTEL"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "VESTE DE MOTARD"
"MALE_HUGE": "HOMME, ÉNORME"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "BOTTES DE COMBAT NETWORK"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "DIAMANT DROITE"
"CUST_MORPH_CAT_FOREHEAD": "FRONT"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "HAUTEUR DU SEPTUM"
"PLAYER_CREATION_MENU_2": "TÊTE"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "JAUNE-VERT 6"
"CUST_TATTOO_CHEST_5": "RÉDEMPTION"
"VEHICLE_COLOR_ROYAL_PURPLE": "VIOLET ROYAL"
"LOGO_HOE": "ETA OMICRON EPSILON"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "CARDIGAN \"GENTIL VOISIN\""
"CUST_MORPH_CAT_NOSE": "NEZ"
"CUST_COMP_MUSTACHE_19": "PETITE LIGNE"
"RIM_INDUSTRIAL": "INDUSTRIELLE"
"OPTION_39": "OPTION 39"
"SLOT_COLOR_SCHEMES": "PALETTES DE COULEURS"
"CUST_VARIANT_FULL_STRIPES": "BANDES"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "NON DISPONIBLE"
"PLAYER_MORPH_MUSCLE_TEXT": "MUSCULATURE"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "JAUNE-ORANGE 3"
"CUST_TATTOO_LHAND_1": "G A U C H E"
"CUST_COLOR_PURPLE_4": "VIOLET 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "BAGUE \"HORS DE CE MONDE\""
"CUST_ITEM_CM_HAIR_LONGBG": "AMOUR ROCK"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "BRACELET CLASSIQUE À BANDES"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "Les roquettes guidées par laser suivent ton réticule. Le système de visée te permet de verrouiller des cibles."
"CUST_TATTOO_RCALF_2": "FAIS TA PRIÈRE"
"CUST_TATTOO_LARM_5": "FLOTTEUR"
"CUST_TATTOO_LUPPARM_7": "CHUTE DU RONIN"
"CUST_COMP_FEMALE_EYEBROWS_5": "ÉPAIS FÉMININS"
"CUST_COMP_EYES_BROWN": "MARRON"
"Auburn": "AUBURN  "
"CUST_RACE_HISPANIC": "LATIN"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "RIPPLE JUNCTION GANGBUSTERS T"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "ENQUÊTEUR SPÉCIAL"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "CHAPEAU MÉTRO"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "TAILLE BASSE \"HOT PINK\""
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "PROFONDEUR GLOBES OCULAIRES"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "TAILLE DES GLOBES OCULAIRES"
"CUST_VARIANT_STRAPLESS": "SANS STRAP"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "CHAPEAU KABANA"
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "COL ROULÉ DÉFILÉ PARISIEN"
"CUST_CAT_FACE_WEAR": "ACCESSOIRES VISAGE"
"CUST_INSULT_A": "INSPECTEUR DOMESTIQUE"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "TAILLE DE LA LÈVRE SUPÉRIEURE"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "LARGEUR DES OREILLES"
"PLAYER_MORPH_EAR_RIM_TEXT": "BORD DES OREILLES"
"CUST_COMP_FACE_NATURAL_EYES": "YEUX NATURELS"
"CUST_VARIANT_MEDIUM": "MOYEN"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "MANTEAU 3/4 AVEC CRAVATE"
"CUST_COMPLIMENT_N": "LE DOLLAR DANDY"
"PLAYER_CREATION_PRESET_FEMALE": "FEMME"
"CUST_VARIANT_SMALL_STRIPES": "PETITES BANDES"
"CUST_VARIANT_STIPES_1": "BANDES 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "CHAPEAU DE DÉBAUCHE"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "TAILLE DES NARINES"
"PLAYER_MORPH_HAIR_TEXT": "CHEVEUX"
"CUST_GANG_GENERIC": "SAINT"
"VEHICLE_PAINT_GANG_RONIN": "RONIN"
"CUST_VARIANT_WATCHBAND": "BRACELET DE MONTRE"
"CUST_INSULT_DUMP": "CAMION À BENNE"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "LONGUEUR ARRIÈRE DU CRÂNE"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "Le lance-grenades inclus envoie les grenades plus loin et plus vite. Le chargeur contient plus de munitions."
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "ARME 1"
"DARK_YELLOW-GREEN": "JAUNE-VERT FONCÉ"
"CUST_VARIANT_THREE_COLORS": "TRICOLORE"
"CUST_VARIANT_TIES_": "CRAVATES"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "T-SHIRT CROOKS & CASTLES A"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "TRAÎNÉE ARDENTE"
"CUST_BRO_TAUNT_C": "VANNE BROTHERHOOD 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "PROFONDEUR DE L'ARRIÈRE-CRÂNE"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "LARGEUR DE LA BOUCHE"
"VEHICLE_PAINT_STANDARD_MATERIAL": "MATÉRIAU STANDARD"
"COMPONENT_REGULAR_PROFILE": "SILHOUETTE NORMALE"
"SLOT_SUSPENSION_STYLE": "STYLE DE SUSPENSIONS"
"SLOT_PRIMARY_SURFACES": "SURFACES PRINCIPALES"
"CUST_VARIANT_LARGE_FLOWERS": "GRANDES FLEURS"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "GANTS DE VAGABOND"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "MEDLEY STRATAGÈME"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "GANTS DU CAPITAINE"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Augmente la cadence de tir et diminue le recul."
"CUST_TATTOO_RFORARM_7": "ASCENSION DES SAINTS"
"CUST_TATTOO_UPPBACK_8": "ANGÉLIQUE"
"CUST_COMP_FACE_MOLE_6": "GRAIN DE BEAUTÉ 6"
"SEXY_1": "SEXY 1"
"CUST_VARIANT_LEATHER_SKIRT": "CUIR"
"CUST_WEAR_FRONT LEFT": "AVANT GAUCHE"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "HAUTEUR PAUPIÈRE INFÉRIEURE"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "FORME DES PAUPIÈRES"
"CUST_COMP_EYE_MAKEUP_12": "LINER PUNK"
"SLOT_NITROUS_DESC": "Équipe ton véhicule de nitro, cela te permet d'augmenter ta vitesse quand tu en as le plus besoin."
"LOGO_BRITISH": "DRAPEAU BRITANNIQUE"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "BANDES HORIZONTALES"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "RENTRÉ, BOUTONNÉ, TRÈS HAUT, BRETELLES"
"CUST_ITEM_CM_FPIC_SETA": "CLOU SOURCIL GAUCHE/NARINE"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "ESPADRILLES BROSEPH"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Transporte plus de sacoches explosives."
"CUST_TATTOO_NECK_6": "MORSURE D'ARAIGNÉE"
"SLOT_SPOILER": "BECQUETS"
"CUST_VARIANT_FEEDDOGS": "NOURRIR LES CHIENS"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "CHAÎNE COURTE"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "COURTS DROITE"
"CUST_ITEM_MALE_KILLBANEMASK": "MASQUE DE KILLBANE"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "BRACELET CLASSIQUE À BANDES"
"CUST_HAIR_ACCESSORY_COLOR": "COULEUR ACCESSOIRE CHEVEUX"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Transporte plus de missiles."
"CUST_TATTOO_LOWBACK_2": "SUIVI À LA TRACE"
"CUST_COLOR_BLONDE": "BLOND"
"CUST_COLOR_FLESH_2": "CHAIR 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "COL ROULÉ BRANCHÉ"
"CUST_ITEM_CF_HAIR_LONGDREADS": "RASTA"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "KABUKI"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "JUPE DE POUF"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "VESTE DE SPORT (FEMME)"
"CUST_CAT_EAR_PIERCINGS": "PIERCINGS OREILLE"
"CUST_LOGO_COLOR": "COULEUR LOGO"
"PLAYER_MORPH_EAR_ROLL_TEXT": "ANGLE DES OREILLES"
"RIM_SET_004": "PACK JANTES 4"
"VEHICLE_PAINT_RUBBER": "GOMME"
"COLOR_SLOT_INTERIOR": "INTÉRIEUR"
"COMPONENT_OPTION_6": "OPTION 6"
"SLOT_ENGINE": "MOTEUR"
"SK05": "PEAU05"
"CUSTOM_WALK_5": "STYLE BRANCHÉ"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "COMMISSURES DE LA BOUCHE"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "VIOLET-ROUGE 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "BRUN 6"
"CUST_COMP_MUSTACHE_11": "CÔTELETTES DE MOUTON"
"COMPONENT_DECAL_4": "DÉCALCO 4"
"CUST_VARIANT_BRONZE": "BRONZE"
"CUST_SKIN_BLACK_01": "AFRO-AMÉRICAIN 1"
"CUST_TATTOO_FACE_1": "CHAT SAUVAGE"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "ROBE GO-GO"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "PANTALON DE GOLF"
"CUST_SKIN_PURPLE_2": "VIOLET SAINTS"
"CUSTOM_WALK_11": "STYLE VOYOU 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "HAUTEUR DES POMMETTES"
"CUST_COMP_FACE_MAKEUP_6": "REPTILE"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "ROSE PRINCESSE"
"VEHICLE_PAINT_GLASS": "VITRÉE"
"MALE_AVERAGE": "HOMME, MOYEN"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "PETITE CULOTTE"
"CUST_VOICE_MALE_BLACK": "HOMME 2"
"SURGEON_CAT_SKIN": "PEAU"
"CUST_TATTOO_RHAND_6": "ET LAISSER MOURIR"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "ANNÉES 70 - 80"
"HAIR_COLOR_GREEN": "VERTS"
"LOGO_SHARKS_TEXT_1": "TEXTE REQUINS 1"
"CUST_VARIANT_POTHEAD": "FLAMMES"
"CUST_VARIANT_FISHNET_2": "FILET DE PÊCHE 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "MONTRE KABANA"
"CUST_RONIN_COMPLIMENT_A": "COMPLIMENT RONIN 1"
"CUST_TATTOO_LCALF_5": "SOUFFLE DU DRAGON"
"CUST_VARIANT_LEATHER": "CUIR"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "LET'S PRETEND FEMME D"
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "PANTALON SADO MASO"
"CUST_TATTOO_LOWER_ARM_LEFT": "BRAS GAUCHE BAS"
"CUST_COMPLIMENT_F": "LE NOVICE"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "HAUTEUR DU VISAGE"
"CUST_COLOR_CLOTHING_GREYS_7": "GRIS 7"
"CUST_COMP_CHEEK_MAKEUP_1": "JEUNE MARIÉE ROUGISSANTE"
"CUST_VARIANT_THINSTRIPES": "BANDES FINES"
"CUST_VARIANT_SAILOR": "MARIN"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "PLAQUES MILITAIRES"
"CUST_TATTOO_UPPER_ARM_RIGHT": "BRAS DROIT HAUT"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "HAUTEUR DES TEMPES"
"VEHICLE_COLOR_BLUSH_GRAY": "GRIS ROSE"
"HAIR_White": "BLANC"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "JEAN CROOKS & CASTLES"
"CUST_ITEM_LONG_ROPE_CHAIN_2": "CHAÎNE MAUVAISE FILLE"
"CUST_SKIN_OILED_1": "CAUCASIEN HUILÉ 1"
"CUSTOM_WALK_FEMALE_3": "FEMME GANGSTER"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "TAILLE DU NEZ"
"PLAYER_CREATION_PRESET_WHITE": "CAUCASIEN"
"SLOT_FRONT_BUMPER": "PARE-CHOCS AVANT"
"DARK_BLUE-GREEN": "BLEU-VERT FONCÉ"
"CUST_TATTOO_LOWER_CHEST": "BAS DU TORSE"
"CUST_INSULT_I": "UN QUART PLUS TÔT"
"CUST_MAKEUP_AREA_CHEEKS": "JOUES"
"CUST_TERTIARY_COLOR": "COULEUR TERTIAIRE"
"CUST_VARIANT_SPARKLE": "ÉTINCELLES"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "LARGEUR DE LA TÊTE"
"COLOR_SLOT_PAINT_1_AND_RIMS_1": "PEINTURE 1 ET JANTES 1"
"COLOR_SLOT_CASKET": "CERCUEIL"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOWV": "T-SHIRT BRANCHÉ"
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "MITAINES STEAMPUNK"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "COMBO HAUT BROSEPH"
"PLAYER_MORPH_EARS_DEPTH_TEXT": "PROFONDEUR DES OREILLES"
"CUST_GANG_GUARD": "GARDES"
"RIM_SET_021": "PACK JANTES 21"
"HAIR_COLOR_BLACK": "NOIRS"
"CUST_CAT_HANDS": "MAINS"
"CUST_TATTOO_HAND_RIGHT": "MAIN DROITE"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_3": "Augmente la capacité de tes chargeurs."
"CUST_COMP_EYE_MAKEUP_5": "FASHION"
"SLOT_WHEELS": "ROUES"
"LOGO_NUMBER7": "NUMÉRO 7"
"LOGO_SKEETERS_1": "SKEETERS 1"
"CUST_COLOR_CLOTHING_GREYS_3": "GRIS 3"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_4": "Attention, odeur nauséabonde."
"CUST_COMP_CHEEK_MAKEUP_5": "MÉLANCOLIE"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "JUPE DE POM-POM GIRL"
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "CHAUSSURES INDIE"
"CUST_TATTOO_LCALF_1": "MUNITIONS SUPP."
"CUST_VARIANT_STARS": "ÉTOILES"
"CUST_ITEM_FEMALE_NLM_EARRINGS_3": "VIE DE MERDE"
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "PANTALON DE HÉROS DE STEELPORT"
"CUST_ITEM_CF_HAIR_PIXIE": "COURTS ET MIGNONS"
"CUST_COMPLIMENT_B": "ASSOMMÉ(E)"
"CUST_VARIANT_PUNK": "PUNK"
"CUST_VARIANT_KAHKI": "KAKI"
"CUST_VARIANT_TARZAAN": "JUNGLE"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "BOTTES DE JEUNE SOLDAT"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "BANDAGES QUI TUENT"
"CUST_INSULT_M": "ASCENSION"
"CUST_GANG_WRESTLER": "CATCHEUR"
"VEHICLE_COLOR_BERRY_RED": "ROUGE BAIE"
"SLOT_DOOR_MODS": "MODIFS PORTE"
"CUST_VARIANT_3_TYPE_SOLID": "TRICOLORE"
"CUST_ITEM_CM_IMPM_FOOT_M_SANDLES": "TONGS KABANA"
"CUST_SKIN_OILED_5": "AFRO-AMÉRICAIN HUILÉ 2"
"CUSTOM_WALK_FEMALE_7": "FEMME SE BALANÇANT"
"CUST_MORPH_CAT_CHEEKBONES": "POMMETTES"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "LARGEUR ARRIÈRE DU CRÂNE"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "PROFONDEUR DE LA BOUCHE"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_4": "Aumente la cadence de tir. Le canon allongé aide à réduire le recul."
"CUST_TATTOO_UPPBACK_4": "CRAPAUD À LÉCHER"
"VEHICLE_COLOR_DEEP_BRUNSWICK_GREEN": "VERT BRUNSWICK PROFOND"
"VEHICLE_COLOR_CATALYST_GREEN": "VERT ÉCOLO"
"SLOT_GAS_CAPS": "BOUCHONS RÉSERVOIR"
"SUIT_1": "COSTUME 1"
"LOGO_VIRAL_2": "VIRAL 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "RENTRÉ, BOUTONNÉ, TRÈS HAUT, SANS BRETELLES, CRAVATE"
"LIGHT_BROWN": "CHÂTAIN CLAIR"
"LOGO_STALKER": "STALKER"
"CUST_VARIANT_CAMO": "CAMOUFLAGE"
"CUST_ITEM_FEMALE_LL_UNDWEAR_2": "CULOTTE \"TOUT MON AMOUR\""
"CUST_ITEM_CF_PSA_UBDY_F_GFXHOODIEUP": "SWEAT DES SAINTS À CAPUCHE (RELEVÉE)"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "GANT MURDERBRAWL"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "STYLE DE NEZ"
"FACIAL_EXPRESSION_HAUGHTY": "HAUTAIN"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "HAUTEUR DU MILIEU DES NARINES"
"CUST_COMP_EYE_MAKEUP_1": "YEUX DE RATON LAVEUR"
"LOGO_SKEETERS_5": "SKEETERS 5"
"LOGO_NUMBER3": "NUMÉRO 3"
"CUST_VARIANT_BRA_2": "FLEURS"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "PANTALON DU CAPITAINE"
"HAIR_COLOR_BLEACHED": "DÉCOLORÉS"
"CUST_ITEM_FEMALE_NLM_OUTFIT_C": "HAUTE COUTURE GOTHIQUE"
"CUST_ITEM_CARDINAL_OUTFIT": "LE CARDINAL"
"PLAYER_MORPH_EAR_DEPTH_TEXT": "PROFONDEUR DES OREILLES"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_4": "Vise plus rapidement et transporte plus de munitions."
"CUST_TATTOO_NECK_2": "LÉZARD"
"CUST_COMP_BODY_MASK_2": "BRONZAGE BIKINI SHORT"
"LOGO_MUSEUM_ERO_2": "EROMENOS MUSEUM 2"
"CUST_VARIANT_2COLOR_THICK": "BICOLORE, ÉPAIS"
"CUST_ITEM_CF_HAIR_SWIRLUP": "BANANE"
"CUST_COLOR_CLOTHING_ORANGE_8": "ORANGE 8"
"CUST_COMP_EYE_MAKEUP_16": "PRÊTRE ÉGYPTIEN"
"VEHICLE_COLOR_BRUISED_PLUM_PURPLE": "VIOLET PRUNE"
"CUST_VARIANT_BEAT_COP": "PLAQUE DE FLIC"
"CUST_ITEM_CM_FPIC_SETE": "PERCÉ PARTOUT"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "BAS DE BIKINI DE BAIGNADE"
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "COLLIER D'INCOMPRIS"
"CUST_TATTOO_UPPER_BACK": "HAUT DU DOS"
"VEHICLE_COLOR_TABLETOP_GRAY": "GRIS PLATEAU"
"VEHICLE_COLOR_REGATTA_BLUE": "BLEU RÉGATE"
"COMPONENT_OPTION_2": "OPTION 2"
"SK01": "PEAU01"
"CUST_VARIANT_THIN_TRI_COLOR": "TRICOLORE FIN"
"CUST_WEAR_TUCKED_BUTTONED_TIE": "RENTRÉ, BOUTONNÉ, CRAVATE"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "MAILLOT \"LANCER FRANC\" FEMME"
"CUST_ITEM_CM_SAINTSHEADSET": "ASTRO A40 SAINTS HEADSET"
"CUSTOM_WALK_1": "STYLE VOYOU 1"
