"CUST_ITEM_CF_HAIR_MED": "POR EL HOMBRO"
"CUST_VARIANT_CMSHO_UUTIBOOT03": "CUERO"
"CUST_VARIANT_STRIPES_3": "RAYAS 3"
"CUST_TATTOO_UPPER_LEG_RIGHT": "PIERNA DERECHA SUPERIOR"
"CUST_TATTOO_ENTIRE_ARM_LEFT": "TODO EL BRAZO IZQUIERDO"
"LOGO_TUX": "ESMOQUIN"
"CUST_VARIANT_RIVET": "REMACHE"
"CUST_VARIANT_MATERIAL_3": "CUST_VARIANT_MATERIAL#3"
"CUST_ITEM_FEMALE_PS_EARRINGS_3": "AROS CHICA DE JERSEY"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_H": "CAPITANA ANIMADORA"
"CUST_COMPLIMENT_J": "EL JENKINS"
"PLAYER_MORPH_EARS_WIDTH_TEXT": "ANCHURA OREJAS"
"PLAYER_MORPH_EYES_TEXT": "OJOS"
"CUST_COMP_EYE_MAKEUP_9": "ESTILO PARA TODOS LOS DÍAS"
"VEHICLE_COLOR_ALLOY": "ALEACIÓN"
"VEHICLE_COLOR_FURIOUS_ORANGE": "NARANJA FURIOSO"
"RIM_182": "SD WGM TB"
"LOGO_GHOST_2": "FANTASMA 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "Iz. crem. bajada, der. enrollado, altos"
"PRESET_WARNING_BODY2": "Perderás todos los cambios que hayas hecho.\nEsta acción no se podrá cambiar.\n\n¿Continuar?"
"CUST_COLOR_GRAY": "GRIS"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "INCLINACIÓN LABIO INFERIOR"
"CUST_TATTOO_RFORARM_3": "CRIMEN ORGANIZADO"
"CUST_COMP_FACE_BLOODY_SMEAR": "FESTÍN DE SANGRE"
"CUST_COMP_FACE_MOLE_2": "LUNAR 2"
"VEHICLE_COLOR_PINK_SALMON": "ROSA SALMÓN"
"CUST_ITEM_STAG_OUTFIT": "TRAJE DE LA STAG"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "CHAQUETA DE CHÁNDAL DE CHICA ABAJO"
"CUST_CAT_HAT": "SOMBREROS"
"CUST_SKIN_GREY_2": "GRIS PIZARRA"
"COMPONENT_ADD_REINFORCED_FRAME": "CHASIS REFORZADO"
"CUST_VARIANT_PECTORAL_COLORS": "BLOQUES"
"CUST_WEAR_ZIPPED": "CREM. ABROCHADA"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "LUCHADOR STEAMPUNK"
"CUST_ITEM_SWAT_PANTS": "LEOTARDOS DE PELEA DE CHICAS"
"PLAYER_CREATION_AGE_OLD": "VIEJO"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "ALTURA MANDÍBULA"
"VEHICLE_PAINT_GLOSS_PAINT": "PINTURA ACABADO BRILLANTE"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "AVIADOR DE SOUTH BEACH"
"CUST_SKIN_GREEN_2": "VERDE PUTREFACTO"
"CUSTOM_WALK_9": "MATÓN ESTILO 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "CURVA PÁRPADO SUPERIOR"
"VEHICLE_COLOR_TINT_70": "TINTE 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "ORO BLANCO"
"CUST_VARIANT_PLASTIC": "PLÁSTICO"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "ALTO"
"CUST_TATTOO_TORSO_FRONT": "FRONTAL ENTERO"
"CUST_ITEM_CF_DLC_BC_OUTFIT": "CANONESA SANGRIENTA"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "ANORAK DE PLUMAS"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Lanza más lejos."
"CUST_COMP_EYES_PURPLE": "MORADO"
"CUST_COLOR_BRIGHT_PINK": "ROSA VIVO"
"COMPONENT_CHASSIS": "CHASIS"
"LOGO_MECH_1": "ROBOT 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "INCLINACIÓN DE OREJAS"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "VERDE AMARILLENTO 2"
"CUST_TATTOO_CHEST_1": "ALTA PUNTERÍA"
"CUST_COMP_TEST_EYE_MAKEUP": "BIEN ENTRADA LA NOCHE"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "TINTE VERDE CLARO"
"COLOR_SLOT_TRIM_AND_RIMS": "EMBELLECEDOR Y LLANTAS JUEGO"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "SUDADERA PANDILLERO CON CAPUCHA PUESTA"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "PENDIENTES POLI MALO"
"CUST_ITEM_WOMEN'S_BRA_3": "SOSTÉN CÓMODO"
"CUST_COMP_FACE_BANDAGE_2": "TIRITA EN LA FRENTE"
"VEHICLE_COLOR_TINT_100": "TINTE 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "CAMISETA AJUSTADA POR DENTRO"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "ZAPATILLAS CROOKS & CASTLES"
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "PANTALONES DE JUERGUISTA FELIZ"
"PLAYER_CREATION_MENU_6": "PIEL"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "NARANJA AMARILLENTO 7"
"CUST_TATTOO_LHAND_5": "HUESUDO"
"CUST_COLOR_INDIGO_1": "AÑIL 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "TOPOS ROJOS PEQUEÑOS"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "RIPPLE JUNCTION 3RD STREET"
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "PANTALONES DE SOPORTE"
"CUST_MORPH_CAT_EARS": "OREJAS"
"CUST_COMP_EYES_CAT_GREEN": "VERDE GATO"
"VEHICLE_COLOR_DYNASTY_BLUE": "AZUL DINÁSTICO"
"SLOT_RIMS_REAR": "LLANTAS TRASERAS"
"COMPONENT_DECAL_8": "PEGATINA 8"
"PAINT_2": "PINTURA 2"
"CUST_VARIANT_POLO": "POLO 1"
"CUST_MOVEMENT_WALK": "ESTILO MOVIMIENTO"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "TINTE MARRÓN CLARO"
"SLOT_WINDOWS": "VENTANAS"
"CUST_VARIANT_CRAZY_JACKET_TEST": "CHAQUETA DE PRUEBAS"
"CUST_WEAR_NORMAL_HIGH": "NORMAL, ALTO"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "GUANTES DE MOTORISTA"
"HASH_C1DEC751": "DALLAS"
"CUST_COMP_MALE_EYEBROWS_3": "CROMAÑÓN"
"VEHICLE_COLOR_COCONUT_TAN": "BEIGE COCO"
"DARK_PURPLE": "MORADO OSCURO"
"CUST_VARIANT_TAPE": "CINTA"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "ZAPATOS DE TACÓN"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "BRAZALETE MUESTRA TUS MÚSCULOS"
"CUST_RONIN_TAUNT_C": "PROVOCACIÓN DE LOS RONIN 3"
"CUST_PRESET_RACE": "RAZA"
"PLAYER_MORPH_EARS_PITCH_TEXT": "SESGO OREJAS"
"CUST_COLOR_CLOTHING_ORANGE_4": "NARANJA 4"
"SLOT_BUMPERS": "PARACHOQUES"
"CUST_VARIANT_TRIM": "EMBELLECEDOR LATERAL"
"CUST_RACE_WHITE": "BLANCO"
"FACIAL_EXPRESSION_EVIL": "PERVERSO"
"CUST_VARIANT_VERT_STRIPES": "RAYAS VERTICALES"
"CUST_VARIANT_SEMI_GLOSS": "SEMIBRILLANTE"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "MULTICOLOR MEDIANO"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "ALTO, TIRANTES"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "SOTANA DE MONAGUILLO"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "CHAQUETA DE MOTORISTA"
"MALE_HUGE": "VARÓN ENORME"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "BOTAS DE COMBATE NETWORK"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "EL MEJOR AMIGO DE UNA MUJER DCHA."
"CUST_MORPH_CAT_FOREHEAD": "FRENTE"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "ALTURA TABIQUE"
"PLAYER_CREATION_MENU_2": "CABEZA"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "VERDE AMARILLENTO 6"
"CUST_TATTOO_CHEST_5": "BUSCA EL PERDÓN"
"VEHICLE_COLOR_ROYAL_PURPLE": "MORADO REAL"
"LOGO_HOE": "ETA OMICRON EPSILON"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "CÁRDIGAN NEIGHBOR"
"CUST_MORPH_CAT_NOSE": "NARIZ"
"CUST_COMP_MUSTACHE_19": "LÍNEA FINA"
"RIM_INDUSTRIAL": "INDUSTRIAL"
"OPTION_39": "OPCIÓN 39"
"SLOT_COLOR_SCHEMES": "ESQUEMAS DE COLOR"
"CUST_VARIANT_FULL_STRIPES": "RAYAS COMPLETAS"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "ANILLO DE COMPROMISO"
"PLAYER_MORPH_MUSCLE_TEXT": "MÚSCULOS"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "NARANJA AMARILLENTO 3"
"CUST_TATTOO_LHAND_1": "I Z Q U I E R D A"
"CUST_COLOR_PURPLE_4": "MORADO 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "ANILLO DE OTRO MUNDO"
"CUST_ITEM_CM_HAIR_LONGBG": "LOVE 'N ROCK"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "BRAZALETE A RAYAS CLÁSICO"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "Los cohetes guiados por láser siguen a tu retícula. El sistema para apuntar te permite fijar tus objetivos."
"CUST_TATTOO_RCALF_2": "ORAD HERMANOS"
"CUST_TATTOO_LARM_5": "SIGUIENDO EL RUMBO"
"CUST_TATTOO_LUPPARM_7": "CAÍDA DE LOS RONIN"
"CUST_COMP_FEMALE_EYEBROWS_5": "GRUESAS Y FEMENINAS"
"CUST_COMP_EYES_BROWN": "MARRÓN"
"Auburn": "CAOBA  "
"CUST_RACE_HISPANIC": "HISPANO"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "ARMAS RIPPLE JUNCTION GANGBUSTERS T"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "INVESTIGADOR ESPECIAL"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "SOMBRERO FEDORA"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "ROSA PICANTE"
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "PROFUNDIDAD GLOBOS OCULARES"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "TAMAÑO GLOBOS OCULARES"
"CUST_VARIANT_STRAPLESS": "SIN TIRANTES"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "SOMBRERO KABANA"
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "CUELLO VUELTO PARISINO"
"CUST_CAT_FACE_WEAR": "OBJETOS FACIALES"
"CUST_INSULT_A": "DETECTIVE DE MASCOTAS"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "TAMAÑO DE LABIO SUPERIOR"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "ANCHURA DE OREJAS"
"PLAYER_MORPH_EAR_RIM_TEXT": "BORDE OREJAS"
"CUST_COMP_FACE_NATURAL_EYES": "OJOS NATURALES"
"CUST_VARIANT_MEDIUM": "MEDIO"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "LEVITA CON CORBATA MODERN"
"CUST_COMPLIMENT_N": "EL DANDI DEL DÓLAR"
"PLAYER_CREATION_PRESET_FEMALE": "MUJER"
"CUST_VARIANT_SMALL_STRIPES": "RAYAS FINAS"
"CUST_VARIANT_STIPES_1": "RAYAS 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "SOMBRERO DESBOCADO"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "TAMAÑO DE ORIFICIO NASAL"
"PLAYER_MORPH_HAIR_TEXT": "CABELLO"
"CUST_GANG_GENERIC": "SAINT"
"VEHICLE_PAINT_GANG_RONIN": "RONIN"
"CUST_VARIANT_WATCHBAND": "CORREA DE RELOJ"
"CUST_INSULT_DUMP": "TE VAN A DAR BIEN"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "LONGITUD OCCIPUCIO"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "El lanzagranadas incorporado dispara tus granadas más deprisa y más lejos. El cargador tiene mayor capacidad."
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "ARMA 1"
"DARK_YELLOW-GREEN": "AMARILLO-VERDE OSCURO"
"CUST_VARIANT_THREE_COLORS": "TRICOLOR"
"CUST_VARIANT_TIES_": "CORBATAS"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "CAMISETA A CROOKS & CASTLES"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "RASTRO LLAMEANTE"
"CUST_BRO_TAUNT_C": "PROVOCACIÓN DE LA BROTHERHOOD 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "PROFUNDIDAD OCCIPUCIO"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "ANCHURA BOCA"
"VEHICLE_PAINT_STANDARD_MATERIAL": "MATERIAL ESTÁNDAR"
"COMPONENT_REGULAR_PROFILE": "PERFIL NORMAL"
"SLOT_SUSPENSION_STYLE": "ESTILO SUSPENSIÓN"
"SLOT_PRIMARY_SURFACES": "SUPERFICIES PRINCIPALES"
"CUST_VARIANT_LARGE_FLOWERS": "FLORES GRANDES"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "GUANTES DE VAGABUNDA"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "COMBINACIÓN ESTRATAGEMA"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "GUANTES DE CAPITÁN"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Aumenta la cadencia de fuego y reduce el retroceso."
"CUST_TATTOO_RFORARM_7": "ASCENSIÓN DE LOS SAINTS"
"CUST_TATTOO_UPPBACK_8": "CONSIGUE TUS ALAS"
"CUST_COMP_FACE_MOLE_6": "LUNAR 6"
"SEXY_1": "SEXY 1"
"CUST_VARIANT_LEATHER_SKIRT": "CUERO"
"CUST_WEAR_FRONT LEFT": "ADELANTE IZQUIERDA"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "ALTURA PÁRPADO INFERIOR"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "FORMA DE PÁRPADOS"
"CUST_COMP_EYE_MAKEUP_12": "ESTILO PUNKI"
"SLOT_NITROUS_DESC": "Añade nitro a tu vehículo, dándole ese subidón de velocidad cuando más lo necesitas."
"LOGO_BRITISH": "BANDERA BRITÁNICA"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "RAYAS HORIZONTALES"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "POR DENTRO, ABROCHADO, EXTRA ALTO, TIRANTES"
"CUST_ITEM_CM_FPIC_SETA": "PENDIENTES CEJA IZQD. Y NARIZ"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "ZAPATILLAS MOLONAS"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Lleva más cargas."
"CUST_TATTOO_NECK_6": "MORDISCO DE ARAÑA"
"SLOT_SPOILER": "SPOILERS"
"CUST_VARIANT_FEEDDOGS": "FEED DOGS"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "CADENA CORTA"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "CORTO Y A LA DERECHA"
"CUST_ITEM_MALE_KILLBANEMASK": "MÁSCARA DE KILLBANE"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "BRAZALETE A RAYAS CLÁSICO"
"CUST_HAIR_ACCESSORY_COLOR": "COLOR DE ACCESORIO PARA EL PELO"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Lleva más misiles."
"CUST_TATTOO_LOWBACK_2": "RASTREADO"
"CUST_COLOR_BLONDE": "RUBIO"
"CUST_COLOR_FLESH_2": "CARNE 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "CUELLO VUELTO HILLS"
"CUST_ITEM_CF_HAIR_LONGDREADS": "RASTA"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "KABUKI"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "FALDA CHICA CON CARAMELO"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "COMBINACIÓN DE TOP"
"CUST_CAT_EAR_PIERCINGS": "PENDIENTES"
"CUST_LOGO_COLOR": "COLOR DE LOGOTIPO"
"PLAYER_MORPH_EAR_ROLL_TEXT": "ÁNGULO DE OREJAS"
"RIM_SET_004": "JUEGO DE LLANTAS 4"
"VEHICLE_PAINT_RUBBER": "GOMA"
"COLOR_SLOT_INTERIOR": "INTERIOR"
"COMPONENT_OPTION_6": "OPCIÓN 6"
"SLOT_ENGINE": "MOTOR"
"SK05": "PIEL05"
"CUSTOM_WALK_5": "ESTILO SANOTE"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "COMISURAS"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "ROJO VIOLETA 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "MARRÓN 6"
"CUST_COMP_MUSTACHE_11": "PATILLAS"
"COMPONENT_DECAL_4": "PEGATINA 4"
"CUST_VARIANT_BRONZE": "BRONCE"
"CUST_SKIN_BLACK_01": "AFROAMERICANO 1"
"CUST_TATTOO_FACE_1": "GATO SALVAJE"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "LA GOGÓ"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "PANTALÓN DE GOLFISTA"
"CUST_SKIN_PURPLE_2": "MORADO SAINTS"
"CUSTOM_WALK_11": "MATÓN ESTILO 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "ALTURA PÓMULOS"
"CUST_COMP_FACE_MAKEUP_6": "REPTIL"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "ROSA PRINCESA"
"VEHICLE_PAINT_GLASS": "VIDRIO"
"MALE_AVERAGE": "VARÓN NORMAL"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "BRAGAS BÁSICAS"
"CUST_VOICE_MALE_BLACK": "VARÓN 2"
"SURGEON_CAT_SKIN": "PIEL"
"CUST_TATTOO_RHAND_6": "Y DEJA MORIR"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "CLÁSICO DE LOS 70 Y 80"
"HAIR_COLOR_GREEN": "VERDE"
"LOGO_SHARKS_TEXT_1": "TEXTO SHARKS 1"
"CUST_VARIANT_POTHEAD": "LLAMAS"
"CUST_VARIANT_FISHNET_2": "RED DE PESCA 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "RELOJ DE PULSERA KABANA"
"CUST_RONIN_COMPLIMENT_A": "CUMPLIDO DE LOS RONIN 1"
"CUST_TATTOO_LCALF_5": "ALIENTO DE DRAGÓN"
"CUST_VARIANT_LEATHER": "CUERO"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "LET'S PRETEND CHICA D"
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "PANTALONES DE SAFEWORD"
"CUST_TATTOO_LOWER_ARM_LEFT": "BRAZO IZQUIERDO INFERIOR"
"CUST_COMPLIMENT_F": "EL NOVATO"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "ALTURA DE CARA"
"CUST_COLOR_CLOTHING_GREYS_7": "GRIS 7"
"CUST_COMP_CHEEK_MAKEUP_1": "NOVIA RUBORIZADA"
"CUST_VARIANT_THINSTRIPES": "RAYAS FINAS"
"CUST_VARIANT_SAILOR": "MARINERO"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "HOMBRE MILITAR"
"CUST_TATTOO_UPPER_ARM_RIGHT": "BRAZO DERECHO SUPERIOR"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "ALTURA SIENES"
"VEHICLE_COLOR_BLUSH_GRAY": "GRIS COLORADO"
"HAIR_White": "BLANCO"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "VAQUEROS CROOKS & CASTLES"
"CUST_ITEM_LONG_ROPE_CHAIN_2": "CORDÓN DE CHICA MALA"
"CUST_SKIN_OILED_1": "CAUCÁSICO ACEITADO 1"
"CUSTOM_WALK_FEMALE_3": "MATONA"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "TAMAÑO DE NARIZ"
"PLAYER_CREATION_PRESET_WHITE": "CAUCÁSICO"
"SLOT_FRONT_BUMPER": "PARACHOQUES DELANTEROS"
"DARK_BLUE-GREEN": "AZUL-VERDE OSCURO"
"CUST_TATTOO_LOWER_CHEST": "ABDOMEN"
"CUST_INSULT_I": "UN CUARTO HACIA DELANTE +A"
"CUST_MAKEUP_AREA_CHEEKS": "MEJILLAS"
"CUST_TERTIARY_COLOR": "COLOR TERCIARIO"
"CUST_VARIANT_SPARKLE": "CHISPAS"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "ANCHURA CORONILLA"
"COLOR_SLOT_PAINT_1_AND_RIMS_1": "PINTURA 1 Y LLANTAS 1"
"COLOR_SLOT_CASKET": "ATAÚD"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOWV": "CAMISETA HILLS"
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "MITONES STEAMPUNK"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "COMBINACIÓN DE CAMISETAS MOLONAS"
"PLAYER_MORPH_EARS_DEPTH_TEXT": "PROFUNDIDAD OREJAS"
"CUST_GANG_GUARD": "GUARDIAS"
"RIM_SET_021": "JUEGO DE LLANTAS 21"
"HAIR_COLOR_BLACK": "NEGRO"
"CUST_CAT_HANDS": "MANOS"
"CUST_TATTOO_HAND_RIGHT": "MANO DERECHA"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_3": "Aumenta el tamaño de tus cargadores."
"CUST_COMP_EYE_MAKEUP_5": "PASARELA"
"SLOT_WHEELS": "RUEDAS"
"LOGO_NUMBER7": "NÚMERO 7"
"LOGO_SKEETERS_1": "SKEETERS 1"
"CUST_COLOR_CLOTHING_GREYS_3": "GRIS 3"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_4": "Cuidado con el tufo."
"CUST_COMP_CHEEK_MAKEUP_5": "MELANCÓLICO"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "FALDA DE ¡ARRIBA, CHICOS!"
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "ZAPATILLAS MODERNAS"
"CUST_TATTOO_LCALF_1": "MUNICIÓN EXTRA"
"CUST_VARIANT_STARS": "ESTRELLAS"
"CUST_ITEM_FEMALE_NLM_EARRINGS_3": "PENDIENTES MIERDA DE VIDA"
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "PANTALONES DE HÉROE DE STEELPORT"
"CUST_ITEM_CF_HAIR_PIXIE": "CORTO Y CHULO"
"CUST_COMPLIMENT_B": "ASOMBRADO"
"CUST_VARIANT_PUNK": "PUNK"
"CUST_VARIANT_KAHKI": "CAQUI"
"CUST_VARIANT_TARZAAN": "JUNGLA"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "BOTAS DE SOLDADO JOVEN"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "VENDAS DE NOQUEO"
"CUST_INSULT_M": "ASCENSIÓN"
"CUST_GANG_WRESTLER": "PÚGIL"
"VEHICLE_COLOR_BERRY_RED": "ROJO CEREZA"
"SLOT_DOOR_MODS": "MODIFICACIONES DE PUERTAS"
"CUST_VARIANT_3_TYPE_SOLID": "TRICOLOR"
"CUST_ITEM_CM_IMPM_FOOT_M_SANDLES": "SANDALIAS KABANA"
"CUST_SKIN_OILED_5": "AFROAMERICANO ACEITADO 2"
"CUSTOM_WALK_FEMALE_7": "CONTONEO FEMENINO"
"CUST_MORPH_CAT_CHEEKBONES": "PÓMULOS"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "ANCHURA OCCIPUCIO"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "PROFUNDIDAD DE BOCA"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_4": "Aumenta la cadencia de fuego. El cañón más largo ayuda a reducir el aumento de retroceso."
"CUST_TATTOO_UPPBACK_4": "LAME EL SAPO"
"VEHICLE_COLOR_DEEP_BRUNSWICK_GREEN": "VERDE BRUNSWICK OSCURO"
"VEHICLE_COLOR_CATALYST_GREEN": "VERDE CATALIZADOR"
"SLOT_GAS_CAPS": "TAPONES DE DEPÓSITO"
"SUIT_1": "TRAJE 1"
"LOGO_VIRAL_2": "VIRAL 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "POR DENTRO, ABROCHADO, EXTRA ALTO, SIN TIRANTES, CORBATA"
"LIGHT_BROWN": "CASTAÑO CLARO"
"LOGO_STALKER": "ACECHADOR"
"CUST_VARIANT_CAMO": "CAMUFLAJE"
"CUST_ITEM_FEMALE_LL_UNDWEAR_2": "TANGA TODO MI AMOR"
"CUST_ITEM_CF_PSA_UBDY_F_GFXHOODIEUP": "SUDADERA DE LOS SAINTS CON CAPUCHA PUESTA"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "GUANTELETE DE MURDERBRAWL"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "ESTILO DE NARIZ"
"FACIAL_EXPRESSION_HAUGHTY": "ALTIVO"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "ALTURA MEDIA ORIFICIO NASAL"
"CUST_COMP_EYE_MAKEUP_1": "OJOS DE MAPACHE"
"LOGO_SKEETERS_5": "SKEETERS 5"
"LOGO_NUMBER3": "NÚMERO 3"
"CUST_VARIANT_BRA_2": "FLORES"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "PANTALONES DE CAPITÁN"
"HAIR_COLOR_BLEACHED": "DECOLORADO"
"CUST_ITEM_FEMALE_NLM_OUTFIT_C": "CORTE GÓTICO"
"CUST_ITEM_CARDINAL_OUTFIT": "EL CARDENAL"
"PLAYER_MORPH_EAR_DEPTH_TEXT": "PROFUNDIDAD DE OREJAS"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_4": "Más velocidad al apuntar y más munición."
"CUST_TATTOO_NECK_2": "JUANCHO"
"CUST_COMP_BODY_MASK_2": "BRONCEADO DE BIKINI, PANTALONCILLOS"
"LOGO_MUSEUM_ERO_2": "MUSEO EROMENOS 2"
"CUST_VARIANT_2COLOR_THICK": "BICOLOR, GRUESO"
"CUST_ITEM_CF_HAIR_SWIRLUP": "POMPADOUR"
"CUST_COLOR_CLOTHING_ORANGE_8": "NARANJA 8"
