"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "GEELGROEN 2"
"CUST_TATTOO_CHEST_1": "ZES-SHOOTERS"
"CUST_COMP_TEST_EYE_MAKEUP": "S'AVONDS LAAT"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "LICHTGROENE TINT"
"COLOR_SLOT_TRIM_AND_RIMS": "SIERLIJST EN VELGEN"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "GANGSTER SWEATER (CAPUCHON OP)"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "BAD COP-OORBELLEN"
"CUST_ITEM_WOMEN'S_BRA_3": "STRAATCOMFORT BEHA"
"CUST_COMP_FACE_BANDAGE_2": "VOORHOOFDVERBAND"
"VEHICLE_COLOR_TINT_100": "TINT 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "GESPIERD SHIRT INGESTOPT"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "CROOKS & CASTLES SNEAKERS"
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "HAPPY RAVER PANTZ"
"PLAYER_CREATION_MENU_6": "HUID"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "GEELORANJE 7"
"CUST_TATTOO_LHAND_5": "BONED"
"CUST_COLOR_INDIGO_1": "INDIGO 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "KLEINE BOLLETJES"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "RIPPLE JUNCTION 3RD STREET"
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "KICKSTAND BROEK"
"CUST_MORPH_CAT_EARS": "OREN"
"CUST_COMP_EYES_CAT_GREEN": "GROENE KAT"
"VEHICLE_COLOR_DYNASTY_BLUE": "DYNASTY BLAUW"
"SLOT_RIMS_REAR": "VELGEN ACHTER"
"COMPONENT_DECAL_8": "DECORATIE 8"
"PAINT_2": "VERF 2"
"CUST_VARIANT_POLO": "POLO 1"
"CUST_MOVEMENT_WALK": "BEWEGINGSSTIJL"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "LICHTBRUINE TINT"
"SLOT_WINDOWS": "RAMEN"
"CUST_VARIANT_CRAZY_JACKET_TEST": "TEST GESTOORDE JAS"
"CUST_WEAR_NORMAL_HIGH": "NORMAAL, HOOG"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "MOTORHANDSCHOENEN"
"HASH_C1DEC751": "DALLAS"
"CUST_COMP_MALE_EYEBROWS_3": "CRO-MAGNON"
"VEHICLE_COLOR_COCONUT_TAN": "KOKOSNOOTBRUIN"
"DARK_PURPLE": "DONKERPAARS"
"CUST_VARIANT_TAPE": "TAPE"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "PEEP HOGE HAKKEN"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "ARMBAND ZONDER SHIRT"
"CUST_RONIN_TAUNT_C": "RONINBELEDIGING 3"
"CUST_PRESET_RACE": "RAS"
"PLAYER_MORPH_EARS_PITCH_TEXT": "OORHOEK"
"CUST_COLOR_CLOTHING_ORANGE_4": "ORANJE 4"
"SLOT_BUMPERS": "BUMPERS"
"CUST_VARIANT_TRIM": "SIERLIJST"
"CUST_RACE_WHITE": "WIT"
"FACIAL_EXPRESSION_EVIL": "KWAADAARDIG"
"CUST_VARIANT_VERT_STRIPES": "VERTICALE STREPEN"
"CUST_VARIANT_SEMI_GLOSS": "ZIJDEGLANS"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "MEERKLEURIG MEDIUM"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "HOGE BROEK, BRETELS"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "MISDIENAAR TOOG"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "MOTORJAS"
"MALE_HUGE": "MAN GROOT"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "NETWORK LEGERLAARZEN"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "VROUWEN BESTE VRIEND - RECHTS"
"CUST_MORPH_CAT_FOREHEAD": "VOORHOOFD"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "HOOGTE NEUSSCHOT"
"PLAYER_CREATION_MENU_2": "HOOFD"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "GEELGROEN 6"
"CUST_TATTOO_CHEST_5": "OP ZOEK NAAR VERGEVING"
"VEHICLE_COLOR_ROYAL_PURPLE": "CEREMONIEEL PAARS"
"LOGO_HOE": "ETA OMICRON EPSILON"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "NEIGHBOR TRUI"
"CUST_MORPH_CAT_NOSE": "NEUS"
"CUST_COMP_MUSTACHE_19": "KLEIN KOPPELSNOER"
"RIM_INDUSTRIAL": "INDUSTRIAL"
"OPTION_39": "OPTIE 39"
"SLOT_COLOR_SCHEMES": "KLEURENSCHEMAS"
"CUST_VARIANT_FULL_STRIPES": "VOLLE STREPEN"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "GETROUWD"
"PLAYER_MORPH_MUSCLE_TEXT": "GESPIERDHEID"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "GEELORANJE 3"
"CUST_TATTOO_LHAND_1": "L I N K S"
"CUST_COLOR_PURPLE_4": "PAARS 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "BUITEN DEZE WERELD-RING"
"CUST_ITEM_CM_HAIR_LONGBG": "ROCKIN' LOVE"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "KLASSIEKE GESTREEPTE ARMBAND"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "Lasergeleide raketten volgen je vizier. Richtingssysteem laat je doelwitten op vijanden vastzetten."
"CUST_TATTOO_RCALF_2": "SCHIETGEBEDJE"
"CUST_TATTOO_LARM_5": "DRIJF DOOR"
"CUST_TATTOO_LUPPARM_7": "VAL VAN DE RONIN"
"CUST_COMP_FEMALE_EYEBROWS_5": "DIK MAAR VROUWELIJK"
"CUST_COMP_EYES_BROWN": "BRUIN"
"Auburn": "KASTANJEBRUIN  "
"CUST_RACE_HISPANIC": "LATINO"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "RIPPLE JUNCTION GANGBUSTERS T"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "SPECIALE ONDERZOEKER"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "METRO FEDORA"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "SEXY ROSE LOW RISE"
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "DIEPTE OOGBALLEN"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "OMVANG OOGBALLEN"
"CUST_VARIANT_STRAPLESS": "ZONDER BANDJES"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "KABANA HOED"
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "PARIJSE RUNWAY POLO"
"CUST_CAT_FACE_WEAR": "GEZICHTSACCESSOIRES"
"CUST_INSULT_A": "DIERENDETECTIVE"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "OMVANG BOVENLIP"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "OORBREEDTE"
"PLAYER_MORPH_EAR_RIM_TEXT": "OORRAND"
"CUST_COMP_FACE_NATURAL_EYES": "NATUURLIJKE OGEN"
"CUST_VARIANT_MEDIUM": "MEDIUM"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "MODERNE HALFLANGE JAS MET STROPDAS"
"CUST_COMPLIMENT_N": "DE STRIPTEASE"
"PLAYER_CREATION_PRESET_FEMALE": "VROUW"
"CUST_VARIANT_SMALL_STRIPES": "SMALLE STREPEN"
"CUST_VARIANT_STIPES_1": "STREPEN 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "GONE WILD-HOED"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "OMVANG NEUSGATEN"
"PLAYER_MORPH_HAIR_TEXT": "HAAR"
"CUST_GANG_GENERIC": "SAINT"
"VEHICLE_PAINT_GANG_RONIN": "RONIN"
"CUST_VARIANT_WATCHBAND": "HORLOGEBAND"
"CUST_INSULT_DUMP": "DE DUMPER"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "LENGTE ACHTERKANT SCHEDEL"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "De vastgebonden granaatwerper schiet granaten sneller en verder. Doosmagazijn bevat meer munitie."
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "WAPEN 1"
"DARK_YELLOW-GREEN": "DONKERGEELGROEN"
"CUST_VARIANT_THREE_COLORS": "DRIE KLEUREN"
"CUST_VARIANT_TIES_": "DASSEN"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "CROOKS & CASTLES T-SHIRT A"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "SPEURTOCHT"
"CUST_BRO_TAUNT_C": "BROTHERHOODBELEDIGING 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "DIEPTE ACHTERKANT SCHEDEL"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "BREEDTE MOND"
"VEHICLE_PAINT_STANDARD_MATERIAL": "STANDAARD MATERIAAL"
"COMPONENT_REGULAR_PROFILE": "NORMAAL PROFIEL"
"SLOT_SUSPENSION_STYLE": "VERINGSSTIJL"
"SLOT_PRIMARY_SURFACES": "PRIMAIRE OPPERVLAKKEN"
"CUST_VARIANT_LARGE_FLOWERS": "GROTE BLOEMEN"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "ZWERVERSHANDSCHOENEN"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "STRATAGEM MEDLEY"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "KAPITEINSHANDSCHOENEN"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Verhoog de vuursnelheid en reduceer de terugslag."
"CUST_TATTOO_RFORARM_7": "SAINTS HEMELVAART"
"CUST_TATTOO_UPPBACK_8": "KRIJG JE VEUGELS"
"CUST_COMP_FACE_MOLE_6": "MOEDERVLEK 6"
"SEXY_1": "SEXY 1"
"CUST_VARIANT_LEATHER_SKIRT": "LEER"
"CUST_WEAR_FRONT LEFT": "LINKSVOOR"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "HOOGTE ONDERSTE OOGLID"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "VORM OOGLID"
"CUST_COMP_EYE_MAKEUP_12": "PUNKY LINER"
"SLOT_NITROUS_DESC": "Voeg Nitro op je voertuig toe om een barst van snelheid te krijgen wanneer je het meest nodig hebt."
"LOGO_BRITISH": "BRITSE VLAG"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "HORIZONTALE STREPEN"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "INGESTOPT, DICHTGEKNOOPT, EXTRA HOGE BROEK, BRETELS"
"CUST_ITEM_CM_FPIC_SETA": "PIERCINGS IN NEUS EN LINKSE WENKBRAUW"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "BROSEPH-SNEAKERS"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Draag meer springladingen."
"CUST_TATTOO_NECK_6": "SPINNENBEET"
"SLOT_SPOILER": "SPOILERS"
"CUST_VARIANT_FEEDDOGS": "HONDEN VOEREN"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "KORTE KETTING"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "KORT EN RECHT"
"CUST_ITEM_MALE_KILLBANEMASK": "KILLBANE MASKER"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "KLASSIEKE GESTREEPTE ARMBAND"
"CUST_HAIR_ACCESSORY_COLOR": "KLEUR HAARACCESSOIRE"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Draag meer projectielen."
"CUST_TATTOO_LOWBACK_2": "GEVOLGD"
"CUST_COLOR_BLONDE": "BLOND"
"CUST_COLOR_FLESH_2": "VLEES 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "HILLS POLO"
"CUST_ITEM_CF_HAIR_LONGDREADS": "RASTA"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "KABUKI"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "CANDY GIRL ROKJE"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "TRAININGSJAS COMBO"
"CUST_CAT_EAR_PIERCINGS": "OORPIERCINGS"
"CUST_LOGO_COLOR": "KLEUR LOGO"
"PLAYER_MORPH_EAR_ROLL_TEXT": "OORROL"
"RIM_SET_004": "VELGSET 4"
"VEHICLE_PAINT_RUBBER": "RUBBER"
"COLOR_SLOT_INTERIOR": "INTERIEUR"
"COMPONENT_OPTION_6": "OPTIE 6"
"SLOT_ENGINE": "MOTOR"
"SK05": "HUID05"
"CUSTOM_WALK_5": "WIEBELSTIJL"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "MONDHOEKEN"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "PAARSROOD 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "BRUIN 6"
"CUST_COMP_MUSTACHE_11": "VRIENDELIJK SCHAPEKLUIF"
"COMPONENT_DECAL_4": "DECORATIE 4"
"CUST_VARIANT_BRONZE": "BRONS"
"CUST_SKIN_BLACK_01": "AFRO-AMERIKAAN 1"
"CUST_TATTOO_FACE_1": "WILD CAT"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "DE GO-GO-JURK"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "GOLFBROEK"
"CUST_SKIN_PURPLE_2": "SAINTS-PAARS"
"CUSTOM_WALK_11": "TUIGSTIJL 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "HOOGTE JUKBEENDEREN"
"CUST_COMP_FACE_MAKEUP_6": "REPTIEL"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "PRINSESSENROZE"
"VEHICLE_PAINT_GLASS": "GLAS"
"MALE_AVERAGE": "MAN GEMIDDELD"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "STANDAARD KOUSEN"
"CUST_VOICE_MALE_BLACK": "MAN 2"
"SURGEON_CAT_SKIN": "HUID"
"CUST_TATTOO_RHAND_6": "EN LAAT STERVEN"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "KLASSIEK JAREN 70 - 80"
"HAIR_COLOR_GREEN": "GROEN"
"LOGO_SHARKS_TEXT_1": "HAAIENTEKST 1"
"CUST_VARIANT_POTHEAD": "VLAMMEN"
"CUST_VARIANT_FISHNET_2": "VISNET 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "KABANA HORLOGE"
"CUST_RONIN_COMPLIMENT_A": "RONINCOMPLIMENT 1"
"CUST_TATTOO_LCALF_5": "ADEM VAN DE DRAAK"
"CUST_VARIANT_LEATHER": "LEER"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "LETS PRETEND VROUW D"
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "SAFEWORD-BROEK"
"CUST_TATTOO_LOWER_ARM_LEFT": "LINKER ONDERARM"
"CUST_COMPLIMENT_F": "DE MEGAFOON"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "HOOGTE GEZICHT"
"CUST_COLOR_CLOTHING_GREYS_7": "GRIJS 7"
"CUST_COMP_CHEEK_MAKEUP_1": "BLOZENDE BRUID"
"CUST_VARIANT_THINSTRIPES": "SMALLE STREPEN"
"CUST_VARIANT_SAILOR": "SCHIPPER"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "MILITAIR"
"CUST_TATTOO_UPPER_ARM_RIGHT": "RECHTER BOVENARM"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "HOOGTE VAN DE SLAAP"
"VEHICLE_COLOR_BLUSH_GRAY": "VAALGRIJS"
"HAIR_White": "WIT"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "CROOKS & CASTLES JEANS"
"CUST_ITEM_LONG_ROPE_CHAIN_2": "BAD GIRL-KETTING"
"CUST_SKIN_OILED_1": "GEOLIED KAUKASISCH 1"
"CUSTOM_WALK_FEMALE_3": "VROUWELIJK TUIG"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "FORMAAT NEUS"
"PLAYER_CREATION_PRESET_WHITE": "BLANK"
"SLOT_FRONT_BUMPER": "VOORBUMPERS"
"DARK_BLUE-GREEN": "DONKERBLAUWGROEN"
"CUST_TATTOO_LOWER_CHEST": "BUIK"
"CUST_INSULT_I": "DE TOVENAAR"
"CUST_MAKEUP_AREA_CHEEKS": "WANGEN"
"CUST_TERTIARY_COLOR": "TERTIAIRE KLEUR"
"CUST_VARIANT_SPARKLE": "VONKEN"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "BREEDTE KRUIN"
"COLOR_SLOT_PAINT_1_AND_RIMS_1": "VERF 1 EN VELGEN 1"
"COLOR_SLOT_CASKET": "DOODSKIST"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOWV": "HILLS T-SHIRT"
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "STEAMPUNK VINGERLOZE HANDSCHOENEN"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "BROSEPH SHIRTCOMBO"
"PLAYER_MORPH_EARS_DEPTH_TEXT": "DIEPTE OOR"
"CUST_GANG_GUARD": "BEWAKERS"
"RIM_SET_021": "VELGSET 21"
"HAIR_COLOR_BLACK": "ZWART"
"CUST_CAT_HANDS": "HANDEN"
"CUST_TATTOO_HAND_RIGHT": "RECHTERHAND"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_3": "Vergroot je magazijnen."
"CUST_COMP_EYE_MAKEUP_5": "CATWALK"
"SLOT_WHEELS": "WIELEN"
"LOGO_NUMBER7": "NUMMER 7"
"LOGO_SKEETERS_1": "SKEETERS 1"
"CUST_COLOR_CLOTHING_GREYS_3": "GRIJS 3"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_4": "Pas op voor de stank."
"CUST_COMP_CHEEK_MAKEUP_5": "MELANCHOLIE"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "GO TEAM!-ROKJE"
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "INDIE KICKS"
"CUST_TATTOO_LCALF_1": "EXTRA MUNITIE"
"CUST_VARIANT_STARS": "STERREN"
"CUST_ITEM_FEMALE_NLM_EARRINGS_3": "LIFE SUCKS OORBELLEN"
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "STEELPORT HELD BROEK"
"CUST_ITEM_CF_HAIR_PIXIE": "KORT EN ZOET"
"CUST_COMPLIMENT_B": "VERBAASD"
"CUST_VARIANT_PUNK": "PUNK"
"CUST_VARIANT_KAHKI": "BEIGE"
"CUST_VARIANT_TARZAAN": "OERWOUD"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "JONGE SOLDAAT-LAARZEN"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "KNOCKOUT-ZWACHTELS"
"CUST_INSULT_M": "HEMELVAART"
"CUST_GANG_WRESTLER": "WORSTELAAR"
"VEHICLE_COLOR_BERRY_RED": "BESSENROOD"
"SLOT_DOOR_MODS": "DEURAANPASSINGEN"
"CUST_VARIANT_3_TYPE_SOLID": "DRIE KLEUREN"
"CUST_ITEM_CM_IMPM_FOOT_M_SANDLES": "KABANA SANDALEN"
"CUST_SKIN_OILED_5": "GEOLIED AFRO-AMERIKAAN 2"
"CUSTOM_WALK_FEMALE_7": "VROUWELIJKE SWING"
"CUST_MORPH_CAT_CHEEKBONES": "JUKBEENDEREN"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "BREEDTE ACHTERKANT SCHEDEL"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "DIEPTE MOND"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_4": "Verhoog de vuursnelheid. Verlengde loop is nuttig tegen de toegenomen terugslag."
"CUST_TATTOO_UPPBACK_4": "LIK DE PAD"
"VEHICLE_COLOR_DEEP_BRUNSWICK_GREEN": "DIEP BRUNSWICK-GROEN"
"VEHICLE_COLOR_CATALYST_GREEN": "ECOGROEN"
"SLOT_GAS_CAPS": "BENZINEDOPPEN"
"SUIT_1": "PAK 1"
"LOGO_VIRAL_2": "VIRAL 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "INGESTOPT, DICHTGEKNOOPT, EXTRA HOGE BROEK, GEEN BRETELS, STROPDAS"
"LIGHT_BROWN": "LICHTBRUIN"
"LOGO_STALKER": "STALKER"
"CUST_VARIANT_CAMO": "CAMOU"
"CUST_ITEM_FEMALE_LL_UNDWEAR_2": "ALL MY LOVE-STRING"
"CUST_ITEM_CF_PSA_UBDY_F_GFXHOODIEUP": "SAINTS-HOODIE CAPUCHON OP"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "MURDERBRAWL-ARMHANDSCHOEN"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "NEUSSTIJL"
"FACIAL_EXPRESSION_HAUGHTY": "HOOGHARTIG"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "HOOGTE MIDDEN VAN NEUSGATEN"
"CUST_COMP_EYE_MAKEUP_1": "RING-OGEN"
"LOGO_SKEETERS_5": "SKEETERS 5"
"LOGO_NUMBER3": "NUMMER 3"
"CUST_VARIANT_BRA_2": "BLOEMEN"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "KAPITEINSBROEK"
"HAIR_COLOR_BLEACHED": "GEBLONDEERD"
"CUST_ITEM_FEMALE_NLM_OUTFIT_C": "GOTH COUTURE"
"CUST_ITEM_CARDINAL_OUTFIT": "DE KARDINAAL"
"PLAYER_MORPH_EAR_DEPTH_TEXT": "OORDIEPTE"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_4": "Richt sneller en draag meer munitie."
"CUST_TATTOO_NECK_2": "LIZZY"
"CUST_COMP_BODY_MASK_2": "BIKINI BRUIN, SHORTS"
"LOGO_MUSEUM_ERO_2": "EROMENOS MUSEA 2"
"CUST_VARIANT_2COLOR_THICK": "TWEE KLEUREN, DIK"
"CUST_ITEM_CF_HAIR_SWIRLUP": "POMPADOUR"
"CUST_COLOR_CLOTHING_ORANGE_8": "ORANJE 8"
"CUST_COMP_EYE_MAKEUP_16": "EGYPTISCHE PRIESTER"
"VEHICLE_COLOR_BRUISED_PLUM_PURPLE": "PIMPELPAARS"
"CUST_VARIANT_BEAT_COP": "BEAT POLITIEBADGE"
"CUST_ITEM_CM_FPIC_SETE": "PIERCINGS OVERAL"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "TIME TO GET WET BIKINIBROEKJE"
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "MIZUNDERSTOOD-HALSBAND"
"CUST_TATTOO_UPPER_BACK": "BOVENRUG"
"VEHICLE_COLOR_TABLETOP_GRAY": "TAGELGRIJS"
"VEHICLE_COLOR_REGATTA_BLUE": "REGATTA BLAUW"
"COMPONENT_OPTION_2": "OPTIE 2"
"SK01": "HUID01"
"CUST_VARIANT_THIN_TRI_COLOR": "DUN DRIE KLEUREN"
"CUST_WEAR_TUCKED_BUTTONED_TIE": "INGESTOPT, DICHTGEKNOOPT, STROPDAS"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "VRIJE WORP VROUWENTRUI"
"CUST_ITEM_CM_SAINTSHEADSET": "ASTRO A40 SAINTS HEADSET"
"CUSTOM_WALK_1": "TUIGSTIJL 1"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "HOOGTE MIDDENSTUK BOVENLIP"
"PLAYER_CREATION_RANDOMIZE": "WILLEKEURIG"
"CUST_TATTOO_LOWBACK_6": "AZEN OP TAFEL"
"VEHICLE_PAINT_HEROGLOSS_PAINT": "GLANZEND"
"CUST_VARIANT_POLISHED_LEATHER": "GLIMMEND LEER"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "TANKTOP"
"MENU_STYLE": "STIJL"
"CUST_TATTOO_FACE_5": "MASSA GEPRODUCEERD"
"LOGO_BROTHERHOOD_2": "BROTHERHOOD 2"
"CUST_VARIANT_COLOR_BOTTOMS": "GEKLEURDE BROEK"
"CUST_WEAR_FOREWARD": "NAAR VOREN"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "STIJLVOLLE JAS MET VEST"
"CUSTOM_WALK_15": "TUIGSTIJL 10"
"PLAYER_MORPH_FAT_TEXT": "VET"
"PLAYER_MORPH_CHEEKS_TEXT": "WANGEN"
"CUST_COLOR_CLOTHING_VIOLET-RED_3": "PAARSROOD 3"
"CUST_COLOR_CLOTHING_BROWNS_2": "BRUIN 2"
"CUST_COMP_MUSTACHE_15": "KINBAND"
"SLOT_FRONT_FENDERS": "VOORBUMPERS"
"CUST_VARIANT_LEOPARD_2": "LUIPAARD 2"
"CUST_SKIN_BLACK_05": "AFRO-AMERIKAAN 5"
"CUST_TATTOO_RHAND_2": "BONED"
"BRIGHT_YELLOW": "FELGEEL"
"CUST_VARIANT_DIAMOND": "RUIT"
"CUST_COMP_FACE_MAKEUP_2": "SCHIZOFREEN"
"HAIR_COLOR_PINK_MATTE": "MAT ROZE"
"CUST_VARIANT_STRIPESB": "STREPEN 2"
"CUST_VARIANT_COLORED_COLLAR": "GEKLEURDE KRAAG"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "ZO TREURIG HOODIE"
"CUST_SKIN_HISPANIC_02": "LATINO 2"
"CUST_COLOR_ROSE_2": "ROZE 2"
"LOGO_NUMBER10": "NUMMER 10"
"CUST_VARIANT_COLORB": "STIJL 2"
"RIM_SET_013": "VELGSET 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "NAUGHTY GIRL HANDSCHOENEN"
"CUST_SKIN_DEMON": "DUIVELS ROZE"
"CUST_PRESET_AGE": "LEEFTIJD"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRIKAANS"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "PAARSBLAUW 4"
"VEHICLE_COLOR_BRONZE": "BRONS"
"CUST_VARIANT_TYEDYE": "STIJL 1"
"CUST_CAT_LOWER_BODY": "ONDERLICHAAM"
"CUST_TATTOO_ARMS": "ARMEN"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "HOOGTE ZIJKANT MOND"
"PLAYER_CREATION_FIGURE_OBESE": "DIK"
"CUST_COLOR_CLOTHING_GREENS_8": "GROEN 8"
"CUST_TATTOO_STOMACH_6": "3RD STREET SAINTS"
"CUST_WEAR_TATTOO_MAY_LION": "MEI LEEUW"
"CUST_WEAR_FINGER_RR": "RECHTERRINGVINGER"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "REALITY CLIMAX BROEK"
"CUST_COMPLIMENT_S": "STROMEND"
"Gang_Customization": "GANGAANPASSINGEN"
"BRIGHT_PINK": "FELROZE"
"CUST_SKIN_CAUCASIAN_04": "KAUKASISCH 4"
