"CUST_ITEM_CF_HAIR_MED": "DO RAMION"
"CUST_VARIANT_FLOWERS": "KWIATY"
"CUST_WEAR_BACK LEFT": "TYŁ LEWO"
"VEHICLE_COLOR_PINK_DARK_TINT": "ODCIEŃ CIEMNEGO RÓŻU"
"COLOR_SLOT_PAINT_1": "LAKIER 1"
"COLOR_SLOT_INTERIOR_1": "WNĘTRZE 1"
"COMPONENT_OPTION_A": "OPCJA A (NIE POWINNA BYĆ UŻYWANA)"
"CUST_NO_ITEMS": "BEZ LOGO"
"LOGO_VOLITION_3": "VOLITION 3"
"CUST_PRIMARY_COLOR": "PODSTAWOWY KOLOR"
"PLAYER_MORPH_SKULL_SIZE_TEXT": "WIELKOŚĆ CZASZKI"
"PLAYER_MORPH_LOWER_LIP_NOTCH_TEXT": "ROWEK W DOLNEJ WARDZE"
"OPTION_40": "OPCJA 40"
"RIM_131": "R131"
"CUST_ITEM_CM_NLMC_UBDY_M_SHIRTCOMBO": "CUKIERKOWA BUDOWLA \"RAVE X\""
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPUP": "DAMSKA BLUZA SPORTOWA Z PODNIESIONYM KAPTUREM"
"CUST_ITEM_WORKER_BOOTS": "BUTY \"NIEGRZECZNA DZIEWCZYNKA\""
"CUST_ITEM_PARACHUTE_BACKPACK": "KOTKA ANIME"
"CUST_TATTOO_HEAD": "GŁOWA"
"PLAYER_MORPH_LOWER_LIP_SIDES_SIZE_TEXT": "WIELKOŚĆ BOKÓW DOLNEJ WARGI"
"CUST_VARIANT_FLOWER": "KWIECISTE"
"CUST_SKIN_RED_YELLOW_1": "DIABELSKA CZERWIEŃ"
"VEHICLE_COLOR_STEEL": "STAL"
"CUST_VARIANT_STRIPES_BIG": "WIELKIE PASKI"
"CUST_VARIANT_BAGGAGE": "BAGAŻ"
"CUST_ITEM_CM_PSF_UBDY_M_JERSEY23": "MĘSKA KOSZULKA RZUT WOLNY"
"VEHICLE_PAINT_SPECIAL_PLASTIC": "SPECJALNY PLASTIK"
"SLOT_FENDER_SKIRT": "OSŁONA BŁOTNIKA"
"SLOT_DASH": "DESKA"
"CUST_VARIANT_CMBOT_WSLACKME01": "JEDNOLITE"
"CUST_VARIANT_PLAID_SMALL": "TARTAN 1"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-UP": "PIANKOWA KURTKA"
"PLAYER_MORPH_LOWER_LIP_MIDDLE_SIZE_TEXT": "WIELKOŚĆ ŚRODKA DOLNEJ WARGI"
"CUST_COLOR_CLOTHING_BLUES_4": "NIEBIESKI 4"
"CUST_COLOR_CLOTHING_RED-ORANGE_2": "CZERWONOPOMARAŃCZOWY 2"
"VEHICLE_COLOR_TRUMPET_YELLOW": "KRZYKLIWA ŻÓŁĆ"
"CUST_VARIANT_TRACK_A": "STYL 4"
"CUST_VARIANT_TRIANGLE": "TRÓJKĄT"
"CUST_VARIANT_POLICE_CHIEF": "ODZNAKA SZEFA POLICJI"
"CUST_ITEM_CM_NECK_ROPECHAIN": "LEKKI ŁAŃCUSZEK"
"CUST_ITEM_CM_LPE_HAND_M_GLOVESCOMB": "RĘKAWICE ŻOŁNIERZA PRZYSZŁOŚCI"
"VEHICLE_COLOR_TOBIAS_FUR_WHITE": "FUTRZANA BIEL"
"SLOT_DECAL_4": "NAKLEJKA 4"
"CUST_VARIANT_PIMPCOAT_COAT": "ZWYKŁY"
"CUST_ITEM_CM_DLC_HEAD_M_SHARKHAT": "CZAPKA \"UGRYZIENIE REKINA\""
"FACIAL_EXPRESSION_DISGUSTED": "ZNIESMACZONY"
"VEHICLE_COLOR_TANGERINE_ORANGE": "MANDARYNKOWY POMARAŃCZ"
"CUST_VARIANT_FLAME": "PŁOMIEŃ"
"CUST_WEAR_BOTH_ROLLED_UP": "OBA ZWINIĘTE"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2C": "T-SHIRT 3/4 DŁUGOŚCI \"MIEJSKIE SAFARI\""
"CUST_ITEM_CM_LPG_MASK_M_MASKDOG": "PIESKIE ŻYCIE"
"CUST_COLOR_CLOTHING_BLUE-GREEN_2": "NIEBIESKOZIELONY 2"
"CUST_WPN_UPGRADE_DESC_GRENADE_ELECTRIC_4": "Granat przyczepia się do celu."
"VEHICLE_COLOR_SLATE_GRAY": "ŁUPKOWA SZAROŚĆ"
"VEHICLE_COLOR_KHAKI_GREEN": "ZIELEŃ KHAKI"
"VEHICLE_COLOR_HOT_PINK": "OSTRY RÓŻ"
"CUST_VARIANT_CLOUDS": "CHMURY"
"CUST_ITEM_CM_RADIATIONSUIT": "DLA CIEBIE SPALAM SIĘ"
"CUST_ITEM_CF_LPH_UBDY_F_CLSWEATER": "SWETER \"DO BOJU!\""
"CUST_ITEM_CM_LPH_NECK_M_PIRATENECKLACE": "PIRACKI ŁUP"
"CUST_INSULT_Q": "PIE... SIĘ"
"CUST_COLOR_CLOTHING_GREENS_5": "ZIELONY 5"
"CUST_COMP_FACE_SCAR_1": "DUŻA BLIZNA 1"
"CUST_COMP_MALE_EYEBROWS": "NATURALNE MĘSKIE"
"SLOT_LICENSE_PLATE": "TABLICA REJESTRACYJNA"
"LOGO_UNIVERSITY_2": "UNIW. STILWATER 2"
"CUST_CAT_HAIR_HEAD": "GŁOWA"
"CUST_SKIN_BLUE_5": "LODOWY BŁĘKIT"
"PLAYER_MORPH_OUTER_BROW_ELEVATION_TEXT": "WYSOKOŚĆ ZEWNĘTRZNEJ STRONY BRWI"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_9": "FIOLETOWONIEBIESKI 9"
"VEHICLE_PAINT_GANG_SOS": "SYNOWIE SAMEDI"
"CUST_VARIANT_SHIRT_A": "STYL 1"
"CUST_ITEM_CM_LLO_FOOT_M_LTHRBOOTS": "BUTY MOTOROWEROWE"
"CUST_ITEM_CF_LPE_HAT_F_MHELMET": "MŁODY ŻOŁNIERZ"
"CUST_INSULT_E": "CZWARTA KLASA"
"CUST_BODY": "SYLWETKA"
"PLAYER_MORPH_NOSE_TEXT": "NOS"
"CUST_WPN_UPGRADE_DESC_SMG_GANG_4": "Pociski zapalające zwiększają temperaturę, a celownik laserowy zwiększa celność ostrzału z biodra."
"CUST_COMP_FINGERNAILS_L": "LAKIEROWANE"
"CUST_TATTOO_RCALF_6": "DIABLICA"
"CUST_TATTOO_LARM_1": "ŚWIĘTY DEMON"
"CUST_TATTOO_LUPPARM_3": "CZŁOWIEK NA SŁOŃCU"
"CUST_COMP_FEMALE_EYEBROWS_1": "WYSKUBANE"
"CUST_VARIANT_FLAME_2": "PŁOMIEŃ 2"
"CUST_VARIANT_CHECKERS": "KRATA"
"CUST_VARIANT_CMSHO_UUTIBOOT03": "SKÓRA"
"CUST_VARIANT_STRIPES_3": "PASY 3"
"CUST_TATTOO_UPPER_LEG_RIGHT": "GÓRNA CZĘŚĆ PRAWEJ NOGI"
"CUST_TATTOO_ENTIRE_ARM_LEFT": "CAŁA LEWA RĘKA"
"LOGO_TUX": "SMOKING"
"CUST_VARIANT_RIVET": "NIT"
"CUST_VARIANT_MATERIAL_3": "CUST_VARIANT_MATERIAL#3"
"CUST_ITEM_FEMALE_PS_EARRINGS_3": "KÓŁKA \"DZIEWCZYNA Z JERSEY\""
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_H": "KAPITAN CHEERLEADEREK"
"CUST_COMPLIMENT_J": "JENKINS"
"PLAYER_MORPH_EARS_WIDTH_TEXT": "SZEROKOŚĆ USZU"
"PLAYER_MORPH_EYES_TEXT": "OCZY"
"CUST_COMP_EYE_MAKEUP_9": "CODZIENNA KREDKA"
"VEHICLE_COLOR_ALLOY": "STOP"
"VEHICLE_COLOR_FURIOUS_ORANGE": "WŚCIEKŁY POMARAŃCZ"
"RIM_182": "SD WGM TB"
"LOGO_GHOST_2": "DUCH 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "L. rozpięty, p. podwinięty, wysoko"
"PRESET_WARNING_BODY2": "Stracisz wszystkie dokonane zmiany.\nTej czynności nie da się cofnąć.\n\nKontynuować?"
"CUST_COLOR_GRAY": "SIWY"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "NACHYLENIE DOLNEJ POWIEKI"
"CUST_TATTOO_RFORARM_3": "ZŁODZIEJSKA BRAĆ"
"CUST_COMP_FACE_BLOODY_SMEAR": "KRWAWA UCZTA"
"CUST_COMP_FACE_MOLE_2": "PIEPRZYK 2"
"VEHICLE_COLOR_PINK_SALMON": "ŁOSOSIOWY RÓŻ"
"CUST_ITEM_STAG_OUTFIT": "KOSTIUM STAG"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "DAMSKA BLUZA SPORTOWA Z OPUSZCZONYM KAPTUREM"
"CUST_CAT_HAT": "NAKRYCIA GŁOWY"
"CUST_SKIN_GREY_2": "ŁUPEK"
"COMPONENT_ADD_REINFORCED_FRAME": "WZMOCNIONA RAMA"
"CUST_VARIANT_PECTORAL_COLORS": "KWADRATY"
"CUST_WEAR_ZIPPED": "ZAPIĘTA"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "STEAMPUNKOWY WOJOWNIK"
"CUST_ITEM_SWAT_PANTS": "RAJTUZY BABSKIEJ BÓJKI"
"PLAYER_CREATION_AGE_OLD": "STARY"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "WYSOKOŚĆ ŻUCHWY"
"VEHICLE_PAINT_GLOSS_PAINT": "BŁYSZCZĄCY LAKIER"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "OKULARY PILOTKI \"SOUTH BEACH\" "
"CUST_SKIN_GREEN_2": "ZGNIŁA ZIELEŃ"
"CUSTOM_WALK_9": "STYL ZBIRA 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "KRZYWIZNA GÓRNEJ POWIEKI"
"VEHICLE_COLOR_TINT_70": "ODCIEŃ 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "BIAŁE ZŁOTO"
"CUST_VARIANT_PLASTIC": "PLASTIK"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "WYSOKO"
"CUST_TATTOO_TORSO_FRONT": "CAŁY PRZÓD"
"CUST_ITEM_CF_DLC_BC_OUTFIT": "KRWAWA KANONICZKA"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "PUCHOWA KURTKA"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Zwiększony zasięg rzutu."
"CUST_COMP_EYES_PURPLE": "FIOLETOWE"
"CUST_COLOR_BRIGHT_PINK": "JASNORÓŻOWY"
"COMPONENT_CHASSIS": "PODWOZIE"
"LOGO_MECH_1": "MECH 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "NACHYLENIE USZU"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "ŻÓŁTOZIELONY 2"
"CUST_TATTOO_CHEST_1": "SZEŚCIOSTRZAŁOWCE"
"CUST_COMP_TEST_EYE_MAKEUP": "PÓŹNY WIECZÓR"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "ODCIEŃ JASNEJ ZIELENI"
"COLOR_SLOT_TRIM_AND_RIMS": "DODATKI I FELGI"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "ORYGINALNA GANGSTERSKA BLUZA Z KAPTUREM"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "KOLCZYKI \"ZŁA POLICJANTKA\""
"CUST_ITEM_WOMEN'S_BRA_3": "STANIK \"ULICZNY KOMFORT\""
"CUST_COMP_FACE_BANDAGE_2": "OPATRUNEK NA CZOLE"
"VEHICLE_COLOR_TINT_100": "ODCIEŃ 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "WPUSZCZONY PODKOSZULEK"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "TRAMPKI \"CROOKS & CASTLES\""
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "SPODNIE \"SZCZĘŚLIWY RAVER\""
"PLAYER_CREATION_MENU_6": "SKÓRA"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "ŻÓŁTOPOMARAŃCZOWY 7"
"CUST_TATTOO_LHAND_5": "KOŚCI"
"CUST_COLOR_INDIGO_1": "INDYGO 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "DROBNE KROPKI"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "RIPPLE JUNCTION \"3. ULICA\""
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "SPODNIE \"NÓŻKA\""
"CUST_MORPH_CAT_EARS": "USZY"
"CUST_COMP_EYES_CAT_GREEN": "KOCIE ZIELONE"
"VEHICLE_COLOR_DYNASTY_BLUE": "DYNASTYCZNY BŁĘKIT"
"SLOT_RIMS_REAR": "TYLNE FELGI"
"COMPONENT_DECAL_8": "NAKLEJKA 8"
"PAINT_2": "LAKIER 2"
"CUST_VARIANT_POLO": "POLO 1"
"CUST_MOVEMENT_WALK": "STYL PORUSZANIA SIĘ"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "ODCIEŃ JASNEGO BRĄZU"
"SLOT_WINDOWS": "OKNA"
"CUST_VARIANT_CRAZY_JACKET_TEST": "TESTOWA KURTKA W KRATĘ"
"CUST_WEAR_NORMAL_HIGH": "NORMALNE, WYSOKIE"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "RĘKAWICE MOTOCYKLOWE"
"HASH_C1DEC751": "DALLAS"
"CUST_COMP_MALE_EYEBROWS_3": "CRO-MAGNON"
"VEHICLE_COLOR_COCONUT_TAN": "KOKOSOWA OPALENIZNA"
"DARK_PURPLE": "CIEMNOFIOLETOWE"
"CUST_VARIANT_TAPE": "TAŚMA"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "BUTY NA OBCASIE BEZ PALCÓW"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "OPASKA \"POKAŻ BUŁY\""
"CUST_RONIN_TAUNT_C": "DRWINA RONINÓW 3"
"CUST_PRESET_RACE": "RASA"
"PLAYER_MORPH_EARS_PITCH_TEXT": "KĄT USZU"
"CUST_COLOR_CLOTHING_ORANGE_4": "POMARAŃCZOWY 4"
"SLOT_BUMPERS": "ZDERZAKI"
"CUST_VARIANT_TRIM": "DODATKI"
"CUST_RACE_WHITE": "BIAŁA"
"FACIAL_EXPRESSION_EVIL": "ZŁY"
"CUST_VARIANT_VERT_STRIPES": "PIONOWE PASY"
"CUST_VARIANT_SEMI_GLOSS": "PÓŁBŁYSZCZĄCE"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "WIELOKOLOROWE ŚREDNIE"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "WYSOKIE SPODNIE, SZELKI"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "SUTANNA MINISTRANTA"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "KURTKA MOTOCYKLOWA"
"MALE_HUGE": "MĘŻCZYZNA - WIELKI"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "SIECIOWE BUTY BOJOWE"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "NAJLEPSZY PRZYJACIEL DZIEWCZYNY PRAWY"
"CUST_MORPH_CAT_FOREHEAD": "CZOŁO"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "WYSOKOŚĆ PRZEGRODY"
"PLAYER_CREATION_MENU_2": "GŁOWA"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "ŻÓŁTOZIELONY 6"
"CUST_TATTOO_CHEST_5": "SZUKAJ PRZEBACZENIA"
"VEHICLE_COLOR_ROYAL_PURPLE": "KRÓLEWSKA PURPURA"
"LOGO_HOE": "ETA OMIKRON EPSILON"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "ROZPINANY SWETER \"SĄSIAD\""
"CUST_MORPH_CAT_NOSE": "NOS"
"CUST_COMP_MUSTACHE_19": "WĄSKI PASEK"
"RIM_INDUSTRIAL": "INDUSTRIALNE"
"OPTION_39": "OPCJA 39"
"SLOT_COLOR_SCHEMES": "TONACJE KOLORYSTYCZNE"
"CUST_VARIANT_FULL_STRIPES": "PEŁNE PASKI"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "CHAJTNIĘTA"
"PLAYER_MORPH_MUSCLE_TEXT": "MUSKULATURA"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "ŻÓŁTOPOMARAŃCZOWY 3"
"CUST_TATTOO_LHAND_1": "L E F T"
"CUST_COLOR_PURPLE_4": "FIOLETOWY 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "PIERŚCIONEK \"NIE Z TEGO ŚWIATA\""
"CUST_ITEM_CM_HAIR_LONGBG": "ROCKOWA MIŁOŚĆ"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "KLASYCZNA PASIASTA BRANSOLETA"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "Kierowane laserowo rakiety podążają za twoim celownikiem. System celowniczy pozwala namierzać cel."
"CUST_TATTOO_RCALF_2": "ZMÓW PACIOREK"
"CUST_TATTOO_LARM_5": "PŁYWAJ"
"CUST_TATTOO_LUPPARM_7": "UPADEK RONINA"
"CUST_COMP_FEMALE_EYEBROWS_5": "GRUBE KOBIECE"
"CUST_COMP_EYES_BROWN": "BRĄZOWE"
"Auburn": "KASZTANOWE  "
"CUST_RACE_HISPANIC": "MIESZANA"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "RIPPLE JUNCTION - T-SHIRT \"ROZWALACZE GANGÓW\""
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "SPECJALNY INSPEKTOR"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "FEDORA METRO"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "WCIĘTE GORĄCY RÓŻ"
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "GŁĘBOKOŚĆ GAŁEK OCZNYCH"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "WIELKOŚĆ GAŁEK OCZNYCH"
"CUST_VARIANT_STRAPLESS": "BEZ PASKÓW"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "CZAPKA \"MIAMI\""
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "GOLF \"PARYSKI WYBIEG\""
"CUST_CAT_FACE_WEAR": "OZDOBY TWARZY"
"CUST_INSULT_A": "PSI DETEKTYW"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "WIELKOŚĆ GÓRNEJ WARGI"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "SZEROKOŚĆ USZU"
"PLAYER_MORPH_EAR_RIM_TEXT": "KRAWĘDŹ USZU"
"CUST_COMP_FACE_NATURAL_EYES": "NATURALNE OCZY"
"CUST_VARIANT_MEDIUM": "ŚREDNIE"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "KRÓTKI PŁASZCZ Z KRAWATEM \"MODERN\""
"CUST_COMPLIMENT_N": "DOLAROWY DANDYS"
"PLAYER_CREATION_PRESET_FEMALE": "KOBIETA"
"CUST_VARIANT_SMALL_STRIPES": "CIENKIE PASY"
"CUST_VARIANT_STIPES_1": "PASY 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "SZALONY KAPELUSZ"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "WIELKOŚĆ NOZDRZY"
"PLAYER_MORPH_HAIR_TEXT": "WŁOSY"
"CUST_GANG_GENERIC": "ŚWIĘTY"
"VEHICLE_PAINT_GANG_RONIN": "RONINOWIE"
"CUST_VARIANT_WATCHBAND": "PASEK OD ZEGARKA"
"CUST_INSULT_DUMP": "ZASRANIEC"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "DŁUGOŚĆ POTYLICY"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "Doczepiony granatnik wystrzeliwuje granaty szybciej i dalej. Zasilanie taśmowe pozwala rzadziej przeładowywać broń."
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "BROŃ 1"
"DARK_YELLOW-GREEN": "CIEMNOŻÓŁTOZIELONE"
"CUST_VARIANT_THREE_COLORS": "TRÓJKOLOROWE"
"CUST_VARIANT_TIES_": "KRAWATY"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "T-SHIRT A \"CROOKS & CASTLES\""
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "PRZEBIJANIE SZLAKÓW"
"CUST_BRO_TAUNT_C": "DRWINA BRACTWA 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "GŁĘBOKOŚĆ CZUBKA GŁOWY"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "SZEROKOŚC UST"
"VEHICLE_PAINT_STANDARD_MATERIAL": "STANDARDOWY MATERIAŁ"
"COMPONENT_REGULAR_PROFILE": "ZWYKŁY PROFIL"
"SLOT_SUSPENSION_STYLE": "RODZAJ ZAWIESZENIA"
"SLOT_PRIMARY_SURFACES": "PODSTAWOWE POWIERZCHNIE"
"CUST_VARIANT_LARGE_FLOWERS": "DUŻE KWIATY"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "RĘKAWICZKI LUMPA"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "SKŁADANKA PODSTĘPÓW"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "KAPITAŃSKIE RĘKAWICE"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Zwiększa szybkostrzelność i zmniejsza odrzut."
"CUST_TATTOO_RFORARM_7": "WNIEBOWSTĄPIENIE ŚWIĘTYCH"
"CUST_TATTOO_UPPBACK_8": "ZDOBĄDŹ SKRZYDŁA"
"CUST_COMP_FACE_MOLE_6": "PIEPRZYK 6"
"SEXY_1": "SEKSOWNE 1"
"CUST_VARIANT_LEATHER_SKIRT": "SKÓRA"
"CUST_WEAR_FRONT LEFT": "PRZÓD LEWO"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "WYSOKOŚĆ DOLNEJ POWIEKI"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "KSZTAŁT POWIEK"
"CUST_COMP_EYE_MAKEUP_12": "PUNKOWA KREDKA"
"SLOT_NITROUS_DESC": "Zamontuj nitro w swoim pojeździe, by jechać szybciej w chwilach potrzeby."
"LOGO_BRITISH": "BRYTYJSKA FLAGA"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "POZIOME PASY"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "WPUSZCZONA, ZAPIĘTA, B. WYS. SPODNIE, SZELKI"
"CUST_ITEM_CM_FPIC_SETA": "ĆWIEK W LEWEJ BRWI I W NOSIE"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "TENISÓWKI BRACHOLA"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Możesz nosić więcej ładunków."
"CUST_TATTOO_NECK_6": "UGRYZIENIE PAJĄKA"
"SLOT_SPOILER": "SPOJLERY"
"CUST_VARIANT_FEEDDOGS": "FEED DOGS"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "ŁAŃCUSZEK-OBRÓŻKA"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "KRÓTKO I NA PRAWO"
"CUST_ITEM_MALE_KILLBANEMASK": "MASKA KILLBANE'A"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "KLASYCZNA PASIASTA BRANSOLETA"
"CUST_HAIR_ACCESSORY_COLOR": "KOLOR OZDÓB WE WŁOSACH"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Pozwala przenosić więcej rakiet."
"CUST_TATTOO_LOWBACK_2": "WYTROPIONY"
"CUST_COLOR_BLONDE": "BLOND"
"CUST_COLOR_FLESH_2": "CIELISTY 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "GOLF \"WZGÓRZA\""
"CUST_ITEM_CF_HAIR_LONGDREADS": "RASTA"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "KABUKI"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "SPÓDNICA CUKIERKOWEJ DZIEWCZYNY"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "BLUZA SPORTOWA"
"CUST_CAT_EAR_PIERCINGS": "PRZEKŁUCIA USZU"
"CUST_LOGO_COLOR": "KOLOR LOGO"
"PLAYER_MORPH_EAR_ROLL_TEXT": "OBRÓCENIE USZU"
"RIM_SET_004": "ZESTAW FELG 4"
"VEHICLE_PAINT_RUBBER": "GUMA"
"COLOR_SLOT_INTERIOR": "WNĘTRZE"
"COMPONENT_OPTION_6": "OPCJA 6"
"SLOT_ENGINE": "SILNIK"
"SK05": "SKÓRA05"
"CUSTOM_WALK_5": "SPRĘŻYSTY STYL"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "KĄCIKI UST"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "FIOLETOWOCZERWONY 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "BRĄZOWY 6"
"CUST_COMP_MUSTACHE_11": "PRZYJACIELSKIE BAKI"
"COMPONENT_DECAL_4": "NAKLEJKA 4"
"CUST_VARIANT_BRONZE": "BRĄZ"
"CUST_SKIN_BLACK_01": "CZARNA 1"
"CUST_TATTOO_FACE_1": "ŻBIK"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "GO-GO"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "SPODNIE DO GOLFA"
"CUST_SKIN_PURPLE_2": "FIOLET ŚWIĘTYCH"
"CUSTOM_WALK_11": "STYL ZBIRA 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "WYSOKOŚĆ KOŚCI POLICZKOWYCH"
"CUST_COMP_FACE_MAKEUP_6": "JASZCZUR"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "BAJKOWY RÓŻ"
"VEHICLE_PAINT_GLASS": "SZKŁO"
"MALE_AVERAGE": "MĘŻCZYZNA - ŚREDNI"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "ZWYKŁE MAJTECZKI"
"CUST_VOICE_MALE_BLACK": "MĘŻCZYZNA 2"
"SURGEON_CAT_SKIN": "SKÓRA"
"CUST_TATTOO_RHAND_6": "I POZWÓL UMRZEĆ"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "KLASYKA LATA 70. - 80."
"HAIR_COLOR_GREEN": "ZIELONE"
"LOGO_SHARKS_TEXT_1": "REKINY TEKST 1"
"CUST_VARIANT_POTHEAD": "PŁOMIENIE"
"CUST_VARIANT_FISHNET_2": "SIATKA 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "ZEGAREK \"MIAMI\""
"CUST_RONIN_COMPLIMENT_A": "KOMPLEMENT RONINÓW 1"
"CUST_TATTOO_LCALF_5": "SMOCZY DECH"
"CUST_VARIANT_LEATHER": "SKÓRA"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "DAMSKI D \"UDAWAJMY\""
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "SPODNIE \"SŁOWO BEZPIECZEŃSTWA\""
"CUST_TATTOO_LOWER_ARM_LEFT": "DOLNA CZĘŚĆ LEWEJ RĘKI"
"CUST_COMPLIMENT_F": "N00B DUSIGROSZ"
