"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "SEPTUM HEIGHT"
"PLAYER_CREATION_MENU_2": "HEAD"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "YELLOW GREEN 6"
"CUST_TATTOO_CHEST_5": "SEEK FORGIVENESS"
"VEHICLE_COLOR_ROYAL_PURPLE": "ROYAL PURPLE"
"LOGO_HOE": "ETA OMICRON EPSILON"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "NEIGHBOR CARDIGAN"
"CUST_MORPH_CAT_NOSE": "NOSE"
"CUST_COMP_MUSTACHE_19": "LITTLE PATCH LINE"
"RIM_INDUSTRIAL": "INDUSTRIAL"
"OPTION_39": "OPTION 39"
"SLOT_COLOR_SCHEMES": "COLOR SCHEMES"
"CUST_VARIANT_FULL_STRIPES": "FULL STRIPES"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "HITCHED"
"PLAYER_MORPH_MUSCLE_TEXT": "MUSCULARITY"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "YELLOW ORANGE 3"
"CUST_TATTOO_LHAND_1": "L E F T"
"CUST_COLOR_PURPLE_4": "PURPLE 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "OUT OF THIS WORLD RING"
"CUST_ITEM_CM_HAIR_LONGBG": "ROCKIN' LOVE"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "CLASSIC STRIPE BRACELET"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "Laser-guided rockets follow your reticle. Targeting system allows you to lock onto enemies."
"CUST_TATTOO_RCALF_2": "SAY YOUR PRAYERS"
"CUST_TATTOO_LARM_5": "FLOAT ON"
"CUST_TATTOO_LUPPARM_7": "FALL OF THE RONIN"
"CUST_COMP_FEMALE_EYEBROWS_5": "THICK FEMININE"
"CUST_COMP_EYES_BROWN": "BROWN"
"Auburn": "AUBURN  "
"CUST_RACE_HISPANIC": "HISPANIC"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "RIPPLE JUNCTION GANGBUSTERS T"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "SPECIAL INVESTIGATOR"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "METRO FEDORA"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "HOT PINK LOW RISE"
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "EYEBALL DEPTH"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "EYEBALL SIZE"
"CUST_VARIANT_STRAPLESS": "STRAPLESS"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "KABANA HAT"
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "PARISIAN RUNWAY TURTLENECK"
"CUST_CAT_FACE_WEAR": "FACE WEAR"
"CUST_INSULT_A": "PET DETECTIVE"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "UPPER LIP SIZE"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "EAR WIDTH"
"PLAYER_MORPH_EAR_RIM_TEXT": "EAR RIM"
"CUST_COMP_FACE_NATURAL_EYES": "NATURAL EYES"
"CUST_VARIANT_MEDIUM": "MEDIUM"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "MODERN COAT JACKET WITH TIE"
"CUST_COMPLIMENT_N": "THE DOLLAR DANDY"
"PLAYER_CREATION_PRESET_FEMALE": "FEMALE"
"CUST_VARIANT_SMALL_STRIPES": "THIN STRIPES"
"CUST_VARIANT_STIPES_1": "STRIPES 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "GONE WILD HAT"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "NOSTRIL SIZE"
"PLAYER_MORPH_HAIR_TEXT": "HAIR"
"CUST_GANG_GENERIC": "SAINT"
"VEHICLE_PAINT_GANG_RONIN": "RONIN"
"CUST_VARIANT_WATCHBAND": "WATCHBAND"
"CUST_INSULT_DUMP": "THE DUMPER"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "SKULL BACK LENGTH"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "Attached grenade launcher shoots grenades farther and faster.  Box magazine holds more ammo."
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "WEAPON 1"
"DARK_YELLOW-GREEN": "DARK YELLOW-GREEN"
"CUST_VARIANT_THREE_COLORS": "TRI-COLOR"
"CUST_VARIANT_TIES_": "TIES"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "CROOKS & CASTLES T-SHIRT A"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "TRAILBLAZING"
"CUST_BRO_TAUNT_C": "BROTHERHOOD TAUNT 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "SKULL BACK DEPTH"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "MOUTH WIDTH"
"VEHICLE_PAINT_STANDARD_MATERIAL": "STANDARD MATERIAL"
"COMPONENT_REGULAR_PROFILE": "REGULAR PROFILE"
"SLOT_SUSPENSION_STYLE": "SUSPENSION STYLE"
"SLOT_PRIMARY_SURFACES": "PRIMARY SURFACES"
"CUST_VARIANT_LARGE_FLOWERS": "LARGE FLOWERS"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "HOBO GLOVES"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "STRATAGEM MEDLEY"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "CAPTAIN'S GLOVES"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Increase rate of fire and lessen recoil."
"CUST_TATTOO_RFORARM_7": "SAINTS ASCENSION"
"CUST_TATTOO_UPPBACK_8": "GET YOUR WINGS"
"CUST_COMP_FACE_MOLE_6": "MOLE 6"
"SEXY_1": "SEXY 1"
"CUST_VARIANT_LEATHER_SKIRT": "LEATHER"
"CUST_WEAR_FRONT LEFT": "FRONT LEFT"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "LOWER EYELID HEIGHT"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "EYELID SHAPE"
"CUST_COMP_EYE_MAKEUP_12": "PUNK LINER"
"SLOT_NITROUS_DESC": "Add Nitrous to your vehicle, giving it that burst of speed when you need it most."
"LOGO_BRITISH": "BRITISH FLAG"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "HORIZONTAL STRIPES"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "TUCKED, BUTTONED, EXTRA HIGH PANT, SUSPENDERS"
"CUST_ITEM_CM_FPIC_SETA": "LEFT BROW STUD AND NOSE STUD"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "BROSEPH SNEAKS"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Carry more charges."
"CUST_TATTOO_NECK_6": "SPIDER BITE"
"SLOT_SPOILER": "SPOILERS"
"CUST_VARIANT_FEEDDOGS": "FEED DOGS"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "CHOKER CHAIN"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "SHORT AND RIGHT"
"CUST_ITEM_MALE_KILLBANEMASK": "KILLBANE MASK"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "CLASSIC STRIPE BRACELET"
"CUST_HAIR_ACCESSORY_COLOR": "HAIR ACCESSORY COLOR"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Carry more missiles."
"CUST_TATTOO_LOWBACK_2": "TRACKED"
"CUST_COLOR_BLONDE": "BLONDE"
"CUST_COLOR_FLESH_2": "FLESH 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "HILLS TURTLENECK"
"CUST_ITEM_CF_HAIR_LONGDREADS": "RASTA"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "KABUKI"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "CANDY GIRL SKIRT"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "TRACK TOP COMBO"
"CUST_CAT_EAR_PIERCINGS": "EAR PIERCINGS"
"CUST_LOGO_COLOR": "LOGO COLOR"
"PLAYER_MORPH_EAR_ROLL_TEXT": "EAR ROLL"
"RIM_SET_004": "RIM SET 4"
"VEHICLE_PAINT_RUBBER": "RUBBER"
"COLOR_SLOT_INTERIOR": "INTERIOR"
"COMPONENT_OPTION_6": "OPTION 6"
"SLOT_ENGINE": "ENGINE"
"SK05": "SKIN05"
"CUSTOM_WALK_5": "BOUNCIN STYLE"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "MOUTH CORNERS"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "VIOLET RED 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "BROWN 6"
"CUST_COMP_MUSTACHE_11": "FRIENDLY MUTTON CHOPS"
"COMPONENT_DECAL_4": "DECAL 4 "
"CUST_VARIANT_BRONZE": "BRONZE"
"CUST_SKIN_BLACK_01": "AFRICAN AMERICAN 1"
"CUST_TATTOO_FACE_1": "WILD CAT"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "THE GO-GO"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "GOLFER PANTS"
"CUST_SKIN_PURPLE_2": "SAINTS PURPLE"
"CUSTOM_WALK_11": "THUG STYLE 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "CHEEKBONE HEIGHT"
"CUST_COMP_FACE_MAKEUP_6": "REPTILIAN"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "PRETTY PRINCESS PINK"
"VEHICLE_PAINT_GLASS": "GLASS"
"MALE_AVERAGE": "MALE AVERAGE"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "BASIC PANTIES"
"CUST_VOICE_MALE_BLACK": "MALE 2"
"SURGEON_CAT_SKIN": "SKIN"
"CUST_TATTOO_RHAND_6": "AND LET DIE"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "CLASSIC 70'S - 80'S"
"HAIR_COLOR_GREEN": "GREEN"
"LOGO_SHARKS_TEXT_1": "SHARKS TEXT 1"
"CUST_VARIANT_POTHEAD": "FLAMES"
"CUST_VARIANT_FISHNET_2": "FISHNET 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "KABANA WATCH"
"CUST_RONIN_COMPLIMENT_A": "RONIN COMPLIMENT 1"
"CUST_TATTOO_LCALF_5": "BREATH OF THE DRAGON"
"CUST_VARIANT_LEATHER": "LEATHER"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "LETS PRETEND FEMALE D"
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "SAFEWORD PANTS"
"CUST_TATTOO_LOWER_ARM_LEFT": "LOWER LEFT ARM"
"CUST_COMPLIMENT_F": "THE SCROOB"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "FACE HEIGHT"
"CUST_COLOR_CLOTHING_GREYS_7": "GREY 7"
"CUST_COMP_CHEEK_MAKEUP_1": "BLUSHING BRIDE"
"CUST_VARIANT_THINSTRIPES": "THIN STRIPES"
"CUST_VARIANT_SAILOR": "SAILOR"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "MILITARY MAN"
"CUST_TATTOO_UPPER_ARM_RIGHT": "UPPER RIGHT ARM"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "TEMPLE HEIGHT"
"VEHICLE_COLOR_BLUSH_GRAY": "BLUSH GRAY"
"HAIR_White": "WHITE"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "CROOKS & CASTLES JEANS"
"CUST_ITEM_LONG_ROPE_CHAIN_2": "BAD GIRL CHAIN"
"CUST_SKIN_OILED_1": "OILED CAUCASIAN 1"
"CUSTOM_WALK_FEMALE_3": "LADY THUG"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "NOSE SIZE"
"PLAYER_CREATION_PRESET_WHITE": "CAUCASIAN"
"SLOT_FRONT_BUMPER": "FRONT BUMPERS"
"DARK_BLUE-GREEN": "DARK BLUE-GREEN"
"CUST_TATTOO_LOWER_CHEST": "LOWER CHEST"
"CUST_INSULT_I": "\"QUARTER CIRCLE FORWARD + A\""
"CUST_MAKEUP_AREA_CHEEKS": "CHEEKS"
"CUST_TERTIARY_COLOR": "TERTIARY COLOR"
"CUST_VARIANT_SPARKLE": "SPARKLES"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "CROWN WIDTH"
"COLOR_SLOT_PAINT_1_AND_RIMS_1": "PAINT 1 AND RIMS 1"
"COLOR_SLOT_CASKET": "CASKET"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOWV": "HILLS T SHIRT"
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "STEAMPUNK FINGERLESS GLOVES"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "BROSEPH SHIRT COMBO"
"PLAYER_MORPH_EARS_DEPTH_TEXT": "EAR DEPTH"
"CUST_GANG_GUARD": "GUARDSMEN"
"RIM_SET_021": "RIM SET 21"
"HAIR_COLOR_BLACK": "BLACK"
"CUST_CAT_HANDS": "HANDS"
"CUST_TATTOO_HAND_RIGHT": "RIGHT HAND"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_3": "Increase the size of your clips.  "
"CUST_COMP_EYE_MAKEUP_5": "CATWALK"
"SLOT_WHEELS": "WHEELS"
"LOGO_NUMBER7": "NUMBER 7"
"LOGO_SKEETERS_1": "SKEETERS 1"
"CUST_COLOR_CLOTHING_GREYS_3": "GREY 3"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_4": "Beware the stench."
"CUST_COMP_CHEEK_MAKEUP_5": "MELANCHOLY"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "GO TEAM! SKIRT"
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "INDIE KICKS"
"CUST_TATTOO_LCALF_1": "EXTRA AMMO"
"CUST_VARIANT_STARS": "STARS"
"CUST_ITEM_FEMALE_NLM_EARRINGS_3": "LIFE SUCKS EARRINGS"
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "STEELPORT HERO PANTS"
"CUST_ITEM_CF_HAIR_PIXIE": "SHORT AND SWEET"
"CUST_COMPLIMENT_B": "STUNNED"
"CUST_VARIANT_PUNK": "PUNK"
"CUST_VARIANT_KAHKI": "KHAKI"
"CUST_VARIANT_TARZAAN": "JUNGLE"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "YOUNG SOLDIER BOOTS"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "KNOCKOUT BANDAGES"
"CUST_INSULT_M": "ASCENSION"
"CUST_GANG_WRESTLER": "WRESTLER"
"VEHICLE_COLOR_BERRY_RED": "BERRY RED"
"SLOT_DOOR_MODS": "DOOR MODS"
"CUST_VARIANT_3_TYPE_SOLID": "TRI-COLOR"
"CUST_ITEM_CM_IMPM_FOOT_M_SANDLES": "KABANA SANDALS"
"CUST_SKIN_OILED_5": "OILED AFRICAN AMERICAN 2"
"CUSTOM_WALK_FEMALE_7": "LADY SWING"
"CUST_MORPH_CAT_CHEEKBONES": "CHEEKBONES"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "SKULL BACK WIDTH"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "MOUTH DEPTH"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_4": "Increase rate of fire. Extended barrel helps counter increased recoil."
"CUST_TATTOO_UPPBACK_4": "LICK THE TOAD"
"VEHICLE_COLOR_DEEP_BRUNSWICK_GREEN": "DEEP BRUNSWICK GREEN"
"VEHICLE_COLOR_CATALYST_GREEN": "CATALYST GREEN"
"SLOT_GAS_CAPS": "GAS CAPS"
"SUIT_1": "SUIT 1"
"LOGO_VIRAL_2": "VIRAL 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "TUCKED, BUTTONED, EXTRA HIGH PANT, NO SUSPENDERS, TIE"
"LIGHT_BROWN": "LIGHT BROWN"
"LOGO_STALKER": "STALKER"
"CUST_VARIANT_CAMO": "CAMO"
"CUST_ITEM_FEMALE_LL_UNDWEAR_2": "ALL MY LOVE THONG"
"CUST_ITEM_CF_PSA_UBDY_F_GFXHOODIEUP": "SAINTS HOODIE UP"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "MURDERBRAWL ARM GAUNTLET"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "NOSE STYLE"
"FACIAL_EXPRESSION_HAUGHTY": "HAUGHTY"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "NOSTRIL MIDDLE HEIGHT"
"CUST_COMP_EYE_MAKEUP_1": "RACOON EYES"
"LOGO_SKEETERS_5": "SKEETERS 5"
"LOGO_NUMBER3": "NUMBER 3"
"CUST_VARIANT_BRA_2": "FLOWERS"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "CAPTAIN'S PANTS"
"HAIR_COLOR_BLEACHED": "BLEACHED"
"CUST_ITEM_FEMALE_NLM_OUTFIT_C": "GOTH COUTURE"
"CUST_ITEM_CARDINAL_OUTFIT": "THE CARDINAL "
"PLAYER_MORPH_EAR_DEPTH_TEXT": "EAR DEPTH"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_4": "Target faster and hold more ammo."
"CUST_TATTOO_NECK_2": "LIZZY"
"CUST_COMP_BODY_MASK_2": "BIKINI TAN, SHORTS"
"LOGO_MUSEUM_ERO_2": "EROMENOS MUSEUM 2"
"CUST_VARIANT_2COLOR_THICK": "TWO COLOR, THICK"
"CUST_ITEM_CF_HAIR_SWIRLUP": "POMPADOUR"
"CUST_COLOR_CLOTHING_ORANGE_8": "ORANGE 8"
"CUST_COMP_EYE_MAKEUP_16": "EGYPTIAN PRIEST"
"VEHICLE_COLOR_BRUISED_PLUM_PURPLE": "BRUISED PLUM PURPLE"
"CUST_VARIANT_BEAT_COP": "BEAT COP BADGE"
"CUST_ITEM_CM_FPIC_SETE": "PIERCED EVERYWHERE"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "TIME TO GET WET SWIM BOTTOM"
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "MIZUNDERSTOOD CHOKER"
"CUST_TATTOO_UPPER_BACK": "UPPER BACK"
"VEHICLE_COLOR_TABLETOP_GRAY": "TABLETOP GRAY"
"VEHICLE_COLOR_REGATTA_BLUE": "REGATTA BLUE"
"COMPONENT_OPTION_2": "OPTION 2"
"SK01": "SKIN01"
"CUST_VARIANT_THIN_TRI_COLOR": "THIN TRI-COLOR"
"CUST_WEAR_TUCKED_BUTTONED_TIE": "TUCKED, BUTTONED, TIE"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "WOMENS FREE THROW JERSEY"
"CUST_ITEM_CM_SAINTSHEADSET": "ASTRO A40 SAINTS HEADSET"
"CUSTOM_WALK_1": "THUG STYLE 1"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "UPPER LIP MIDDLE HEIGHT"
"PLAYER_CREATION_RANDOMIZE": "RANDOMIZE"
"CUST_TATTOO_LOWBACK_6": "ACES UP"
"VEHICLE_PAINT_HEROGLOSS_PAINT": "GLOSS"
"CUST_VARIANT_POLISHED_LEATHER": "POLISHED LEATHER"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "TANK TOP"
"MENU_STYLE": "STYLE"
"CUST_TATTOO_FACE_5": "MASS PRODUCED"
"LOGO_BROTHERHOOD_2": "BROTHERHOOD 2"
"CUST_VARIANT_COLOR_BOTTOMS": "COLORED BOTTOMS"
"CUST_WEAR_FOREWARD": "FORWARD"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "STYLISH COAT WITH VEST"
"CUSTOM_WALK_15": "THUG STYLE 10"
"PLAYER_MORPH_FAT_TEXT": "FAT"
"PLAYER_MORPH_CHEEKS_TEXT": "CHEEKS"
"CUST_COLOR_CLOTHING_VIOLET-RED_3": "VIOLET RED 3"
"CUST_COLOR_CLOTHING_BROWNS_2": "BROWN 2"
"CUST_COMP_MUSTACHE_15": "CHIN STRAP"
"SLOT_FRONT_FENDERS": "FRONT FENDERS"
"CUST_VARIANT_LEOPARD_2": "LEOPARD 2"
"CUST_SKIN_BLACK_05": "AFRICAN AMERICAN 5"
"CUST_TATTOO_RHAND_2": "BONED"
"BRIGHT_YELLOW": "BRIGHT YELLOW"
"CUST_VARIANT_DIAMOND": "DIAMOND"
"CUST_COMP_FACE_MAKEUP_2": "SPLIT PERSONALITY"
"HAIR_COLOR_PINK_MATTE": "PINK MATTE"
"CUST_VARIANT_STRIPESB": "STRIPES 2"
"CUST_VARIANT_COLORED_COLLAR": "COLORED COLLAR"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "SAD TO THE BONE HOODIE"
"CUST_SKIN_HISPANIC_02": "HISPANIC 2"
"CUST_COLOR_ROSE_2": "ROSE 2"
"LOGO_NUMBER10": "NUMBER 10"
"CUST_VARIANT_COLORB": "STYLE 2"
"RIM_SET_013": "RIM SET 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "NAUGHTY GIRL GLOVES"
"CUST_SKIN_DEMON": "DEMON PINK"
"CUST_PRESET_AGE": "AGE"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRICAN"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "VIOLET BLUE 4"
"VEHICLE_COLOR_BRONZE": "BRONZE"
"CUST_VARIANT_TYEDYE": "STYLE 1"
"CUST_CAT_LOWER_BODY": "LOWER BODY"
"CUST_TATTOO_ARMS": "ARMS"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "MOUTH SIDE HEIGHT"
"PLAYER_CREATION_FIGURE_OBESE": "OBESE"
"CUST_COLOR_CLOTHING_GREENS_8": "GREEN 8"
"CUST_TATTOO_STOMACH_6": "3RD STREET SAINTS"
"CUST_WEAR_TATTOO_MAY_LION": "MAY LION"
"CUST_WEAR_FINGER_RR": "RIGHT RING FINGER"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "REALITY CLIMAX PANTS"
"CUST_COMPLIMENT_S": "OF THE RIVER"
"Gang_Customization": "GANG CUSTOMIZATION"
"BRIGHT_PINK": "BRIGHT PINK"
"CUST_SKIN_CAUCASIAN_04": "CAUCASIAN 4"
"FACIAL_EXPRESSION_INEBRIATED": "INEBRIATED"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "DOUBLE CHIN DEPTH"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "TIP ELEVATION"
"PLAYER_MORPH_BROW_TEXT": "BROW"
"CUST_VARIANT_BUTTONED_SHIRT": "DRESS SHIRT"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "JUMPS"
"CUST_TATTOO_RARM_3": "THE BROTHERHOOD"
"VEHICLE_COLOR_TINT_80": "TINT 80%%"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "DECAL 9"
"CUST_VARIANT_ARMY": "ARMY"
"CUST_SKIN_ASIAN_05": "ASIAN 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "JAW HEIGHT"
"CUST_COLOR_CLOTHING_BLUES_9": "BLUE 9"
"VEHICLE_PAINT_CLOTH": "CLOTH"
"CUST_MORPH_CAT_CROWN": "CROWN"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "EAR HEIGHT"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Increase ammo capacity. "
"CUST_GANG_HO": "HO"
"COLOR_SLOT_PAINT_1_AND_TRIM": "PAINT 1 AND TRIM"
"CUST_VARIANT_PINSTRIPES": "PIN STRIPES"
"CUST_VARIANT_2COLOR_THIN": "TWO COLOR, THIN"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "CHIN PITCH"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "BRIDGE LENGTH"
"CUST_TATTOO_LFORARM_1": "KING ME"
"COLOR_SLOT_TRIM_2": "TRIM 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "BOMBER JACKET"
"LOGO_FIRE": "FIRE FIGHTER"
"CUST_VARIANT_SOLID2": "SOLID VISOR"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "MURDERBRAWL ARM GAUNTLET"
"CUST_PRESET_FIGURE": "BUILD"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "NOSE DEPTH"
"CUST_COMP_MUSTACHE_23": "DOOR KNOCKER"
"CUST_VARIANT_LARGE_POLKA_DOTS": "LARGE POLKA DOTS"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "LEFT UNZIPPED, LOW"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "CAMO CAPRIS"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "WORKIN' THE STREETS"
"CUST_CAT_MEDALLION": "MEDALLIONS"
"CUST_TATTOO_LOWER_ARM_RIGHT": "LOWER RIGHT ARM"
"PLAYER_MORPH_BROW_SPACING_TEXT": "BROW SPACING"
"LOGO_GHETTO_1": "GHETTOBLASTER 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "MOUTH STYLE"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "DAY GLO PANTS"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "THREE COUNT SUIT MALE"
"CUST_CAT_EYES": "EYES"
"CUST_COLOR_CLOTHING_YELLOWS_1": "YELLOW 1"
"CUST_TATTOO_RUPPARM_1": "SPIRIT OF THE WOLF"
"VEHICLE_PAINT_MODERN": "MODERN"
"SLOT_SPARE_TIRE": "SPARE TIRES"
"MALE_OBESE": "MALE OBESE"
"CUST_VARIANT_ROPES": "ROPES"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "Z STYLE HOOPS"
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "DISCO FEVER SHIRT"
"PLAYER_MORPH_FACE_SCALE_TEXT": "FACE SCALING"
"CUST_COLOR_CLOTHING_VIOLET_2": "VIOLET 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "BOTH ROLLED, HIGH"
"CUST_ITEM_CM_NECK_PEARLS": "CLASSY NECKLACE"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "METRO PANTS"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "HILLS CASUAL T"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "CANDY KID SHADES"
"CUST_ITEM_BASIC_LIPSTICK": "STACY HAIR WITH HAIR BAND"
"CUST_BRO_COMPLIMENT_C": "BROTHERHOOD COMPLIMENT 3"
"CUST_MOVEMENT_MELEE": "COMBAT STYLE"
"CUST_TATTOO_LFORARM_5": "STEER THE BOAT"
"CUST_VARIANT_COW": "COW"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "EUROPEAN MODEL PANTS"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "HILLS JACKET WITH VEST"
