"CUST_ITEM_CF_HAIR_MED": "ДО ПЛЕЧ" 
"CUST_COLOR_CLOTHING_VIOLET-BLUE_2": "ИНДИГО 2"
"CUST_COMP_FACE_DIMPLE": "ЯМОЧКА"
"CUST_VARIANT_STRIPE": "В ПОЛОСКУ"
"CUST_WEAR_HIGH_BOTH_ROLLED": "ОБА ЗАСТЕГНУТЫ, ВЫСОКО"
"CUST_ITEM_IMPRESSIONS_MALE_B": "ВПЕЧАТЛЕНИЯ МУЖ. B"
"CUST_ITEM_CM_PSD_UBDY_M_PUFFYVEST": "ДУТЫЙ ЖИЛЕТ"
"CUST_VARIANT_FLAT_TOP_DESIGN_B": "ПЛОСКИЙ ВЕРХ, ДИЗАЙН В"
"CUST_ITEM_CF_RING_F_LGFINGERNAILS": "НОГТИ С МАНИКЮРОМ"
"CUST_WEAR_NORMAL_LOW": "НОМАЛЬНЫЙ, НИЗКИЙ"
"CUST_COLOR_CLOTHING_VIOLET_4": "ФИОЛЕТОВЫЙ 4"
"HAIR_COLOR_REDHEAD_MATTE": "РЫЖИЙ МАТОВЫЙ"
"CUST_VARIANT_NO_STRIPES": "ПРОСТОЙ"
"CUST_WEAR_TATTOO_BAND_A": "БАНДАНА 1"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ZIPPED": "ЛЕВЫЙ РАССТЕГНУТ, ВЫСОКО"
"CUST_ITEM_TROOPER_SHADES": "ГОЛЛИВУДСКИЙ СТАНДАРТ"
"CUST_COLOR_CLOTHING_YELLOWS_7": "ЖЕЛТЫЙ 7"
"CUST_TATTOO_RUPPARM_7": "В ТВОЕЙ КРОВИ"
"CUST_COMP_FACE_BLOODY_NOSE": "РАЗБИТЫЙ НОС"
"CUST_VARIANT_TIE_DYE": "ПОКРАШЕННЫЙ ГАЛСТУК"
"player_lips_gloss": "БЛЕСК ДЛЯ ГУБ"
"FACIAL_EXPRESSION_GRUMPY": "ВОРЧЛИВЫЙ"
"CUST_TATTOO_LFORARM_7": "РАСКАТ ГРОМА"
"COLOR_SLOT_TRIM_4": "НАКЛАДКИ 4"
"CUST_ITEM_CF_DLC_WP_OUTFIT": "КОРОЛЕВА ВОИНОВ"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_F": "БАСКЕТБОЛИСТ"
"CUST_ITEM_LEATHER_JACKET_OUTFIT": "КОЖАНАЯ КУРТКА"
"CUST_VARIANT_SPORT_SHORTS_2": "СТИЛЬ 1"
"CUST_ITEM_CF_PSD_LBDY_F_GFXSWEATPANTS": "ВЫХОДНЫЕ КАПРИ"
"PLAYER_MORPH_NOSTRILS_DEPTH_TEXT": "ГЛУБИНА НОЗДРЕЙ"
"CUST_COMP_MUSTACHE_25": "МАРСИАНИН"
"SLOT_BODY_KIT": "ДЕТАЛИ КУЗОВА"
"CUST_VARIANT_PIMPCOAT_HEARTS": "СЕРДЦА"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_G": "ХУДОЖНИЦА"
"PLAYER_MORPH_BALL_WIDTH_TEXT": "ШИРИНА КОНЧИКА"
"VEHICLE_COLOR_RED_LIGHT_TINT": "КРАСКА \"КРАСНЫЙ СВЕТ\""
"CUST_VARIANT_SANDALS_03": "ОБЫЧНЫЕ"
"CUST_ITEM_CM_IMPL_EYES_M_DSSUNGLS": "СОЛНЦЕЗАЩИТНЫЕ ОЧКИ \"РАНВЭЙ\""
"CUST_ITEM_FEMALE_PS_UNDWEAR_1": "ЛОГО СВЯТЫХ"
"CUST_CAT_RIGHT_WRIST": "ПРАВОЕ ЗАПЯСТЬЕ"
"PLAYER_MORPH_JAW_WIDTH_TEXT": "ШИРИНА ЧЕЛЮСТИ"
"COMPONENT_OPTION_1": "ВАРИАНТ 1"
"SLOT_INTERIOR_COLOR": "ЦВЕТ ИНТЕРЬЕРА"
"SK02": "КОЖА02"
"CUSTOM_WALK_2": "СУТЕНЕРСКИЙ ПРИКИД"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_3": "Увеличивает количество ракет."
"CUST_TATTOO_LOWBACK_5": "МЫ ВЕРИМ В СТАЛЬ"
"CUST_ITEM_CM_LPE_UBDY_M_MUBODYSUIT": "ДОСПЕХ СОЛДАТА БУДУЩЕГО"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_4": "Количество зарядов увеличивается."
"CUST_TATTOO_NECK_1": "МОРСКАЯ ЗВЕЗДА"
"CUST_COMP_BODY_MASK_1": "НЕТ"
"LOGO_MUSEUM_ERO_1": "МУЗЕЙ EROMENOS 1"
"CUST_VARIANT_BIKER_NODECAL": "БЕЗ НАКЛЕЕК"
"CUST_VARIANT_PLAIN_NO_TIE": "ПРОСТОЙ"
"CUST_WEAR_SUSPENDERS": "ПОДТЯЖКИ"
"CUST_ITEM_CM_CNC_UBDY_M_LOGOB": "ФУТБОЛКА \"CROOKS & CASTLES\" 2"
"CUST_ITEM_SHORT_SOCKS": "ПАПИНЫ БАШМАКИ"
"CUST_ITEM_BIKER_BOOTS_3": "ВЫХОДНЫЕ ТАПКИ"
"CUST_TATTOO_RIGHT_LEG": "ПРАВАЯ НОГА"
"FACIAL_EXPRESSION_SAD": "ПЕЧАЛЬНЫЙ"
"PLAYER_MORPH_MIDDLE_BROW_ELEVATION_TEXT": "СРЕДИННАЯ ВЫСОТА БРОВЕЙ"
"CUST_COMP_EYE_MAKEUP_15": "ЦАРИЦА НИЛА"
"CUST_COLOR_BLEACHED_BLONDE": "КРАШЕНЫЙ БЛОНДИН"
"CUST_VARIANT_17_DEFAULT": "СТИЛЬ 2"
"CUST_ITEM_CM_MOCAP_SUIT_M_MOCAP": "ДАТЧИКИ ДВИЖЕНИЯ"
"CUST_ITEM_FEMALE_LP_UNDWEAR_1": "СТРИНГИ \"ВЕСЕЛКА\""
"PRESET_WARNING_HEADING": "ВНИМАНИЕ!"
"CUSTOM_WALK_MALE": "МУЖЧИНА (ПО УМОЛЧАНИЮ)"
"PLAYER_MORPH_EYE_SPACING_TEXT": "ГЛАЗНОЙ ИНТЕРВАЛ"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_9": "ЖЕЛТО-ЗЕЛЕНЫЙ 9"
"CUST_TATTOO_RHAND_1": "ЧЕТЫРЕ ЧЕРЕПА"
"Chin": "ПОДБОРОДОК"
"CUST_PRESET_SEX": "ПОЛ"
"CUST_COMP_FACE_MAKEUP_1": "ВСЕ БЕЛОЕ"
"VEHICLE_COLOR_GOLD": "ЗОЛОТО"
"CUST_VARIANT_JERSEY_2": "СТИЛЬ 2"
"CUST_VARIANT_STRIPESA": "ПОЛОСКИ 1"
"CUST_SKIN_HISPANIC_01": "ЛАТИНОС 1"
"CUST_TATTOO_FACE_6": "БАБОЧКА"
"SLOT_RIM_COLOR": "ЦВЕТ ОБОДА"
"DARK_PINK": "ТЕМНО-РОЗОВЫЙ"
"LOGO_BROTHERHOOD_1": "БРАТСТВО 1"
"CUST_SKIN_PURPLE_5": "ПУРПУРНЫЙ"
"CUSTOM_WALK_16": "БАНДИТСКИЙ СТИЛЬ 11"
"CUST_MENU_FINE_TUNING": "ЛИЦО"
"CUST_COLOR_CLOTHING_BROWNS_1": "КОРИЧНЕВЫЙ 1"
"CUST_COMP_MUSTACHE_16": "БИЗНЕСМЕН"
"COMPONENT_DECAL_3": "КАРТИНКА 3"
"CUST_VARIANT_LEOPARD_1": "ЛЕОПАРД 1"
"CUST_ITEM_CM_CNC_UBDY_M_VARJACKET": "СПОРТИВНАЯ КУРТКА CROOKS & CASTLES"
"CUST_SKIN_BLACK_06": "НЕГР 6"
"PLAYER_MORPH_BROW_ANGLE_TEXT": "УГОЛ БРОВЕЙ"
"LOGO_STALLA_1": "STALLAGERIFFIC"
"CUST_ITEM_CF_RING_F_GOTHSET": "КОЛЬЦА \"НА КРАЮ ТЬМЫ\""
"CUST_ITEM_CF_RING_F_SMHEART": "КОМПЛЕКТ МАЛЕНЬКИХ СЕРДЕЧЕК"
"CUST_INSULT_N": "МОДА"
"PLAYER_MORPH_SLOPE_ELEVATION_TEXT": "ВЫСОТА НАКЛОНА"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_STAG_2": "Увеличивается скорострельность и урон. Целеуказатель повышает точность прицельной стрельбы."
"CUST_TATTOO_LUPPARM_8": "ВСЕ ДЕЛО В БЛЕСКЕ"
"VEHICLE_COLOR_SEAFOAM_TEAL": "МОРСКАЯ ПЕНА"
"CRAZY_1": "БЕЗУМНЫЙ 1"
"CUST_ITEM_CF_RING_F_DMNDNAILS": "ЗОЛОТОКОПАТЕЛЬ"
"CUSTOM_WALK_FEMALE_4": "ЖЕНСКАЯ ВЛАСТНАЯ"
"CUST_COMP_CHEEK_MAKEUP_6": "ЖАРКАЯ НОЧЬ"
"SURGEON_CAT_BODY": "ТЕЛО"
"CUST_TATTOO_LCALF_2": "ЗАПРЕЩЕННЫЙ ПРИЕМ"
"CUST_VARIANT_POLKA_DOTS": "В ГОРОШЕК"
"CUST_VARIANT_MED_TRI_COLOR": "СРЕДНИЙ ТРИКОЛОР"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_C": "ГЕРОИНЯ СТИЛПОРТА"
"CUST_ITEM_CM_LPC_UBDY_M_HEROSHIRT": "РУБАШКА ГЕРОЯ СТИЛПОРТА"
"CUST_COMPLIMENT_A": "ОПЫТ"
"SURGEON_STORE_NAME_1": "IMAGE AS DESIGNED"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_4": "Разрывные пули оглушают противников."
"CUST_COMP_EYE_MAKEUP_2": "ПЯТНО СЛЕВА"
"RIM_189": "C-X 503"
"LOGO_SKEETERS_6": "Драчуны 6"
"CUST_VARIANT_BRA_1": "В ГОРОШЕК"
"CUST_VARIANT_WILD": "ДИКИЙ"
"CUST_ITEM_CF_NLMD_UBDY_F_SHIRT": "РОК-МАЙКА"
"CUST_COMPLIMENT_CC": "КРИК \"ВУ-У-У\""
"SLOT_RIGHT_SIDE": "ПРАВАЯ СТОРОНА"
"SLOT_TAILS": "ХВОСТЫ"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "ЗАПРАВЛЕННЫЙ, ЗАСТЕГНУТЫЙ, С ПОДНЯТЫМ НИЗОМ, БЕЗ ПОДТЯЖЕК"
"CUST_WEAR_TUCKED_BUTTONED": "ЗАПРАВЛЕННЫЙ, ЗАСТЕГНУТЫЙ"
"CUST_ITEM_CM_IMPN_UBDY_M_UNBUTTONED": "СОВРЕМЕННАЯ РАССТЕГНУТАЯ СОРОЧКА"
"CUST_ITEM_CM_IMPM_EYES_M_SUNGLASSES": "СОЛНЦЕЗАЩИТНЫЕ ОЧКИ \"КАБАНА\""
"PLAYER_MORPH_MOUTH_SHAPE_TEXT": "ФОРМА РТА"
"CUST_TATTOO_RFORARM_8": "ПРЕДПЛЕЧЬЕ_ПУШКА"
"CUST_TATTOO_UPPBACK_7": "ДРАМАТИЧЕСКИЙ ПЕРСОНАЖ"
"CUST_COMP_FACE_MOLE_9": "РОДИНКА 9"
"LOCALIZE_NONE": "НЕТ"
"RALLY_2": "РАЛЛИ 2"
"MALE_EMACIATED": "ХУДОЙ МУЖЧИНА"
"LOGO_VIRAL_1": "ВИРУС 1"
"CUST_VARIANT_2STRIPE": "ДВЕ ПОЛОСЫ"
"CUST_VARIANT_SMALL_STRIPE": "ТОНКИЕ ПОЛОСЫ"
"CUST_VARIANT_STEEL": "СТАЛЬ"
"SLOT_ROOF_LIGHTS": "ЛЮКИ"
"DARK_ORANGE": "ТЕМНО-ОРАНЖЕВЫЙ"
"CUST_ITEM_FEMALE_LL_UNDWEAR_1": "НЕОНОВЫЕ ДЖУНГЛИ"
"COLOR_SLOT_PAINT_1_AND_PAINT_3": "РИСУНОК 1 И РИСУНОК 3"
"CUST_VARIANT_PLATINUM": "ПЛАТИНА"
"CUST_SKIN_OILED_2": "НАМАСЛЕННЫЙ АЗИАТ 1"
"PLAYER_MORPH_EYE_SIZE_TEXT": "РАЗМЕР ГЛАЗ"
"PLAYER_MORPH_BOTTOM_LIP_MIDDLE_SIZE_TEXT": "РАЗМЕР СРЕДНЕЙ ЧАСТИ НИЖНЕЙ ГУБЫ"
"RIM_SPORTS": "СПОРТ"
"CUST_ITEM_CF_NLMD_FOOT_F_CANVASSHOES": "РОК-БОТЫ"
"CUST_ITEM_CM_LPG_MASK_M_MASKLAMB": "МОЛЧАЛИВЫЙ ЯГНЕНОК"
"CUST_INSULT_J": "МИНЕТ БЕЗ РЕЗИНЫ"
"CUST_TATTOO_LCALF_6": "ЧЕЛОВЕК ИЗ ПЛЕМЕНИ"
"VEHICLE_COLOR_INSANE_RED": "БЕЗУМНЫЙ КРАСНЫЙ"
"CUST_ITEM_FEMALE_NLM_EARRINGS_4": "СЕРЕЖКИ \"КРОВОПУСКАНИЕ\""
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_G": "СЕКСИ-ФЕРМЕРША"
"CUST_ITEM_CM_LPE_LBDY_M_MPANTS": "ШТАНЫ БАТАЛЬОНА"
"CUST_ITEM_CM_LLA_UBDY_M_GIMPSHIRT": "РУБАШКА ГАДКОГО МАЛЬЧИКА"
"CUST_ITEM_CM_PSG_FOOT_M_SNEAKERS": "KICKS"
"CUST_COMPLIMENT_E": "АМИГО"
"PLAYER_MORPH_BODY_FAT_TEXT": "ПОЛНОТА"
"PLAYER_MORPH_SKULL_TOP_HEIGHT_TEXT": "ВЫСОТА ВЕРХНЕЙ ЧАСТИ ЧЕРЕПА"
"CUST_COLOR_CLOTHING_GREYS_4": "СЕРЫЙ 4"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_3": "Увеличенная дистанция броска."
"CUST_GANG_NINJA": "НИНДЗЯ"
"CUST_COMP_CHEEK_MAKEUP_2": "СУПЕРМОДЕЛЬ"
"COMPONENT_ADD_REINFORCED_BUMPER": "УСИЛЕННЫЙ БАМПЕР"
"CUST_ITEM_CF_HAIR_SPACEGIRL": "КОСМОДЕВОЧКА"
"CUST_ITEM_CF_IMPN_FOOT_F_SANDALS": "СВЕРХВЫСОКИЕ КАБЛУКИ"
"CUST_TATTOO_UPPER_LEG_LEFT": "ЛЕВОЕ БЕДРО"
"PLAYER_MORPH_SKULL_TOP_ELEVATION_TEXT": "ВЕРХ ЧЕРЕПА - ВЫСОТА"
"CUST_ITEM_FEMALE_NLM_OUTFIT_D": "ИНДИ-ДЕВОЧКА"
"CUST_ITEM_CF_LPG_LBDY_F_SHORTSCHAPS": "СЕКСИ-ФЕРМЕРША"
"CUST_ITEM_CM_LLN_LBDY_M_WLPANTS": "ШТАНЫ ДИСКО-ДИВЫ"
"CUST_ITEM_CM_LLB_FOOT_M_LTHRBOOTS": "КОЖАНЫЕ САПОГИ"
"CUST_COMP_EYE_MAKEUP_6": "НЕМНОГО СВЕРХУ"
"LOGO_NUMBER4": "НОМЕР 4"
"LOGO_SKEETERS_2": "МОСКИТЫ 2"
"CUST_ITEM_CF_LLI_UBDY_F_TUBETOP": "ТОПИК"
"CUST_VARIANT_SPORT_SHOE": "СПОРТИВНАЯ ОБУВЬ"
"CUST_ITEM_FEMALE_LL_UNDWEAR_5": "СТРИНГИ \"ПОКАЖИ МНЕ ЛЮБОВЬ\""
"CUST_VOICE_FEMALE_ASIAN": "ЖЕНЩИНА 1"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_3": "Увеличивается скорострельность. Удлиненный ствол снижает увеличенную отдачу."
"CUST_TATTOO_UPPBACK_3": "КОСМИЧЕСКИЙ ГАНГСТЕР"
"COLOR_SLOT_PAINT_1_AND_RIMS_2": "РИСУНОК 1 И РАМКА 2"
"CUST_TATTOO_LOWBACK_1": "ПАМЯТЬ ОБ УШЕДШИХ"
"CUST_COLOR_FLESH_1": "ПЛОТЬ 1"
"CUST_VARIANT_ULTORSHIRT": "ULTOR"
"CUST_WEAR_LOW_LEFT_ZIPPED_RIGHT_ROLLED": "ПРАВЫЙ ЗАСТЕГНУТ, НИЗКО"
"RIM_SET_007": "НАБОР ОБОДОВ 7"
"VEHICLE_PAINT_MILITARY": "ВОЕННЫЙ"
"COMPONENT_OPTION_5": "ВАРИАНТ 5"
"LOGO_DOGFIGHT": "СОБАЧЬИ БОИ"
"CUST_VARIANT_BALD": "ЛЫСЫЙ"
"CUST_ITEM_CM_DECKERSUIT": "ДЕКЕР"
"CUSTOM_WALK_6": "МУЖЧИНА 2 (ПО УМОЛЧАНИЮ)"
"CUST_COMP_EYE_MAKEUP_11": "ТЕМНАЯ ТУШЬ"
"CUST_VARIANT_SKIRTC": "СТИЛЬ 1"
"CUST_VARIANT_TRICOLOR": "ТРИКОЛОР"
"CUST_VARIANT_SUEDESUEDE": "ЗАМША"
"CUST_ITEM_CM_FPIC_SETB": "ГВОЗДИК В ПРАВУЮ БРОВЬ И НОЗДРЮ"
"PLAYER_MORPH_EAR_LONGITUDE_TEXT": "ДЛИНА УХА"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_3": "Быстрое прицеливание, увеличенный боекомплект."
"CUST_TATTOO_NECK_5": "МИШЕНЬКА"
"CUST_WEAR_LOW_BOTH_ROLLED": "ОБА ЗАСТЕГНУТЫ, НИЗКО"
"CUST_ITEM_IMPRESSIONS_FEMALE_N": "МОДНИЦА"
"CUST_ITEM_CM_HAIR_SIDEPARTMED1": "КОРОТКО, НАЛЕВО"
"CUST_OPACITY_SLIDER": "НЕПРОЗРАЧНОСТЬ"
"CUST_MORPH_CAT_BROW": "БРОВИ"
"LETS_PRETEND_NAME": "LET'S PRETEND"
"CUST_COMP_FACE_MAKEUP_5": "НЕ ЗАСНУТЬ"
"CUST_VARIANT_PIMPCOAT_LEOPARD2": "ЛЕОПАРД 2"
"CUST_ITEM_CM_NECK_LL_HEART": "ОБРУЧАЛЬНЫЙ МЕДАЛЬОН"
"CUST_ITEM_CM_HAIR_COMBOVER": "МОНАХ"
"CUST_ITEM_CM_LLO_LBDY_M_SBLPANTS": "МОТОЦИКЛЕТНЫЕ ШТАНЫ"
"CUST_ITEM_DANE_S_HAIR": "ЗАКОЛКА-БАБОЧКА"
"CUST_SKIN_HISPANIC_05": "ЛАТИНОС 5"
"CUST_TATTOO_RHAND_5": "СЕКС-МАШИНА"
"LOGO_SHARKS_TEXT_2": "АКУЛЫ - ТЕКСТ 2"
"CUST_VARIANT_FISHNET_1": "РЫБОЛОВНАЯ СЕТЬ 1"
"CUST_ITEM_CM_NECK_FLEURDELIS": "ЦЕПОЧКА \"ЛИЛИЯ СВЯТЫХ\""
"CUST_ITEM_CM_CNC_HAT_M_CAP": "БЕЙСБОЛКА \"CROOKS & CASTLES\""
"CUST_ITEM_CF_LLI_FOOT_F_STUDDEDHEALS": "САНДАЛИИ БУНТАРЯ"
"CUST_ITEM_CM_HAIR_SIDESPIKED": "АНИМЕ"
"CUST_RONIN_COMPLIMENT_B": "ПОХВАЛА РОНИНОВ 2"
"PLAYER_MORPH_BROW_ARCH_TEXT": "ОКРУГЛОСТЬ БРОВЕЙ"
"CUST_COLOR_CLOTHING_VIOLET-RED_4": "ПУРПУРНЫЙ 4"
"CUST_COLOR_CLOTHING_BROWNS_5": "КОРИЧНЕВЫЙ 5"
"Component_Paint": "Рисунок"
"COMPONENT_DECAL_7": "КАРТИНКА 7"
"CUST_WEAR_HIGH": "ВЫСОКИЙ"
"CUST_RACE_BLACK": "ЧЕРНЫЙ"
"CUST_SKIN_BLACK_02": "НЕГР 2"
"PLAYER_MORPH_CHIN_ELEVATION_TEXT": "ВЫСОТА ПОДБОРОДКА"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_8": "ЯНТАРНЫЙ 8"
"CUST_TATTOO_FACE_2": "КОГДА СВЯТЫЕ ПЛАЧУТ"
"CUST_VARIANT_BABYT": "ДЕТСКАЯ ФУТБОЛКА"
"CUST_ITEM_CM_POLICESUIT": "ПОЛИЦЕЙСКАЯ ФОРМА"
"CUST_SKIN_PURPLE_1": "ГУСТОЙ ПУРПУР"
"CUSTOM_WALK_12": "ПРИКИД ГАНГСТА"
"PLAYER_MORPH_NECK_BACK_DEPTH_TEXT": "ГЛУБИНА ЗАДНЕЙ ЧАСТИ ШЕИ"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_2": "Емкость обойм увеличивается. Добавляет второй ствол для увеличения урона."
"COMPONENT_OPTION_10": "ВАРИАНТ 10"
"CUST_VARIANT_MATERIAL_4": "CUST_VARIANT_MATERIAL#4"
"CUST_VARIANT_BIKER_1": "БАЙКЕР 1"
"CUST_ITEM_FEMALE_PS_EARRINGS_4": "СЕРЕЖКИ ПЛАНЕТА СВЯТЫХ"
"CUST_ITEM_CF_LPG_UBDY_F_SHIRT": "ДЕВЧОНКА С ФЕРМЫ"
"CUST_ITEM_CF_PSG_LBDY_F_GFXJEANS": "ДЖИНСЫ ПО РАЗМЕРУ"
"CUST_COMPLIMENT_M": "НИНДЗЯ"
"COMPONENT_LOW_PROFILE": "НИЗКИЙ ПРОФИЛЬ"
"LOGO_MIX": "МИКС 107.77"
"CUST_VARIANT_2_COLOR": "ДВА ЦВЕТА"
"CUST_VARIANT_STRIPES_4": "ПОЛОСКИ 4"
"CUST_VARIANT_SOLID": "ЦЕЛЬНЫЙ"
"CUST_WEAR_BACK RIGHT": "СЗАДИ СПРАВА"
"CUST_WPN_UPGRADE_DESC_SMG_GANG_3": "Гаситель повышает урон и снижает отдачу."
"CUST_TATTOO_RCALF_1": "ПОДНЯТЬ ЯКОРЯ"
"CUST_TATTOO_LARM_6": "ПОЙМАН В СЕТИ"
"CUST_TATTOO_LUPPARM_4": "ЗАКЛИНАТЕЛЬ ЗМЕЙ"
"VEHICLE_PAINT_PRECIOUS_METAL": "ЧИСТЫЙ МЕТАЛЛ"
"HAIR_COLOR_BRUNETTE_MATTE": "МАТОВЫЙ БРЮНЕТ"
"HAIR_COLOR_AUBURN_MATTE": "МАТОВЫЙ РЫЖЕВАТЫЙ"
"HAIR_COLOR_WHITE": "БЕЛЫЙ"
"CUST_VARIANT_BLOOD": "КРОВЬ"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOW": "ЖИЛЕТ \"ХИЛЛЗ\""
"CUST_ITEM_FEMALE_NLM_UNDWEAR_2": "ТАНГА \"ВЕЧЕРИНКА\""
"CUST_ITEM_CM_NLMD_EAR_M_EARRING": "СТИЛЬНЫЕ ПАНКОВСКИЕ СЕРЬГИ"
"LOGO_420": "103.6 4-20"
"CUST_VARIANT_MATERIAL__17": "CUST_VARIANT_MATERIAL_#17"
"CUST_ITEM_CM_HAIR_RECEDINGPEAK": "ШАПОЧКА С ПЕРОМ"
"CUST_INSULT_B": "ДАНИЭЛЬ-САН"
"PLAYER_MORPH_LOBES_SIZE_TEXT": "РАЗМЕР МОЧЕК"
"VEHICLE_COLOR_KABUKI_RED": "КАБУКИ-КРАСНЫЙ"
"CUST_ITEM_CM_IMPM_LBDY_M_SHORTS": "ШОРТЫ \"КАБАНА\""
"CUST_CHOOSE_CHARACTER": "НАСТРОЙКА ПЕРСОНАЖА"
"PLAYER_MORPH_EYELID_LOOK_TEXT": "ВИД ВЕК"
"CUST_TATTOO_RFORARM_4": "ХОЛОДНЫЙ КАК КАМЕНЬ"
"CUST_COMP_FACE_MOLE_5": "РОДИНКА 5"
"COLOR_SLOT_PAINT_AND_TRIM": "РИСУНОК И НАКЛАДКИ"
"FEMALE_OVERWEIGHT": "ЖЕНЩИНА С ИЗБЫТОЧНЫМ ВЕСОМ"
"CUST_SKIN_GREY_5": "ОНИКСОВЫЙ"
"RIM_DEEP_DISH": "ГЛУБОКОЕ БЛЮДО"
"SLOT_HUBCAPS_REAR": "ЗАДНИЕ КОЛПАКИ"
"SLOT_WINDOW_TINT": "ЦВЕТ ТОНИРОВКИ"
"BRIGHT_BLUE": "ЯРКО-СИНИЙ"
"HAIR_Black": "ЧЕРНЫЙ"
"LOGO_SRAIR": "SR Air."
"PLAYER_CREATION_PRESET_BLACK": "НЕГР"
"VEHICLE_COLOR_CHROME": "ХРОМ"
"RIM_185": "V-F 604"
"SLOT_WEAPON_2": "ОРУЖИЕ 2"
"LOGO_CARDS": "КАРТЫ"
"CUST_ITEM_CF_DLC_SPACE_OUTFIT": "КОСМИЧЕСКАЯ ПРИНЦЕССА"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRT": "ОДЕЖДА \"ХИЛЛЗ\""
"CUST_COLOR_CLOTHING_ORANGE_7": "ОРАНЖЕВЫЙ 7"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_4": "Увеличивается урон."
"CUST_COMP_EYE_MAKEUP_19": "ЯРКИЕ ГЛАЗА"
"CUST_ITEM_CM_NLMC_RWRST_M_WRISTBANDS": "РЭЙВЕРСКИЙ БЛЕСТЯЩИЙ БРАСЛЕТ"
"CUST_ITEM_CM_LLA_HAT_M_GIMPMASK": "МАСКА \"СТОП-СЛОВО\""
"PLAYER_MORPH_BODY_MUSCLE_TEXT": "МУСКУЛАТУРА"
"PLAYER_MORPH_LUMINOSITY_TEXT": "ЯРКОСТЬ"
"LOGO_STEER": "Помощники Небес."
"CUST_VARIANT_SMOKED": "ОКРАШЕННЫЙ КОЗЫРЕК"
"CUST_ITEM_CF_NLMB_RWRST_F_WRISTBAND": "РЕМЕНЬ АНАРХИСТА"
"CUST_COMPLIMENT_APPROVAL": "ОДОБРЕНИЕ"
"CUST_VOICE_MALE_WHITE": "МУЖЧИНА 1"
"COLOR_SLOT_MECHANICAL": "МЕХАНИЧЕСКИЙ"
"COMPONENT_DECAL_10": "КАРТИНКА 10"
"CUST_VARIANT_THICKSTRIPES": "В ТОЛСТУЮ ПОЛОСКУ"
"CUST_VARIANT_ZEBRA": "ЗЕБРА"
"CUST_ITEM_CM_IMPB_UBDY_M_JTURTLENECK": "УЖИН В ПАРИЖЕ"
"CUST_ITEM_CF_NLMH_LWRST_F_WRISTBANDS": "БРАСЛЕТЫ \"ВРЕМЯ ПАТИ\""
"CUST_ITEM_CF_HAIR_M_LONGUP-01": "ВИНТАЖНЫЙ УЗЕЛ"
"CUST_SKIN_GREEN_5": "МЯТНО-ЗЕЛЕНЫЙ"
"PLAYER_MORPH_LOWER_LIP_SIDES_ELEVATION_TEXT": "БОК. ВЫСОТА НИЖН. ГУБЫ"
"CUST_WEAR_NORMAL_EXTRA_HIGH_SUSPENDERS": "НОРМАЛЬНЫЙ, ЭКСТРА ВЫСОКИЙ, С ПОДТЯЖКАМИ"
"CUST_ITEM_CF_PSB_LBDY_F_SHORTSHORTS": "КОРОТКИЕ ШОРТЫ"
"CUST_SKIN": "КОЖА"
"PLAYER_MORPH_CHEEKBONE_HEIGHT_TEXT": "ВЫСОТА СКУЛ"
"CUST_TATTOO_LHAND_2": "ЖИВИ..."
"CUST_VARIANT_PATTERN_2_DECALS": "СТИЛЬ 2 С КАРТИНКАМИ"
"CUST_VARIANT_DEFAULT": "ПО УМОЛЧАНИЮ"
"CUST_ITEM_BANDANA_1": "БАНДИТ"
"CUST_MOVEMENT_TAUNT": "НАСМЕШКИ"
"PLAYER_CREATION_MENU_1": "УСТАНОВКИ"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_5": "ЖЕЛТО-ЗЕЛЕНЫЙ 5"
"CUST_TATTOO_CHEST_6": "ШИРОКО РАСКРЫТЫЙ"
"VEHICLE_PAINT_GANG_SAINTS": "СВЯТЫЕ"
"DARK_RED": "ТЕМНО-КРАСНЫЙ"
"LEVEL_3": "УРОВЕНЬ 3"
"LOGO_SPELUNKER_1": "СПЕЛЕОЛОГ"
"CUST_ITEM_CM_IMPB_UBDY_M_JLOWSHIRT": "КАШЕМИР"
