"CUST_ITEM_CF_HAIR_MED": "ALLE SPALLE"
"CUST_ITEM_STAG_OUTFIT": "COMPLETO STAG"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "GIACCA TUTA DONNA"
"CUST_CAT_HAT": "CAPPELLI"
"CUST_SKIN_GREY_2": "ARDESIA"
"COMPONENT_ADD_REINFORCED_FRAME": "TELAIO RINFORZATO"
"CUST_VARIANT_PECTORAL_COLORS": "MOTIVO A BLOCCHI"
"CUST_WEAR_ZIPPED": "LAMPO CHIUSA"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "GUERRIERO STEAMPUNK"
"CUST_ITEM_SWAT_PANTS": "CALZAMAGLIA DA LOTTATRICE"
"PLAYER_CREATION_AGE_OLD": "ANZIANO"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "ALT. MASCELLA"
"VEHICLE_PAINT_GLOSS_PAINT": "VERNICE LUCIDA"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "AVIATORE DEI CARAIBI"
"CUST_SKIN_GREEN_2": "VERDE PALUDE"
"CUSTOM_WALK_9": "STILE TEPPISTA 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "CURVA PALPEBRA SUP."
"VEHICLE_COLOR_TINT_70": "TINTA 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "ORO BIANCO"
"CUST_VARIANT_PLASTIC": "PLASTICA"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "ALTI"
"CUST_TATTOO_TORSO_FRONT": "TUTTO IL TORSO"
"CUST_ITEM_CF_DLC_BC_OUTFIT": "BLOODY CANONESS"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "PIUMINO"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Lancia più distante."
"CUST_COMP_EYES_PURPLE": "VIOLA"
"CUST_COLOR_BRIGHT_PINK": "ROSA BRILLANTE"
"COMPONENT_CHASSIS": "TELAIO COMPOSTO"
"LOGO_MECH_1": "MECH 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "INCLINAZIONE ORECCHIO"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "GIALLO VERDE 2"
"CUST_TATTOO_CHEST_1": "RIVOLTELLE"
"CUST_COMP_TEST_EYE_MAKEUP": "TRUCCO SFATTO"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "TINTA VERDE CHIARO"
"COLOR_SLOT_TRIM_AND_RIMS": "RIFINITURA E CERCHIONI"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "FELPA GANGSTA CON CAPPUCCIO"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "ORECCHINI POLIZIOTTO CATTIVO"
"CUST_ITEM_WOMEN'S_BRA_3": "REGGISENO COMFORT URBANO"
"CUST_COMP_FACE_BANDAGE_2": "BENDA FRONTE"
"VEHICLE_COLOR_TINT_100": "TINTA 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "CAMICIA ADERENTE INFILATA"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "SNEAKER CROOKS & CASTLES"
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "PANTALONI DA RAVE"
"PLAYER_CREATION_MENU_6": "PELLE"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "GIALLO ARANCIONE 7"
"CUST_TATTOO_LHAND_5": "OSSATURA"
"CUST_COLOR_INDIGO_1": "INDACO 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "A POIS PICCOLI"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "RIPPLE JUNCTION 3RD STREET"
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "FUSEAUX"
"CUST_MORPH_CAT_EARS": "ORECCHIE"
"CUST_COMP_EYES_CAT_GREEN": "VERDI DA GATTO"
"VEHICLE_COLOR_DYNASTY_BLUE": "BLU DINASTIA"
"SLOT_RIMS_REAR": "CERCHIONI POSTERIORI"
"COMPONENT_DECAL_8": "DECALCOMANIA 8"
"PAINT_2": "VERNICE 2"
"CUST_VARIANT_POLO": "POLO 1"
"CUST_MOVEMENT_WALK": "STILE MOVIMENTO"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "TINTA MARRONE CHIARO"
"SLOT_WINDOWS": "FINESTRINI"
"CUST_VARIANT_CRAZY_JACKET_TEST": "TEST FOLLE GIACCA"
"CUST_WEAR_NORMAL_HIGH": "NORMALI, ALTI"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "GUANTI DA MOTOCICLISTA"
"HASH_C1DEC751": "DALLAS"
"CUST_COMP_MALE_EYEBROWS_3": "CRO-MAGNON"
"VEHICLE_COLOR_COCONUT_TAN": "MARRONCINO COCCO"
"DARK_PURPLE": "VIOLA SCURO"
"CUST_VARIANT_TAPE": "BANDA"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "TACCHI ALTI PUNTA APERTA"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "FASCIA BRACCIO MOSTRA LE TUE ARMI"
"CUST_RONIN_TAUNT_C": "PROVOCAZIONE RONIN 3"
"CUST_PRESET_RACE": "RAZZA"
"PLAYER_MORPH_EARS_PITCH_TEXT": "ANG. ORECCHIO"
"CUST_COLOR_CLOTHING_ORANGE_4": "ARANCIONE 4"
"SLOT_BUMPERS": "PARAURTI"
"CUST_VARIANT_TRIM": "RIFINITURA"
"CUST_RACE_WHITE": "BIANCO"
"FACIAL_EXPRESSION_EVIL": "MALVAGIO"
"CUST_VARIANT_VERT_STRIPES": "STRISCE VERTICALI"
"CUST_VARIANT_SEMI_GLOSS": "SEMI PATINATO"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "VARIOPINTO MEDIO"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "VITA ALTA, BRETELLE"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "TONACA DA CHIERICHETTO"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "GIACCA DA MOTOCICLISTA"
"MALE_HUGE": "MASCHIO ENORME"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "ANFIBI NETWORK"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "MIGLIOR AMICO DELLE DONNE DESTRO"
"CUST_MORPH_CAT_FOREHEAD": "FRONTE"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "ALTEZZA SETTO"
"PLAYER_CREATION_MENU_2": "TESTA"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "GIALLO VERDE 6"
"CUST_TATTOO_CHEST_5": "CERCA IL PERDONO"
"VEHICLE_COLOR_ROYAL_PURPLE": "VIOLA REGALE"
"LOGO_HOE": "ETA OMICRON EPSILON"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "CARDIGAN NEIGHBOR"
"CUST_MORPH_CAT_NOSE": "NASO"
"CUST_COMP_MUSTACHE_19": "SOTTILE"
"RIM_INDUSTRIAL": "INDUSTRIAL"
"OPTION_39": "OPZIONE 39"
"SLOT_COLOR_SCHEMES": "SCHEMI DI COLORE"
"CUST_VARIANT_FULL_STRIPES": "STRISCE PIENE"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "INCASTRATO"
"PLAYER_MORPH_MUSCLE_TEXT": "MUSCOLI"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "GIALLO ARANCIONE 3"
"CUST_TATTOO_LHAND_1": "S I N I S T R A"
"CUST_COLOR_PURPLE_4": "VIOLA 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "ANELLO DI UN ALTRO MONDO"
"CUST_ITEM_CM_HAIR_LONGBG": "ROCKSTAR"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "BRACCIALE A STRISCE CLASSICO"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "I razzi laser seguono il reticolo. Il sistema di mira aggancia i nemici."
"CUST_TATTOO_RCALF_2": "INIZIA A PREGARE"
"CUST_TATTOO_LARM_5": "GALLEGGIANTE"
"CUST_TATTOO_LUPPARM_7": "LA CADUTA DEL RONIN"
"CUST_COMP_FEMALE_EYEBROWS_5": "SPESSE DA DONNA"
"CUST_COMP_EYES_BROWN": "MARRONI"
"Auburn": "RAMATI  "
"CUST_RACE_HISPANIC": "ISPANICO"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "ACCHIAPPAGANG RIPPLE JUNCTION"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "INVESTIGATORE SPECIALE"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "CAPPELLO METROPOLITANO"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "SLIP BASSO ROSA"
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "PROF. BULBO"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "MISURA BULBO"
"CUST_VARIANT_STRAPLESS": "SENZA BRETELLE"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "CAPPELLO KABANA"
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "LUPETTO RUNWAY ALLA FRANCESE"
"CUST_CAT_FACE_WEAR": "ACCESSORI VOLTO"
"CUST_INSULT_A": "ACCHIAPPANIMALI"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "DIMENSIONE LABBRO SUPERIORE"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "LARGHEZZA ORECCHIO"
"PLAYER_MORPH_EAR_RIM_TEXT": "ORLO ORECCHIO"
"CUST_COMP_FACE_NATURAL_EYES": "OCCHI NATURALI"
"CUST_VARIANT_MEDIUM": "MEDIO"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "GIACCA LUNGA MODERNA CON CRAVATTA"
"CUST_COMPLIMENT_N": "IL DANDY"
"PLAYER_CREATION_PRESET_FEMALE": "DONNA"
"CUST_VARIANT_SMALL_STRIPES": "STRISCE SOTTILI"
"CUST_VARIANT_STIPES_1": "STRISCE 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "CAPPELLO SELVAGGIO"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "DIMENSIONE NARICI"
"PLAYER_MORPH_HAIR_TEXT": "CAPELLI"
"CUST_GANG_GENERIC": "SAINTS"
"VEHICLE_PAINT_GANG_RONIN": "RONIN"
"CUST_VARIANT_WATCHBAND": "CINTURINO DA OROLOGIO"
"CUST_INSULT_DUMP": "IL RIBALTABILE"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "LUNG. CRANIO DIETRO"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "Il lanciagranate incorporato tira le cariche a maggior distanza e più velocemente. Caricatore con capienza aumentata."
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "ARMA 1"
"DARK_YELLOW-GREEN": "GIALLO-VERDE SCURO"
"CUST_VARIANT_THREE_COLORS": "TRICOLORE"
"CUST_VARIANT_TIES_": "CRAVATTE"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "T-SHIRT CROOKS & CASTLES A"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "PALLA DI FUOCO"
"CUST_BRO_TAUNT_C": "PROVOCAZIONE BROTHERHOOD 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "PROF. CRANIO DIETRO"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "LARG. BOCCA"
"VEHICLE_PAINT_STANDARD_MATERIAL": "MATERIALE STANDARD"
"COMPONENT_REGULAR_PROFILE": "PROFILO NORMALE"
"SLOT_SUSPENSION_STYLE": "COLORE SOSPENSIONE"
"SLOT_PRIMARY_SURFACES": "SUPERFICI PRINCIPALI"
"CUST_VARIANT_LARGE_FLOWERS": "GROSSI FIORI"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "GUANTI DA NOMADE"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "MEDLEY STRATAGEMMA"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "GUANTI DA CAPITANO"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Incrementa il rateo di fuoco e riduce il rinculo."
"CUST_TATTOO_RFORARM_7": "ASCENSIONE DEI SAINTS"
"CUST_TATTOO_UPPBACK_8": "PRENDI LE TUE ALI"
"CUST_COMP_FACE_MOLE_6": "NEO 6"
"SEXY_1": "SEXY 1"
"CUST_VARIANT_LEATHER_SKIRT": "PELLE"
"CUST_WEAR_FRONT LEFT": "DAVANTI SINISTRA"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "ALTEZZA PALPEBRA INF."
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "FORMA PALPEBRE"
"CUST_COMP_EYE_MAKEUP_12": "LINER PUNK"
"SLOT_NITROUS_DESC": "Aggiunge turbo al tuo veicolo, dandogli quello scatto in più nel momento del bisogno"
"LOGO_BRITISH": "UNION JACK"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "STRISCE ORIZZONTALI"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "DENTRO, CHIUSA, VITA MOLTO ALTA, BRETELLE"
"CUST_ITEM_CM_FPIC_SETA": "PIERCING SOPRACCIGLIO SX E NASO"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "SCARPE DA GINNASTICA AMICONE"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Trasporta più cariche esplosive."
"CUST_TATTOO_NECK_6": "MORSO DEL RAGNO"
"SLOT_SPOILER": "ALETTONI"
"CUST_VARIANT_FEEDDOGS": "FEED DOGS"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "CATENA A GIROCOLLO"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "CORTI CON RIGA A DESTRA"
"CUST_ITEM_MALE_KILLBANEMASK": "MASCHERA KILLBANE"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "BRACCIALE A STRISCE CLASSICO"
"CUST_HAIR_ACCESSORY_COLOR": "COLORE ACCESSORI CAPELLI"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Trasporta più missili."
"CUST_TATTOO_LOWBACK_2": "TRACCE"
"CUST_COLOR_BLONDE": "BIONDI"
"CUST_COLOR_FLESH_2": "CARNE 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "MAGLIA A LUPETTO HILLS"
"CUST_ITEM_CF_HAIR_LONGDREADS": "RASTA"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "KABUKI"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "GONNA SPOGLIARELLISTA"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "SET GIACCA TUTA"
"CUST_CAT_EAR_PIERCINGS": "PIERCING ORECCHIO"
"CUST_LOGO_COLOR": "COLORE LOGO"
"PLAYER_MORPH_EAR_ROLL_TEXT": "ROTAZIONE ORECCHIO"
"RIM_SET_004": "SET DI CERCHIONI 4"
"VEHICLE_PAINT_RUBBER": "GOMMA"
"COLOR_SLOT_INTERIOR": "INTERNI"
"COMPONENT_OPTION_6": "OPZIONE 6"
"SLOT_ENGINE": "MOTORE"
"SK05": "PELLE05"
"CUSTOM_WALK_5": "STILE VIVACE"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "ANGOLI BOCCA"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "VIOLA ROSSO 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "MARRONE 6"
"CUST_COMP_MUSTACHE_11": "BARONE INGLESE"
"COMPONENT_DECAL_4": "DECALCOMANIA 4"
"CUST_VARIANT_BRONZE": "BRONZEO"
"CUST_SKIN_BLACK_01": "AFROAMERICANO 1"
"CUST_TATTOO_FACE_1": "GATTO SELVATICO"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "ANNI 80"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "PANTALONI DA GOLF"
"CUST_SKIN_PURPLE_2": "VIOLA SAINTS"
"CUSTOM_WALK_11": "STILE TEPPISTA 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "ALTEZZA ZIGOMO"
"CUST_COMP_FACE_MAKEUP_6": "RETTILE"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "ROSA PRINCIPESSINA"
"VEHICLE_PAINT_GLASS": "TRASPARENTE"
"MALE_AVERAGE": "MASCHIO MEDIO"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "MUTANDINE BASE"
"CUST_VOICE_MALE_BLACK": "UOMO 2"
"SURGEON_CAT_SKIN": "PELLE"
"CUST_TATTOO_RHAND_6": "E LASCIA MORIRE"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "CLASSICO ANNI '70-'80"
"HAIR_COLOR_GREEN": "VERDI"
"LOGO_SHARKS_TEXT_1": "SQUALI CON TESTO 1"
"CUST_VARIANT_POTHEAD": "FIAMME"
"CUST_VARIANT_FISHNET_2": "A RETE 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "OROLOGIO KABANA"
"CUST_RONIN_COMPLIMENT_A": "COMPLIMENTO RONIN 1"
"CUST_TATTOO_LCALF_5": "SOFFIO DEL DRAGO"
"CUST_VARIANT_LEATHER": "PELLE"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "LET'S PRETEND DONNA D"
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "PANTALONI SAFEWORD"
"CUST_TATTOO_LOWER_ARM_LEFT": "BRACCIO SINISTRO IN BASSO"
"CUST_COMPLIMENT_F": "IL NIUBBO"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "LUNGHEZZA VOLTO"
"CUST_COLOR_CLOTHING_GREYS_7": "GRIGIO 7"
"CUST_COMP_CHEEK_MAKEUP_1": "SPOSA TIMIDA"
"CUST_VARIANT_THINSTRIPES": "STRISCE SOTTILI"
"CUST_VARIANT_SAILOR": "MARINAIO"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "MILITARE"
"CUST_TATTOO_UPPER_ARM_RIGHT": "BRACCIO DESTRO IN ALTO"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "ALTEZZA TEMPIA"
"VEHICLE_COLOR_BLUSH_GRAY": "ROSA-GRIGIO"
"HAIR_White": "BIANCHI"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "JEANS CROOKS & CASTLES"
"CUST_ITEM_LONG_ROPE_CHAIN_2": "CATENA DA RAGAZZACCIA"
"CUST_SKIN_OILED_1": "CAUCASICO UNTO 1"
"CUSTOM_WALK_FEMALE_3": "DONNA TEPPISTA"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "DIMENSIONE NASO"
"PLAYER_CREATION_PRESET_WHITE": "CAUCASICO"
"SLOT_FRONT_BUMPER": "PARAURTI ANTERIORI"
"DARK_BLUE-GREEN": "VERDE-BLU SCURO"
"CUST_TATTOO_LOWER_CHEST": "TORSO IN BASSO"
"CUST_INSULT_I": "PALLA DI FUOCO"
"CUST_MAKEUP_AREA_CHEEKS": "GUANCE"
"CUST_TERTIARY_COLOR": "COLORE TERZIARIO"
"CUST_VARIANT_SPARKLE": "BRILLANTINI"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "LARGHEZZA CORONA"
"COLOR_SLOT_PAINT_1_AND_RIMS_1": "VERNICE 1 E CERCHIONI 1"
"COLOR_SLOT_CASKET": "BARA"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOWV": "MAGLIETTA HILLS"
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "GUANTI TAGLIATI STEAMPUNK"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "SET CAMICIA AMICONE"
"PLAYER_MORPH_EARS_DEPTH_TEXT": "PROF. ORECCHIO"
"CUST_GANG_GUARD": "SOLDATI"
"RIM_SET_021": "SET DI CERCHIONI 21"
"HAIR_COLOR_BLACK": "NERI"
"CUST_CAT_HANDS": "MANI"
"CUST_TATTOO_HAND_RIGHT": "MANO DESTRA"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_3": "Aumenta la capienza dei caricatori."
"CUST_COMP_EYE_MAKEUP_5": "PASSERELLA"
"SLOT_WHEELS": "RUOTE"
"LOGO_NUMBER7": "NUMERO 7"
"LOGO_SKEETERS_1": "SKEETER 1"
"CUST_COLOR_CLOTHING_GREYS_3": "GRIGIO 3"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_4": "Attenzione alla puzza."
"CUST_COMP_CHEEK_MAKEUP_5": "MALINCONIA"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "GONNA DA CHEERLEADER"
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "SCARPE ALTERNATIVE"
"CUST_TATTOO_LCALF_1": "MUNIZIONI EXTRA"
"CUST_VARIANT_STARS": "STELLE"
"CUST_ITEM_FEMALE_NLM_EARRINGS_3": "ORECCHINI LA VITA FA SCHIFO"
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "PANTALONI EROE STEELPORT"
"CUST_ITEM_CF_HAIR_PIXIE": "CORTI"
"CUST_COMPLIMENT_B": "STORDITO"
"CUST_VARIANT_PUNK": "PUNK"
"CUST_VARIANT_KAHKI": "KAKI"
"CUST_VARIANT_TARZAAN": "GIUNGLA"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "STIVALI DA SOLDATO GIOVANE"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "FASCIATURA KO"
"CUST_INSULT_M": "ASCENSIONE"
"CUST_GANG_WRESTLER": "WRESTLING"
"VEHICLE_COLOR_BERRY_RED": "ROSSO CILIEGIA"
"SLOT_DOOR_MODS": "MODIFICHE ALLE PORTIERE"
"CUST_VARIANT_3_TYPE_SOLID": "TRICOLORE"
"CUST_ITEM_CM_IMPM_FOOT_M_SANDLES": "SANDALI KABANA"
"CUST_SKIN_OILED_5": "AFROAMERICANO UNTO 2"
"CUSTOM_WALK_FEMALE_7": "DONNA OSCILLA"
"CUST_MORPH_CAT_CHEEKBONES": "ZIGOMI"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "LARG. CRANIO DIETRO"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "PROFONDITÀ BOCCA"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_4": "Aumenta il rateo di fuoco. La canna più lunga aiuta a neutralizzare il rinculo aumentato."
"CUST_TATTOO_UPPBACK_4": "LECCA LA RANA"
"VEHICLE_COLOR_DEEP_BRUNSWICK_GREEN": "VERDE BRUNSWICK SCURO"
"VEHICLE_COLOR_CATALYST_GREEN": "VERDE MELA"
"SLOT_GAS_CAPS": "TAPPI DEL SERBATOIO"
"SUIT_1": "VESTITO 1"
"LOGO_VIRAL_2": "VIRAL 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "DENTRO, CHIUSA, VITA MOLTO ALTA, SENZA BRETELLE, CRAVATTA"
"LIGHT_BROWN": "CASTANO CHIARO"
"LOGO_STALKER": "STALKER"
"CUST_VARIANT_CAMO": "MIMETICO"
"CUST_ITEM_FEMALE_LL_UNDWEAR_2": "TANGA TUTTO IL MIO AMORE"
"CUST_ITEM_CF_PSA_UBDY_F_GFXHOODIEUP": "GIACCA CON CAPPUCCIO SAINTS (SOPRA)"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "PARABRACCIO MURDERBRAWL"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "STILE NASO"
"FACIAL_EXPRESSION_HAUGHTY": "ORGOGLIOSO"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "ALTEZZA SPAZIO NARICI"
"CUST_COMP_EYE_MAKEUP_1": "OCCHI DA PROCIONE"
"LOGO_SKEETERS_5": "SKEETER 5"
"LOGO_NUMBER3": "NUMERO 3"
"CUST_VARIANT_BRA_2": "FIORI"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "PANTALONI DA CAPITANO"
"HAIR_COLOR_BLEACHED": "OSSIGENATI"
"CUST_ITEM_FEMALE_NLM_OUTFIT_C": "ALTA MODA GOTH"
"CUST_ITEM_CARDINAL_OUTFIT": "IL CARDINALE"
"PLAYER_MORPH_EAR_DEPTH_TEXT": "PROFONDITÀ ORECCHIO"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_4": "Mira più rapida e munizioni più numerose."
"CUST_TATTOO_NECK_2": "LA LUCERTOLA LIZZY"
"CUST_COMP_BODY_MASK_2": "ABBRONZATURA DA BIKINI, PANTALONCINO"
"LOGO_MUSEUM_ERO_2": "MUSEO EROMENOS 2"
"CUST_VARIANT_2COLOR_THICK": "2 COLORI, SPESSO"
"CUST_ITEM_CF_HAIR_SWIRLUP": "POMPADOUR"
"CUST_COLOR_CLOTHING_ORANGE_8": "ARANCIONE 8"
"CUST_COMP_EYE_MAKEUP_16": "PRETE EGIZIANO"
"VEHICLE_COLOR_BRUISED_PLUM_PURPLE": "VIOLA PRUGNA"
"CUST_VARIANT_BEAT_COP": "DISTINTIVO TESTA DI CUOIO"
"CUST_ITEM_CM_FPIC_SETE": "PIERCING OVUNQUE"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "COSTUME DA BAGNO ORA CI SI BAGNA"
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "GIROCOLLO GOTH"
"CUST_TATTOO_UPPER_BACK": "SCHIENA IN ALTO"
"VEHICLE_COLOR_TABLETOP_GRAY": "GRIGIO GRANITO"
"VEHICLE_COLOR_REGATTA_BLUE": "BLU REGATA"
"COMPONENT_OPTION_2": "OPZIONE 2"
"SK01": "PELLE01"
"CUST_VARIANT_THIN_TRI_COLOR": "TRICOLORE SOTTILE"
"CUST_WEAR_TUCKED_BUTTONED_TIE": "DENTRO, CHIUSA, CRAVATTA"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "MAGLIETTA DA BASKET DONNA"
"CUST_ITEM_CM_SAINTSHEADSET": "ASTRO A40 SAINTS HEADSET"
"CUSTOM_WALK_1": "STILE TEPPISTA 1"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "ALTEZZA CENTRO LABBRO SUP."
"PLAYER_CREATION_RANDOMIZE": "CASUALE"
"CUST_TATTOO_LOWBACK_6": "SOLITARIO"
"VEHICLE_PAINT_HEROGLOSS_PAINT": "LUCIDO"
"CUST_VARIANT_POLISHED_LEATHER": "PELLE RIFINITA"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "CANOTTA"
"MENU_STYLE": "STILE"
"CUST_TATTOO_FACE_5": "PRODOTTO DI MASSA"
"LOGO_BROTHERHOOD_2": "BROTHERHOOD 2"
"CUST_VARIANT_COLOR_BOTTOMS": "PANTALONI COLORE"
"CUST_WEAR_FOREWARD": "AVANTI"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "GIACCA ELEGANTE CON PANCIOTTO"
"CUSTOM_WALK_15": "STILE TEPPISTA 10"
"PLAYER_MORPH_FAT_TEXT": "GRASSO"
"PLAYER_MORPH_CHEEKS_TEXT": "GUANCE"
"CUST_COLOR_CLOTHING_VIOLET-RED_3": "VIOLA ROSSO 3"
