"CUST_ITEM_CF_HAIR_MED": "PO RAMENA"
"PLAYER_MORPH_LOWER_LIP_SIDES_SIZE_TEXT": "VELIKOST STRAN DOLNÍHO RTU"
"CUST_VARIANT_FLOWER": "KVĚTINOVÝ"
"CUST_SKIN_RED_YELLOW_1": "ĎÁBELSKÁ ČERVENÁ"
"VEHICLE_COLOR_STEEL": "OCEL"
"CUST_VARIANT_STRIPES_BIG": "VELKÉ PRUHY "
"CUST_VARIANT_BAGGAGE": "ZAVAZADLO"
"CUST_ITEM_CM_PSF_UBDY_M_JERSEY23": "PÁNSKÝ SVETR FREE THROW"
"VEHICLE_PAINT_SPECIAL_PLASTIC": "SPECIÁLNÍ PLAST"
"SLOT_FENDER_SKIRT": "LEMOVÁNÍ BLATNÍKU"
"SLOT_DASH": "ČELNÍ STĚNA"
"CUST_VARIANT_CMBOT_WSLACKME01": "JEDNOBAREVNÝ"
"CUST_VARIANT_PLAID_SMALL": "PLÉD 1"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-UP": "ZIMNÍ BUNDA"
"PLAYER_MORPH_LOWER_LIP_MIDDLE_SIZE_TEXT": "VELIKOST STŘEDU DOLNÍHO RTU"
"CUST_COLOR_CLOTHING_BLUES_4": "MODRÁ 4"
"CUST_COLOR_CLOTHING_RED-ORANGE_2": "ČERVENOORANŽOVÁ 2"
"VEHICLE_COLOR_TRUMPET_YELLOW": "TRUMPETOVÁ ŽLUŤ"
"CUST_VARIANT_TRACK_A": "STYL 4"
"CUST_VARIANT_TRIANGLE": "TROJÚHELNÍK"
"CUST_VARIANT_POLICE_CHIEF": "PRŮKAZ NÁČELNÍKA POLICIE"
"CUST_ITEM_CM_NECK_ROPECHAIN": "LEHKÝ ŘETĚZ"
"CUST_ITEM_CM_LPE_HAND_M_GLOVESCOMB": "RUKAVICE VOJÁKA BUDOUCNOSTI"
"VEHICLE_COLOR_TOBIAS_FUR_WHITE": "BARVA BÍLÉHO KOŽICHU"
"SLOT_DECAL_4": "POTISK 4"
"CUST_VARIANT_PIMPCOAT_COAT": "BEZ VZORU"
"CUST_ITEM_CM_DLC_HEAD_M_SHARKHAT": "ŽRALOČÍ ČEPICE"
"FACIAL_EXPRESSION_DISGUSTED": "ZNECHUCENÝ"
"VEHICLE_COLOR_TANGERINE_ORANGE": "MANDARINKOVÁ"
"CUST_VARIANT_FLAME": "PLAMEN"
"CUST_WEAR_BOTH_ROLLED_UP": "OBOJÍ SROLOVAT NAHORU"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2C": "TŘÍČTVRTEČNÍ TRIČKO URBAN SAFARI"
"CUST_ITEM_CM_LPG_MASK_M_MASKDOG": "HAFÍK"
"CUST_COLOR_CLOTHING_BLUE-GREEN_2": "MODROZELENÁ 2"
"CUST_WPN_UPGRADE_DESC_GRENADE_ELECTRIC_4": "Granáty se přilepí ke všemu, co zasáhnou."
"VEHICLE_COLOR_SLATE_GRAY": "BŘIDLICOVĚ ŠEDÁ"
"VEHICLE_COLOR_KHAKI_GREEN": "KHAKI ZELENÁ"
"VEHICLE_COLOR_HOT_PINK": "SYTĚ RŮŽOVÁ"
"CUST_VARIANT_CLOUDS": "MRAKY"
"CUST_ITEM_CM_RADIATIONSUIT": "HOŘÍM PRO TEBE"
"CUST_ITEM_CF_LPH_UBDY_F_CLSWEATER": "SVETR ROZTLESKÁVAČKY"
"CUST_ITEM_CM_LPH_NECK_M_PIRATENECKLACE": "PIRÁTSKÝ NÁHRDELNÍK"
"CUST_INSULT_Q": "EFF YOU"
"CUST_COLOR_CLOTHING_GREENS_5": "ZELENÁ 5"
"CUST_COMP_FACE_SCAR_1": "VELKÁ JIZVA 1"
"CUST_COMP_MALE_EYEBROWS": "PŘIROZENÉ MUŽSKÉ"
"SLOT_LICENSE_PLATE": "POZNÁVACÍ ZNAČKA"
"LOGO_UNIVERSITY_2": "STILWATERSKÁ UNIVERZITA 2"
"CUST_CAT_HAIR_HEAD": "ÚČES"
"CUST_SKIN_BLUE_5": "LEDOVĚ MODRÁ"
"PLAYER_MORPH_OUTER_BROW_ELEVATION_TEXT": "VNĚJŠÍ VÝŠKA OBOČÍ"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_9": "MODROFIALOVÁ 9"
"VEHICLE_PAINT_GANG_SOS": "SYNOVÉ SAMEDIHO"
"CUST_VARIANT_SHIRT_A": "STYL 1"
"CUST_ITEM_CM_LLO_FOOT_M_LTHRBOOTS": "BOTY POCKET ROCKET"
"CUST_ITEM_CF_LPE_HAT_F_MHELMET": "BOJOVÁ HELMA"
"CUST_INSULT_E": "ČTVRTÁ TŘÍDA"
"CUST_BODY": "POSTAVA"
"PLAYER_MORPH_NOSE_TEXT": "NOS"
"CUST_WPN_UPGRADE_DESC_SMG_GANG_4": "Zápalné střelivo zatopí nepřátelům a laserový zaměřovač zvýší přesnost při střelbě od boku."
"CUST_COMP_FINGERNAILS_L": "NALAKOVANÉ NEHTY"
"CUST_TATTOO_RCALF_6": "SUKUBA"
"CUST_TATTOO_LARM_1": "SVATÝ DÉMON"
"CUST_TATTOO_LUPPARM_3": "SLUNEČNÍ TVÁŘ"
"CUST_COMP_FEMALE_EYEBROWS_1": "PŘÍLIŠ VYTRHANÉ"
"CUST_VARIANT_FLAME_2": "PLAMEN 2"
"CUST_VARIANT_CHECKERS": "KOSTKY"
"CUST_VARIANT_CMSHO_UUTIBOOT03": "KŮŽE"
"CUST_VARIANT_STRIPES_3": "PROUŽKY 3"
"CUST_TATTOO_UPPER_LEG_RIGHT": "PRAVÁ NOHA NAHOŘE"
"CUST_TATTOO_ENTIRE_ARM_LEFT": "CELÁ LEVÁ PAŽE"
"LOGO_TUX": "FRAK"
"CUST_VARIANT_RIVET": "NÝT"
"CUST_VARIANT_MATERIAL_3": "CUST_VARIANT_MATERIAL#3"
"CUST_ITEM_FEMALE_PS_EARRINGS_3": "NÁUŠNICE HOLKY Z JERSEY"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_H": "KAPITÁNKA ROZTLESKÁVAČEK"
"CUST_COMPLIMENT_J": "JENKINS"
"PLAYER_MORPH_EARS_WIDTH_TEXT": "ŠÍŘKA UŠÍ"
"PLAYER_MORPH_EYES_TEXT": "OČI"
"CUST_COMP_EYE_MAKEUP_9": "BĚŽNÁ LINKA"
"VEHICLE_COLOR_ALLOY": "SLITINA"
"VEHICLE_COLOR_FURIOUS_ORANGE": "VZTEKLÁ ORANŽOVÁ"
"RIM_182": "SD WGM TB"
"LOGO_GHOST_2": "DUCH 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "Levou rozepnout, pravou srolovat, vysoko"
"PRESET_WARNING_BODY2": "Přijdeš o všechny provedené změny.\nTuto akci nelze vrátit zpět.\n\nOpravdu chceš pokračovat?"
"CUST_COLOR_GRAY": "ŠEDÁ"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "SKLON SPODNÍHO VÍČKA"
"CUST_TATTOO_RFORARM_3": "ZLODĚJ V MEZÍCH ZÁKONA"
"CUST_COMP_FACE_BLOODY_SMEAR": "KRVAVÉ ŠMOUHY"
"CUST_COMP_FACE_MOLE_2": "PIHA 2"
"VEHICLE_COLOR_PINK_SALMON": "RŮŽOVÝ LOSOS"
"CUST_ITEM_STAG_OUTFIT": "OBLEK STAGU"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "DÁMSKÁ TEPLÁKOVÁ BUNDA S KAPUCÍ 2"
"CUST_CAT_HAT": "ČEPICE"
"CUST_SKIN_GREY_2": "BŘIDLICOVÁ"
"COMPONENT_ADD_REINFORCED_FRAME": "ZESÍLENÝ RÁM"
"CUST_VARIANT_PECTORAL_COLORS": "KOSTKY"
"CUST_WEAR_ZIPPED": "ZAPNUTÉ"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "STEAMPUNKOVÝ VÁLEČNÍK"
"CUST_ITEM_SWAT_PANTS": "ELASŤÁKY PRO ZÁPASNICE"
"PLAYER_CREATION_AGE_OLD": "VYSOKÝ VĚK"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "VÝŠKA ČELISTI"
"VEHICLE_PAINT_GLOSS_PAINT": "LESKLÝ LAK"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "LETECKÉ BRÝLE SOUTH BEACH"
"CUST_SKIN_GREEN_2": "ODPORNĚ ZELENÁ"
"CUSTOM_WALK_9": "LUMP STYL 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "ZAKŘIVENÍ HORNÍHO VÍČKA"
"VEHICLE_COLOR_TINT_70": "ODSTÍN 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "BÍLÉ ZLATO"
"CUST_VARIANT_PLASTIC": "PLASTOVÝ"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "VYSOKO"
"CUST_TATTOO_TORSO_FRONT": "CELÝ PŘEDEK TĚLA"
"CUST_ITEM_CF_DLC_BC_OUTFIT": "KRVAVÁ KANONESA"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "TEPLÁ BUNDA"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Dohodíš dál."
"CUST_COMP_EYES_PURPLE": "FIALOVÁ"
"CUST_COLOR_BRIGHT_PINK": "SVĚTLE RŮŽOVÁ"
"COMPONENT_CHASSIS": "SOUČÁSTKA ŠASI"
"LOGO_MECH_1": "MECH 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "POLOHA UCHA"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "ŽLUTOZELENÁ 2"
"CUST_TATTOO_CHEST_1": "ŠESTIRAŇÁK"
"CUST_COMP_TEST_EYE_MAKEUP": "POZDNÍ NOC"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "SVĚTLE ZELENÝ ODSTÍN"
"COLOR_SLOT_TRIM_AND_RIMS": "LEMOVÁNÍ A RÁFKY"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "GANGSTERSKÉ TRIKO S NASAZENOU KAPUCÍ"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "NÁUŠNICE ZLÉ POLICAJTKY"
"CUST_ITEM_WOMEN'S_BRA_3": "POHODLNÁ PODPRSENKA"
"CUST_COMP_FACE_BANDAGE_2": "NÁPLAST NA ČELE"
"VEHICLE_COLOR_TINT_100": "ODSTÍN 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "ZASTRČENÉ TRIKO BEZ RUKÁVŮ"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "TENISKY CROOKS & CASTLES"
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "KALHOTKY HAPPY RAVER"
"PLAYER_CREATION_MENU_6": "KŮŽE"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "ŽLUTOORANŽOVÁ 7"
"CUST_TATTOO_LHAND_5": "KOSTĚJ"
"CUST_COLOR_INDIGO_1": "INDIGOVÁ 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "MALÉ PUNTÍKY"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "RIPPLE JUNCTION 3. ULICE"
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "MOTORKÁŘSKÉ KALHOTY"
"CUST_MORPH_CAT_EARS": "UŠI"
"CUST_COMP_EYES_CAT_GREEN": "ZELENÁ KOČKA"
"VEHICLE_COLOR_DYNASTY_BLUE": "DYNASTICKÁ MODŘ"
"SLOT_RIMS_REAR": "ZADNÍ RÁFKY"
"COMPONENT_DECAL_8": "POTISK 8"
"PAINT_2": "LAK 2"
"CUST_VARIANT_POLO": "PÓLO 1"
"CUST_MOVEMENT_WALK": "STYL POHYBU"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "SVĚTLE HNĚDÝ NÁDECH"
"SLOT_WINDOWS": "OKNA"
"CUST_VARIANT_CRAZY_JACKET_TEST": "TESTOVACÍ BLÁZNIVÁ KOŠILE"
"CUST_WEAR_NORMAL_HIGH": "NORMÁLNÍ, VYSOKÉ"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "MOTORKÁŘSKÉ RUKAVICE"
"HASH_C1DEC751": "DALLAS"
"CUST_COMP_MALE_EYEBROWS_3": "JESKYNNÍ MUŽ"
"VEHICLE_COLOR_COCONUT_TAN": "KOKOSOVÝ ODSTÍN"
"DARK_PURPLE": "TMAVĚ FIALOVÁ"
"CUST_VARIANT_TAPE": "PÁSEK"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "BOTY NA PODPATKU"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "PÁSKA NA RUKU"
"CUST_RONIN_TAUNT_C": "URÁŽKA RONINŮ 3"
"CUST_PRESET_RACE": "RASA"
"PLAYER_MORPH_EARS_PITCH_TEXT": "SKLON UŠÍ"
"CUST_COLOR_CLOTHING_ORANGE_4": "ORANŽOVÁ 4"
"SLOT_BUMPERS": "NÁRAZNÍKY"
"CUST_VARIANT_TRIM": "LEM"
"CUST_RACE_WHITE": "BĚLOCH"
"FACIAL_EXPRESSION_EVIL": "ZLÝ"
"CUST_VARIANT_VERT_STRIPES": "SVISLÉ PRUHY"
"CUST_VARIANT_SEMI_GLOSS": "POLOLESKLÁ"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "STŘEDNÍ VÍCEBAREVNÝ"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "VYSOKÉ KALHOTY, KŠANDY"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "HÁV MINISTRANTA"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "MOTORKÁŘSKÁ BUNDA"
"MALE_HUGE": "VELKÝ MUŽ"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "KANADY NETWORK"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "NEJLEPŠÍ PŘÍTEL ŽENY (VPRAVO)"
"CUST_MORPH_CAT_FOREHEAD": "ČELO"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "VÝŠKA PŘEPÁŽKY"
"PLAYER_CREATION_MENU_2": "HLAVA"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "ŽLUTOZELENÁ 6"
"CUST_TATTOO_CHEST_5": "HLEDEJ ODPUŠTĚNÍ"
"VEHICLE_COLOR_ROYAL_PURPLE": "KRÁLOVSKÝ PURPUR"
"LOGO_HOE": "ETA OMICRON EPSILON"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "PROPÍNACÍ SVETR"
"CUST_MORPH_CAT_NOSE": "NOS"
"CUST_COMP_MUSTACHE_19": "MALÁ BRADKA"
"RIM_INDUSTRIAL": "INDUSTRIAL"
"OPTION_39": "VOLBA 39"
"SLOT_COLOR_SCHEMES": "BAREVNÉ VZORY"
"CUST_VARIANT_FULL_STRIPES": "PLNÉ PRUHY"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "SNUBNÍ PRSTEN"
"PLAYER_MORPH_MUSCLE_TEXT": "SVALNATOST"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "ŽLUTOORANŽOVÁ 3"
"CUST_TATTOO_LHAND_1": "LEVAČKA"
"CUST_COLOR_PURPLE_4": "FIALOVÁ 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "PRSTEN Z JINÉHO SVĚTA"
"CUST_ITEM_CM_HAIR_LONGBG": "MÍR A LÁSKA"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "PROUŽKOVANÝ NÁRAMEK"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "Laserově naváděné rakety následují tvůj záměrný kříž. Zaměřovací systém umožňuje zaměřit rakety na cíl."
"CUST_TATTOO_RCALF_2": "POMODLI SE"
"CUST_TATTOO_LARM_5": "PLAVU DÁL"
"CUST_TATTOO_LUPPARM_7": "RONINŮV PÁD"
"CUST_COMP_FEMALE_EYEBROWS_5": "TLUSTÉ ŽENSKÉ"
"CUST_COMP_EYES_BROWN": "HNĚDÁ"
"Auburn": "KAŠTANOVÁ  "
"CUST_RACE_HISPANIC": "HISPÁNEC"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "RIPPLE JUNCTION GANGBUSTERS"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "ZVLÁŠTNÍ VYŠETŘOVATEL"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "METRO FEDORA"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "ŽHAVÉ RŮŽOVÉ SPOĎÁRKY"
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "HLOUBKA OČÍ"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "VELIKOST BULVY"
"CUST_VARIANT_STRAPLESS": "BEZ ŘEMÍNKŮ"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "ČEPICE KABANA"
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "PAŘÍŽSKÝ ROLÁK"
"CUST_CAT_FACE_WEAR": "ŠÁTKY, ROUŠKY APOD."
"CUST_INSULT_A": "ZVÍŘECÍ DETEKTIV"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "VELIKOST HORNÍHO RTU"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "ŠÍŘKA UCHA"
"PLAYER_MORPH_EAR_RIM_TEXT": "OKRAJ UCHA"
"CUST_COMP_FACE_NATURAL_EYES": "PŘIROZENÉ OČI"
"CUST_VARIANT_MEDIUM": "STŘEDNÍ"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "MODERNÍ KABÁT A KRAVATA"
"CUST_COMPLIMENT_N": "DOLLAROVÝ DANDY"
"PLAYER_CREATION_PRESET_FEMALE": "ŽENA"
"CUST_VARIANT_SMALL_STRIPES": "TENKÉ PRUHY"
"CUST_VARIANT_STIPES_1": "PROUŽKY 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "DIVOKÝ KLOUBOUK"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "VELIKOST NOSNÍCH DÍREK"
"PLAYER_MORPH_HAIR_TEXT": "VLASY"
"CUST_GANG_GENERIC": "SVATÝ"
"VEHICLE_PAINT_GANG_RONIN": "RONINOVÉ"
"CUST_VARIANT_WATCHBAND": "PÁSEK NA HODINKY"
"CUST_INSULT_DUMP": "POSERA"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "DÉLKA ZÁTYLKU"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "Podvěsný granátomet střílí granáty rychleji a na větší vzdálenost. Krabicový zásobník pojme více munice."
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "ZBRAŇ 1"
"DARK_YELLOW-GREEN": "TMAVĚ ŽLUTOZELENÁ"
"CUST_VARIANT_THREE_COLORS": "TŘI BARVY"
"CUST_VARIANT_TIES_": "KRAVATY"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "TRIČKO CROOKS & CASTLES A"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "LIDSKÁ POCHODEŇ"
"CUST_BRO_TAUNT_C": "URÁŽKA BRATRSTVA 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "HLOUBKA ZÁTYLKU"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "ŠÍŘKA ÚST"
"VEHICLE_PAINT_STANDARD_MATERIAL": "BĚŽNÝ MATERIÁL"
"COMPONENT_REGULAR_PROFILE": "STANDARDNÍ PROFIL"
"SLOT_SUSPENSION_STYLE": "STYL PÉROVÁNÍ"
"SLOT_PRIMARY_SURFACES": "HLAVNÍ POVRCHY"
"CUST_VARIANT_LARGE_FLOWERS": "VELKÉ KVĚTINY"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "BEZĎÁCKÉ RUKAVICE"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "STRATAGEM MEDLEY"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "KAPITÁNSKÉ RUKAVICE"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Zvýší sílu zbraně a sníží zpětný ráz."
"CUST_TATTOO_RFORARM_7": "VZESTUP SVATÝCH"
"CUST_TATTOO_UPPBACK_8": "SEŽEŇ SI KŘÍDLA"
"CUST_COMP_FACE_MOLE_6": "PIHA 6"
"SEXY_1": "SEXY 1"
"CUST_VARIANT_LEATHER_SKIRT": "KŮŽE"
"CUST_WEAR_FRONT LEFT": "VPŘEDU VLEVO"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "VÝŠKA DOLNÍHO VÍČKA"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "TVAR VÍČKA"
"CUST_COMP_EYE_MAKEUP_12": "PUNKERSKÁ LINKA"
"SLOT_NITROUS_DESC": "Přidej svému vozidlu nitro, které ti v nouzi pomůže ujet."
"LOGO_BRITISH": "BRITSKÁ VLAJKA"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "VODOROVNÉ PRUHY"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "ZASTRČENÉ, ZAPNUTÉ, EXTRA VYSOKÉ KALHOTY, KŠANDY"
"CUST_ITEM_CM_FPIC_SETA": "PIERCING V LEVÉM OBOČÍ A V NOSE"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "TENISKY BROSEPH"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Uneseš více náloží."
"CUST_TATTOO_NECK_6": "KOUSNUTÍ PAVOUKA"
"SLOT_SPOILER": "SPOILERY"
"CUST_VARIANT_FEEDDOGS": "FEED DOGS"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "ŘETĚZOVÝ OBOJEK"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "PĚŠINKA NAPRAVO"
"CUST_ITEM_MALE_KILLBANEMASK": "KILLBANOVA MASKA"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "PROUŽKOVANÝ NÁRAMEK"
"CUST_HAIR_ACCESSORY_COLOR": "BARVA VLASOVÝCH DOPLŇKŮ"
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Větší počet raket."
"CUST_TATTOO_LOWBACK_2": "ŠLÁPOTY"
"CUST_COLOR_BLONDE": "BLOND"
"CUST_COLOR_FLESH_2": "PŘIROZENÁ 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "ROLÁK HILLS"
"CUST_ITEM_CF_HAIR_LONGDREADS": "RASTA"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "KABUKI"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "SUKNĚ CANDY GIRL"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "TEPLÁKOVÁ SOUPRAVA"
"CUST_CAT_EAR_PIERCINGS": "NÁUŠNICE"
"CUST_LOGO_COLOR": "BARVA LOGA"
"PLAYER_MORPH_EAR_ROLL_TEXT": "ZAKROUCENÍ UCHA"
"RIM_SET_004": "SADA RÁFKŮ 4"
"VEHICLE_PAINT_RUBBER": "GUMA"
"COLOR_SLOT_INTERIOR": "INTERIÉR"
"COMPONENT_OPTION_6": "VARIANTA 6"
"SLOT_ENGINE": "MOTORKA"
"SK05": "SKIN05"
"CUSTOM_WALK_5": "HOPSAVÝ STYL"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "KOUTKY ÚST"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "ČERVENOFIALOVÁ 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "HNĚDÁ 6"
"CUST_COMP_MUSTACHE_11": "PŘÁTELSKÉ KOTLETY"
"COMPONENT_DECAL_4": "POTISK 4"
"CUST_VARIANT_BRONZE": "BRONZ"
"CUST_SKIN_BLACK_01": "ČERNOCH 1"
"CUST_TATTOO_FACE_1": "DIVOKÁ KOČKA"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "GO GO"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "GOLFOVÉ KALHOTY"
"CUST_SKIN_PURPLE_2": "SYTĚ FIALOVÁ"
"CUSTOM_WALK_11": "LUMP STYL 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "VÝŠKA LÍCNÍCH KOSTÍ"
"CUST_COMP_FACE_MAKEUP_6": "HADÍ ŠUPINY"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "RŮŽOVÁ PRO PRINCEZNU"
"VEHICLE_PAINT_GLASS": "SKLO"
"MALE_AVERAGE": "BĚŽNÝ MUŽ"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "BĚŽNÉ KALHOTKY"
"CUST_VOICE_MALE_BLACK": "MUŽ 2"
"SURGEON_CAT_SKIN": "KŮŽE"
"CUST_TATTOO_RHAND_6": "A NECHAT ZEMŘÍT"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "KLASICKÁ 70. - 80. LÉTA"
"HAIR_COLOR_GREEN": "ZELENÁ"
"LOGO_SHARKS_TEXT_1": "ŽRALOCI, TEXT 1"
"CUST_VARIANT_POTHEAD": "PLAMENY"
"CUST_VARIANT_FISHNET_2": "SIŤOVANÉ 2"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "HODINKY KABANA"
"CUST_RONIN_COMPLIMENT_A": "POKLONA RONINŮ 1"
"CUST_TATTOO_LCALF_5": "DRAČÍ DECH"
"CUST_VARIANT_LEATHER": "KŮŽE"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "LETS PRETEND ŽENA D"
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "SAFEWORD KALHOTY"
"CUST_TATTOO_LOWER_ARM_LEFT": "LEVÁ PAŽE DOLE"
"CUST_COMPLIMENT_F": "SCROOB"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "VÝŠKA OBLIČEJE"
"CUST_COLOR_CLOTHING_GREYS_7": "ŠEDÁ 7"
"CUST_COMP_CHEEK_MAKEUP_1": "NEVĚSTA"
"CUST_VARIANT_THINSTRIPES": "TENKÉ PRUHY"
"CUST_VARIANT_SAILOR": "NÁMOŘNÍK"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "VOJÁK Z POVOLÁNÍ"
"CUST_TATTOO_UPPER_ARM_RIGHT": "PRAVÁ PAŽE NAHOŘE"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "VÝŠKA SPÁNKŮ"
"VEHICLE_COLOR_BLUSH_GRAY": "JASNĚ ŠEDÁ"
"HAIR_White": "BÍLÁ"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "DŽÍNY CROOKS & CASTLES"
"CUST_ITEM_LONG_ROPE_CHAIN_2": "ŘETĚZ PRO ZLOBIVÉ HOLKY"
"CUST_SKIN_OILED_1": "NAOLEJOVANÝ BĚLOCH 1"
"CUSTOM_WALK_FEMALE_3": "RVÁČKA"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "VELIKOST NOSU"
"PLAYER_CREATION_PRESET_WHITE": "BĚLOCH"
"SLOT_FRONT_BUMPER": "PŘEDNÍ NÁRAZNÍKY"
"DARK_BLUE-GREEN": "TMAVĚ MODROZELENÁ"
"CUST_TATTOO_LOWER_CHEST": "HRUDNÍK DOLE"
"CUST_INSULT_I": "DOLŮ + DOPŘEDU + ÚTOK"
"CUST_MAKEUP_AREA_CHEEKS": "TVÁŘE"
